,user_embed
69,"0.36925915,0.063006505,-0.07378481,0.3722658,0.17200105,-0.47525695,0.46408543,-0.37609684,0.32299227,-0.37835562,-0.08680296,0.16608877,0.038038813,-0.43373773,-0.25512588,-0.39149377,0.42809227,-0.61463636,0.38309228,0.062250435,-0.09411478,0.32460684,0.20395094,0.4100607,0.34504882,0.027113007,0.37756276,0.30723715,0.12887853,0.09101387"
70,"0.319501,0.06510867,-0.09385419,0.30398834,0.1491791,-0.3992858,0.39508873,-0.31639177,0.24708179,-0.31415686,-0.091501616,0.16276683,0.054190524,-0.38092446,-0.20290789,-0.3227776,0.34971327,-0.49657783,0.33901304,0.060500722,-0.10848232,0.29382196,0.16654427,0.3525783,0.29385102,0.045729753,0.30990413,0.27100506,0.13451931,0.1014486"
71,"-0.00073616643,-0.0004050683,0.0010647383,0.00040260918,0.00014982987,-0.0005242289,0.00032116967,-0.0002242407,-0.00063520356,-0.00079758215,-0.000108228494,0.001978407,-0.0001073317,-0.00047026886,5.1991203e-05,-5.531307e-05,-0.00043864344,-0.00044998515,-0.0015054148,-0.000796418,0.00054064655,8.435181e-05,-0.00019970315,0.0001842728,-0.00012880682,0.0006882335,0.0011278819,0.0017452486,-0.004387565,-0.0027471867"
72,"-0.31749374,0.15049903,0.051616266,0.06878348,0.08116294,0.29740128,0.1763653,-0.24427617,-0.12393227,0.097693086,0.1620929,-0.07766248,0.3042863,0.011325448,0.28200606,-0.28009078,-0.103804074,0.07747145,-0.3361744,-0.22574809,-0.07735406,0.3274815,-0.08986021,0.054718863,0.10422565,0.4157752,-0.40836686,-0.12366969,0.19841194,0.342254"
73,"-0.31822145,0.15114471,0.045598235,0.066145666,0.087088674,0.2980146,0.17545232,-0.24821602,-0.12731953,0.09805276,0.16218862,-0.07505444,0.30597684,0.01786681,0.2809004,-0.28000546,-0.104564615,0.08056337,-0.33898744,-0.23865427,-0.07904316,0.3258849,-0.09049918,0.055120375,0.10706293,0.40874413,-0.41879612,-0.12442882,0.20133421,0.33997217"
74,"-0.3178977,0.14941737,0.047233175,0.06667538,0.08123768,0.29598275,0.17758934,-0.24322574,-0.12734626,0.09788166,0.1619745,-0.07595563,0.3059014,0.008685655,0.28134078,-0.27989802,-0.104548074,0.079969466,-0.33700293,-0.22679766,-0.07673859,0.32751086,-0.08946234,0.054120436,0.10263171,0.4157186,-0.4150891,-0.123721965,0.20129743,0.33840188"
75,"-0.3182757,0.14984629,0.044623163,0.06574177,0.08085664,0.29559675,0.1782465,-0.24321008,-0.12724948,0.09830942,0.16338395,-0.07799168,0.3064097,0.013287045,0.2823582,-0.27999145,-0.104748614,0.08009781,-0.33458677,-0.22585815,-0.07908252,0.32660118,-0.090579025,0.054290988,0.10353966,0.41434267,-0.41876358,-0.12424321,0.2016078,0.34039855"
76,"0.32562122,0.1744102,0.095185235,0.21393344,-0.12189369,0.2576596,0.193906,0.15070097,-0.20836876,-0.15575719,-0.22071412,-0.2280893,0.24826112,0.008712317,-0.15652883,-0.17227952,-0.24294025,-0.23152247,-0.0067026606,0.07194025,0.42055625,-0.26199296,0.020733135,-0.05998668,-0.10185739,0.20884846,0.29295865,-0.2888587,-0.07835286,0.2500986"
77,"-0.1869323,0.1565323,0.27499405,0.08168464,0.225798,0.006126913,0.07304081,-0.084902726,-0.020944536,0.14040756,-0.3167297,0.17559184,-0.1293493,-0.07055453,-0.3082346,0.20604852,-0.22819813,-0.21154389,0.01302553,-0.39777634,-0.17896357,0.014961113,-0.1662974,-0.31279275,-0.18416749,-0.037148222,0.081368834,0.23597184,-0.39727506,-0.034346323"
78,"-0.11264152,0.1237072,0.26136884,0.05872434,0.10497323,0.037894897,0.06704327,-0.12596104,0.016650777,0.10937874,-0.25687966,0.12633781,-0.12957446,0.003271035,-0.16689074,0.13636473,-0.16671629,-0.13955836,0.06807981,-0.27107346,-0.14664507,0.011375278,-0.10398835,-0.20496556,-0.09981045,-0.027396213,0.054220773,0.13305995,-0.21871525,-0.007902847"
79,"-0.24089357,0.28727448,0.13168493,0.109345436,-0.22748592,0.45176744,0.26239505,0.016623966,0.26554695,0.38998017,-0.30147156,0.27642438,-0.196955,0.043239366,0.023467204,0.44987604,-0.32354236,-0.41141248,0.30055785,-0.448655,-0.3511544,0.3072932,0.18607551,-0.4034587,-0.3228105,0.08915039,0.25644177,0.34041542,0.1448921,0.13076481"
80,"-0.2655385,0.11559579,-0.30619222,0.1724999,0.39070168,-0.33838663,0.10360222,0.35992303,0.14643182,0.14428064,0.105742685,0.060824994,-0.075078465,-0.23664317,-0.35827714,0.22950007,-0.091906704,-0.23607431,-0.3458688,0.1136039,0.011803253,-0.07307825,0.052565727,-0.2571833,-0.3958606,0.2360028,-0.13931648,0.08237974,-0.3402097,0.15089804"
81,"-0.19688523,0.082518704,-0.31461403,0.14741161,0.26834682,-0.3076045,0.098372966,0.3132924,0.18281963,0.106725775,0.15997021,0.019742496,-0.07515456,-0.1477484,-0.21461096,0.15775754,-0.033370234,-0.16003023,-0.29153416,0.22173125,0.04164113,-0.07809151,0.11262529,-0.14652452,-0.31510755,0.2525478,-0.16762592,-0.02198076,-0.1584704,0.1719554"
82,"-0.25079596,0.0307118,-0.53328425,0.17507923,0.32232594,-0.4252897,0.09098787,0.46955356,0.195884,0.1217664,0.27245474,-0.0006967335,-0.02712235,-0.1999267,-0.21705261,0.17589518,-0.0017785382,-0.14872712,-0.40227178,0.3630898,0.11816815,-0.08808654,0.18570986,-0.120228365,-0.39636847,0.36429638,-0.27362812,-0.03970294,-0.14088205,0.2378715"
83,"-0.3195543,0.25044495,-0.44137818,0.19344747,-0.059770305,0.10574518,0.29758787,0.45549962,0.42553774,0.38158658,0.114094175,0.16893907,-0.14232735,-0.107423596,-0.025803838,0.47621414,-0.18948999,-0.42438096,-0.057315785,0.040070236,-0.1638137,0.20878892,0.40168643,-0.34918585,-0.53951275,0.3674803,0.034372274,0.18614013,0.20026773,0.31060648"
84,"-0.17044902,0.3554019,-0.14538306,0.30017018,0.39906856,-0.55332977,0.15430461,0.25396007,0.44464722,0.051178165,0.1684113,0.052603506,-0.26125652,-0.07618635,-0.27593488,0.18827355,-0.044642,-0.26366958,-0.44622552,0.30979943,-0.09411729,-0.21643673,0.061717577,-0.14015393,-0.4044416,0.2421327,-0.17733738,-0.1807948,-0.31255478,0.23138273"
85,"-2.1586823e-08,-3.9212497e-07,4.565362e-07,-1.4636495e-07,-1.7899614e-08,4.50451e-08,5.0773934e-07,3.982624e-08,1.8503222e-07,-2.0529856e-07,-3.123222e-09,-1.6022822e-08,-3.447809e-07,-2.4861302e-07,-3.6634646e-07,3.480648e-08,-9.4655974e-08,-9.650183e-08,-4.9239112e-08,5.606846e-07,3.074425e-08,4.4164974e-08,-2.8552722e-07,-6.116464e-07,1.0355715e-07,-3.773634e-07,2.4233057e-06,9.903237e-08,-4.982957e-07,-5.262047e-07"
86,"-0.17664845,0.30601275,-0.25727546,-0.2585189,-0.41824767,-0.15072306,0.1331638,-0.16133654,-0.20720327,0.21250433,-0.22348155,0.3000552,-0.20467067,0.03742278,0.0023315002,-0.27475217,0.18937896,0.10385484,-0.23072764,0.15001845,0.12423929,-0.27937597,-0.29826063,-0.15977326,-0.2533681,-0.21695374,0.30821854,0.013054695,0.29869878,0.07893823"
87,"-0.17657022,0.3031823,-0.25906593,-0.25851962,-0.41606876,-0.15065895,0.1331649,-0.16185825,-0.20728213,0.2121478,-0.22340403,0.29937991,-0.20471388,0.03604812,0.0013887354,-0.2746055,0.18938297,0.10371387,-0.23021346,0.14955586,0.124392696,-0.28208974,-0.29775438,-0.16167025,-0.2538803,-0.2169487,0.30825496,0.013669136,0.2991945,0.07871908"
88,"-0.17786522,0.30503845,-0.2582435,-0.25714403,-0.41790807,-0.14992304,0.13359974,-0.1616531,-0.2085846,0.21231706,-0.22320221,0.2961924,-0.20314991,0.03577938,0.0014699653,-0.27465835,0.18901984,0.103746064,-0.23083284,0.14781249,0.124628715,-0.27943182,-0.2974108,-0.16268533,-0.2530556,-0.21727392,0.30818617,0.01400099,0.29544026,0.07940669"
89,"-0.17642264,0.30755332,-0.25773802,-0.25741458,-0.4081715,-0.14858681,0.13253917,-0.16182624,-0.20903268,0.21181116,-0.22516413,0.29927313,-0.20383388,0.035858825,0.000663927,-0.27367875,0.18876322,0.09924386,-0.23047541,0.14709166,0.12408505,-0.28059307,-0.30220807,-0.16351657,-0.25373477,-0.21709627,0.30835822,0.014759513,0.29858962,0.07870582"
90,"-0.2628094,0.21051583,-0.4402953,0.0671741,-0.021770634,0.06994168,-0.16179688,-0.43764275,-0.49446577,0.18738844,0.10865607,0.3079092,-0.5349789,0.25859118,0.27172154,-0.56524545,0.3964482,-0.30438375,-0.11142064,0.20725222,0.19991535,-0.17820679,-0.40847275,-0.41356042,-0.34596345,-0.41486916,0.40797418,0.12774025,0.104566686,0.4059848"
91,"-0.14782798,0.45407555,-0.46686414,-0.37694216,-0.39721677,-0.2784659,0.15193923,-0.2089425,-0.42073295,0.22756423,-0.40102398,0.5037365,-0.060464833,-0.040066674,-0.032735106,-0.31878808,0.1664324,0.22068377,-0.23245144,0.25967157,-0.004186869,-0.2793999,-0.4653096,-0.14522243,-0.22874095,-0.113872364,0.32307798,0.071144976,0.42395428,0.18997762"
92,"0.009121067,0.2091714,0.0051180995,0.31038997,-0.2459926,-0.29142612,-0.28627154,0.20125476,-0.0044094846,0.073984094,-0.31776264,0.09876267,-0.09533918,0.31050646,0.49359107,0.18895407,0.25326037,-0.23306979,-0.03531764,-0.28113315,0.034151595,-0.16424605,0.20230481,0.5605403,-0.008318102,-0.07529139,-0.19855754,-0.12036876,0.10912934,0.13058408"
93,"0.005829329,0.10017088,0.0016620903,0.14858396,-0.11616718,-0.14093162,-0.1359673,0.096887685,-0.0016682165,0.0343149,-0.13739687,0.050398126,-0.044536587,0.14640427,0.23562424,0.0877081,0.12499488,-0.111184284,-0.019054113,-0.112065576,0.014651797,-0.07819468,0.098775275,0.25848413,-0.0024911384,-0.034678116,-0.09389323,-0.059439927,0.049773864,0.06593005"
94,"0.023043625,0.270996,0.16388388,0.15832682,0.1286406,-0.25198808,0.049933683,-0.044150036,0.2630807,-0.053994037,0.009966766,0.03214291,-0.18194017,0.07206977,-0.061282557,0.030923545,-0.010814779,-0.10317963,-0.1577346,0.088852115,-0.13425928,-0.13727783,-0.05389965,0.008361746,-0.09024793,-0.011337123,-0.00903869,-0.15874042,-0.15245007,0.059108697"
95,"-0.07027874,-0.085919686,-0.31505364,0.0388619,0.05782587,-0.16856818,-0.02447609,0.23238379,0.011980048,0.01936371,0.16165283,-0.0231471,0.07517044,-0.0629901,0.0037229331,0.01852357,0.06237045,0.018030247,-0.15299535,0.19952257,0.11068005,-0.015277556,0.10426082,0.048850454,-0.098112725,0.15157574,-0.12305384,-0.027104909,0.03866089,0.08723856"
96,"0.02351874,0.06481846,0.008072186,-0.103242405,-0.027424604,0.092192374,-0.030321551,-0.041869868,0.020419668,-0.106694564,-0.016283633,0.078412645,-0.0002755527,0.056729544,-0.048835587,0.060384657,0.12217949,-0.0791735,-0.024924615,0.052463133,0.024103329,0.011475579,0.118652485,-0.06272807,0.062882476,-0.015855158,-0.08729304,-0.0945502,0.014851238,0.025183905"
97,"-0.20083492,0.10298834,-0.1745066,-0.0044448073,-0.01542565,0.076959066,0.13193446,0.3386604,-0.30368477,-0.3396454,0.12600665,0.11008938,0.07113161,-0.0805232,-0.41473994,-0.1778034,0.33217964,0.21948093,0.19154471,0.14785555,-0.25453094,0.15160368,0.21357954,-0.2854918,-0.17895609,-0.029374516,-0.088551596,-0.37743074,-0.03914428,-0.2616629"
98,"-0.0046560415,-0.0032717285,-0.0027837541,0.0018490778,0.0024597181,-2.614751e-05,-0.0033800746,0.00058551604,-0.0067638713,0.0008968006,-0.0028180536,0.004395139,0.0024708612,0.00055368344,0.0068787336,0.0041304403,-0.0032855307,0.0021340924,-0.0036212855,-0.0012996361,0.0024263982,0.0029383583,0.00016054664,0.0036679748,-0.001645858,0.0070011695,-0.0033030852,0.006842708,-0.0032142624,0.00094281003"
99,"-0.2511302,0.17825693,0.24420738,0.323561,-0.17826147,-0.22569591,-0.3490324,-0.04552404,-0.15743239,-0.17408748,0.16960038,-0.0057403995,0.28313473,0.35611436,-0.2941818,0.28851426,0.17727026,-0.15606052,0.17219995,0.087922454,0.35304433,0.26352894,-0.41104874,0.042902254,-0.2730713,0.33470076,-0.10572809,0.23235413,0.38420606,-0.34536844"
100,"0.66999865,0.33875227,0.04978066,-0.0832346,0.17439322,-0.04835063,-0.4587166,-0.2969314,0.01794099,0.32669577,-0.22172204,-0.017827032,-0.15537016,-0.3892811,0.42081448,0.05042233,0.26304805,0.48152238,0.011308182,0.084547885,0.3399318,0.3409271,0.4154536,-0.261854,-0.4440403,0.44106445,0.030823007,0.12775363,-0.23157476,-0.17837207"
101,"0.27236733,0.1968148,-0.14218697,-0.082810886,0.22354643,-0.09723299,-0.2832069,-0.12400338,0.16133584,0.1389648,-0.3257659,-0.060375568,0.15778731,0.060061555,0.16479675,-0.043432985,0.10710615,0.17433874,0.14052203,-0.22218719,0.025751652,0.116667174,0.09746663,-0.15400207,-0.25721794,0.1362795,0.10150677,-0.055117376,-0.18852739,-0.13755721"
102,"0.26910123,0.19694762,-0.14226998,-0.08345414,0.22365914,-0.09657752,-0.27846685,-0.12264078,0.16424026,0.13876179,-0.32343593,-0.061049595,0.16112107,0.06000445,0.16510367,-0.042953108,0.10728712,0.17431997,0.13883217,-0.21690081,0.026520777,0.11808274,0.09768295,-0.15429193,-0.2566727,0.13716556,0.09947456,-0.058024548,-0.18739644,-0.13749161"
103,"0.270688,0.19617772,-0.1412789,-0.08305454,0.22432935,-0.09755296,-0.27696964,-0.12344053,0.16091983,0.1389717,-0.32434437,-0.058987472,0.15844841,0.059631396,0.16551757,-0.045066327,0.10768612,0.17416243,0.1388034,-0.22374654,0.027144928,0.11866341,0.09731311,-0.15498129,-0.2560654,0.13703972,0.099606745,-0.0553575,-0.18906616,-0.13804588"
104,"0.2724163,0.19810551,-0.1415346,-0.082694754,0.22402327,-0.098574065,-0.28186414,-0.123279944,0.16363077,0.1388616,-0.32567406,-0.06035872,0.15778607,0.060295295,0.16424534,-0.043243848,0.10744795,0.17228901,0.13956597,-0.22366539,0.026855037,0.11666283,0.09776516,-0.15415013,-0.25671864,0.13634592,0.098325886,-0.05472984,-0.18824008,-0.13791715"
105,"-0.06502058,0.20831333,-0.4019439,-0.27735835,0.32393473,-0.29203552,-0.094107956,-0.18897031,0.37862808,0.24166027,-0.34014532,-0.3055093,0.39534804,0.36131376,0.20613141,-0.2510911,0.17826934,0.08545371,0.20999049,-0.35323644,0.16610205,0.26100415,0.1432487,-0.25976768,-0.1703346,0.16572933,0.31575638,-0.36649144,-0.27940848,-0.32678175"
106,"-0.1089804,0.20363845,-0.4454558,-0.29087317,0.34651157,-0.31741512,-0.08285422,-0.1844178,0.4161611,0.24659419,-0.37249616,-0.33206216,0.45018616,0.4182331,0.20633237,-0.27896687,0.1804411,0.0661048,0.22729489,-0.39339086,0.15113954,0.26006773,0.12833196,-0.27100235,-0.14751801,0.15296192,0.34409294,-0.40382606,-0.30154467,-0.33939093"
107,"0.63517165,0.32532313,0.053678155,-0.0882811,0.17959167,-0.048266623,-0.435484,-0.29912868,0.019234288,0.3266817,-0.22032021,-0.01954662,-0.15208422,-0.38932458,0.41194108,0.047142543,0.2631794,0.48742533,0.010624651,0.08253799,0.3344654,0.34579384,0.41344604,-0.26989517,-0.44464836,0.43144974,0.04533095,0.12546948,-0.23550528,-0.18262482"
108,"-0.06350084,0.21007214,-0.39560285,-0.27663735,0.32475773,-0.29079464,-0.09574195,-0.1902389,0.37713256,0.24533708,-0.3402609,-0.30676714,0.39551145,0.35976937,0.20473607,-0.25111148,0.17864051,0.085384145,0.2099725,-0.35303193,0.16430393,0.26047775,0.14325817,-0.26429307,-0.15752997,0.16702528,0.31564578,-0.36530972,-0.28192586,-0.32174644"
109,"-0.06425977,0.211022,-0.39948294,-0.2748034,0.32482865,-0.29217267,-0.093946815,-0.19031791,0.3685016,0.24479648,-0.3421196,-0.30516776,0.39637345,0.36106423,0.20474312,-0.25031176,0.17894341,0.08583202,0.21036555,-0.35438272,0.16489032,0.2609965,0.14323923,-0.26404902,-0.16504833,0.16687179,0.31448662,-0.3662043,-0.28128555,-0.32196653"
110,"0.6591195,0.33760154,0.05404053,-0.085178874,0.18484381,-0.045477346,-0.4535273,-0.29826975,0.017322976,0.3250931,-0.22234958,-0.017630892,-0.15555814,-0.38891235,0.420883,0.051631868,0.26218036,0.47858405,0.010398758,0.08419101,0.3409069,0.3422459,0.41397852,-0.26258716,-0.44193587,0.44332463,0.03395454,0.12817791,-0.2351069,-0.17961717"
111,"0.26439443,0.19690649,-0.14204219,-0.083310224,0.2232483,-0.09716757,-0.27863514,-0.12246923,0.15719976,0.13898948,-0.3270273,-0.05947567,0.16283643,0.0602952,0.16492665,-0.041581202,0.10759382,0.1730232,0.13886759,-0.22311887,0.026322149,0.118862964,0.09720812,-0.15513586,-0.25680566,0.13747244,0.098390706,-0.055901274,-0.18881823,-0.13907574"
112,"-0.011627977,0.7154662,0.21124399,-0.4925629,0.12235196,-0.61654633,-0.606291,-0.72196585,-0.13262339,0.55392265,0.2496617,-0.75651187,0.38251674,0.048513416,0.038289387,0.2622008,0.25976056,0.057285547,0.330815,0.329239,0.5306967,0.7110479,0.35111043,-0.19505098,-0.52433115,0.58864987,0.44476384,-0.06689055,-0.056276567,-0.4497385"
113,"-0.06443305,0.20991227,-0.39568517,-0.276878,0.32420114,-0.2919673,-0.09279481,-0.19018361,0.37730047,0.24682811,-0.34056452,-0.30578423,0.39562762,0.36154824,0.20354733,-0.2514091,0.17899089,0.08556722,0.21023157,-0.35369554,0.16479687,0.26089948,0.1432979,-0.26082507,-0.16214095,0.1656684,0.3152155,-0.36630076,-0.28050166,-0.32193708"
114,"-0.06428116,0.20984761,-0.40099707,-0.2776388,0.32436457,-0.29301712,-0.09601938,-0.18979436,0.37794265,0.24371876,-0.34830052,-0.30751672,0.39509714,0.3623112,0.20381325,-0.2500093,0.17731869,0.084479265,0.21057491,-0.35393155,0.16460413,0.25784132,0.14316961,-0.25854537,-0.15843615,0.16477363,0.31617764,-0.36571816,-0.28625223,-0.31931886"
115,"-0.062843405,0.2083337,-0.39838323,-0.27483013,0.324415,-0.29248205,-0.096053824,-0.19051646,0.37793592,0.24225257,-0.3410278,-0.30596778,0.39522046,0.36207038,0.2057269,-0.25128168,0.17880401,0.086151816,0.20940553,-0.35280702,0.16465202,0.2609628,0.14351502,-0.25940037,-0.15558729,0.166686,0.31503382,-0.3670503,-0.28098243,-0.32233918"
116,"0.06665394,0.15837902,-0.055769365,-0.19744517,0.049642254,-0.14270432,0.0149538405,-0.24142753,0.065367945,0.29927918,0.086488165,-0.20183954,-0.07557487,-0.15131198,0.29477903,-0.10780835,0.22463332,0.2385198,-0.064583294,0.17394915,0.43722168,0.36665398,0.36331055,-0.22301388,-0.096655086,0.3341031,0.14750463,-0.117751256,-0.1436287,-0.21849252"
117,"-0.41814277,-0.0636725,-0.24849156,-0.24563211,0.016360799,-0.18013069,0.35284993,-0.10808312,0.35512134,0.09432978,0.0452287,-0.326567,0.14932144,0.32518032,0.09465302,-0.30109352,0.099221036,-0.14964552,0.10609944,-0.023583394,0.311226,0.16787247,0.10445147,-0.054205272,0.14484322,0.040974595,0.2476518,-0.42922765,0.02309439,-0.21970217"
118,"0.048131544,0.012112161,-0.124378085,-0.11977521,0.08044167,0.043578513,0.043727096,0.017527806,-0.006332569,-0.023043018,0.20422465,-0.07813123,0.116424814,-0.021452855,-0.21990292,-0.08104366,0.020292824,0.061831657,0.031072922,0.049559157,-0.14626536,-0.028639315,-0.039251216,-0.17159736,-0.0126292035,-0.0044389362,-0.07915538,-0.084319666,0.09077858,0.018209722"
119,"0.10116822,0.22727059,-0.2664677,0.2369856,-0.20142698,0.14300996,0.45861426,-0.07050768,0.36734158,0.06799066,-0.14740781,0.31619805,0.021586614,-0.23662896,0.06739256,0.120628715,0.056517936,-0.58116186,0.48756853,-0.12704432,-0.3346958,0.52934897,0.3814375,0.049852762,-0.019127604,0.20671153,0.39690098,0.41242486,0.49952134,0.2614052"
120,"0.22237463,0.062198255,-0.12472306,0.19236173,0.12286462,-0.27027076,0.26597154,-0.21618953,0.12751597,-0.20719437,-0.10264724,0.15619178,0.08813378,-0.27705786,-0.12196874,-0.19925201,0.21751063,-0.31293243,0.25720325,0.052611955,-0.12405029,0.23974136,0.1007446,0.25122055,0.20489328,0.08245172,0.1959219,0.21262933,0.13448551,0.121514454"
121,"0.22552979,0.06289261,-0.12459666,0.1927215,0.12134435,-0.27033725,0.26513904,-0.21583498,0.1261379,-0.20717414,-0.10307696,0.1561257,0.087048724,-0.27740994,-0.1215761,-0.19831546,0.21621835,-0.3126871,0.2579034,0.049807526,-0.12608123,0.23969916,0.10094161,0.25190324,0.20488131,0.082120635,0.19583511,0.21247396,0.13511178,0.12172297"
122,"0.39464653,0.32382897,-0.6747126,-0.017057547,0.44683388,-0.5492092,0.21495192,-0.31889895,-0.49832246,-0.25352654,-0.48633453,0.64394647,0.5657196,-0.5205573,-0.17152473,-0.19947931,0.08759693,-0.052525006,0.37351173,0.33664435,-0.5330624,0.3923753,-0.21136177,0.3635581,0.3782426,0.49433252,0.08053082,0.39916918,0.3466685,0.4573441"
123,"0.35253578,-0.37869427,-0.38206962,0.14788212,-0.2656628,0.28517,0.3077117,-0.31616813,-0.14971894,0.44466886,-0.27493572,-0.23991275,-0.051352143,0.17343916,-0.10921031,0.3438232,0.23470281,-0.2980008,-0.24118425,0.3501353,-0.30619425,0.31867293,-0.39922035,0.26921389,-0.15301037,0.05197317,-0.12418906,-0.24201755,-0.36774516,-0.33879158"
124,"0.35371152,-0.37765947,-0.38106132,0.14844379,-0.2659711,0.2848818,0.30766508,-0.31601456,-0.14972283,0.4433341,-0.27411833,-0.24044998,-0.051793743,0.17322916,-0.10997234,0.33941582,0.23517114,-0.30033085,-0.24031499,0.3501756,-0.30385476,0.31842855,-0.39443955,0.26922747,-0.14971012,0.052070204,-0.12495512,-0.24232171,-0.37208098,-0.33857962"
125,"0.19998804,-0.22089888,-0.21073602,0.06595177,-0.11787541,0.14219984,0.15903512,-0.12633355,-0.096748754,0.23233272,-0.13046022,-0.10390198,-0.010114425,0.09740377,-0.057919122,0.20458885,0.20343918,-0.1927194,-0.18253276,0.20318274,-0.16257468,0.17302862,-0.20071676,0.12730703,-0.047345843,0.06647077,-0.047886927,-0.165954,-0.17985377,-0.17798339"
126,"0.19940399,-0.22118871,-0.21051873,0.065657444,-0.117800236,0.14171952,0.15904917,-0.12490556,-0.09679459,0.2324486,-0.12918212,-0.103807315,-0.009862609,0.097418115,-0.057147536,0.20458168,0.2041922,-0.1914326,-0.18607089,0.20332468,-0.16257003,0.17331012,-0.20075658,0.1277435,-0.04794529,0.06686824,-0.04777915,-0.16600211,-0.17866893,-0.17814977"
127,"0.35291496,-0.3775674,-0.38014904,0.1488259,-0.26677856,0.2861537,0.30919883,-0.321684,-0.15012453,0.4448606,-0.27482542,-0.23993738,-0.052020695,0.17327763,-0.10981231,0.33883625,0.2353891,-0.29976046,-0.24177198,0.34132767,-0.30387345,0.31790152,-0.3921315,0.26973712,-0.15417995,0.051918797,-0.12600279,-0.2410149,-0.36774397,-0.33861473"
128,"0.34994718,-0.38045016,-0.382304,0.14829022,-0.26611486,0.28446996,0.306169,-0.31596893,-0.14971945,0.43874863,-0.27460894,-0.23983419,-0.051217873,0.17353363,-0.112123236,0.3414936,0.23533037,-0.2988476,-0.24183615,0.34963617,-0.30312815,0.31861997,-0.39305204,0.26926452,-0.15370058,0.052583426,-0.12453903,-0.24220294,-0.36891752,-0.33883604"
129,"0.35417694,-0.37567085,-0.38321117,0.14887473,-0.26642668,0.28362054,0.30486253,-0.31451654,-0.14992884,0.4443159,-0.27460924,-0.24008085,-0.05152556,0.17309886,-0.11411976,0.34024355,0.2356936,-0.30096915,-0.24155718,0.3473762,-0.3039704,0.31778902,-0.39316136,0.2685381,-0.1541498,0.05145418,-0.124777585,-0.24105084,-0.36698794,-0.33890167"
130,"0.19928584,-0.22106968,-0.21180937,0.06411043,-0.117747754,0.14074993,0.15911892,-0.12493975,-0.09619066,0.23118794,-0.13003586,-0.10389241,-0.009883467,0.09772799,-0.05646746,0.20475972,0.20449941,-0.19182529,-0.18631971,0.20347145,-0.16396531,0.17309046,-0.20048556,0.12779157,-0.047637925,0.06688058,-0.04775181,-0.16722651,-0.17878619,-0.1774119"
131,"0.055888373,0.050546076,-0.20469466,-0.057142038,0.18063244,-0.079101324,-0.050120767,-0.008800365,-0.24730693,-0.039278697,-0.11223442,0.1671001,0.19911548,-0.07284301,-0.003064864,0.03843833,-0.06340692,0.089651495,0.059143495,0.10113527,-0.16448477,0.07207902,-0.09749977,0.03394572,0.0744268,0.19158572,-0.082739346,0.06533413,0.043804124,0.116175234"
132,"0.054897893,0.049721614,-0.2051119,-0.05707768,0.17732581,-0.079274625,-0.049830656,-0.008072496,-0.24717054,-0.039776374,-0.113005236,0.16632919,0.1983397,-0.07311897,-0.0071703037,0.03802938,-0.06315734,0.089328356,0.058939632,0.09443548,-0.16195437,0.07319228,-0.09552255,0.036480084,0.07456799,0.19122985,-0.0829059,0.06554014,0.041833896,0.11753353"
133,"-0.111462936,-0.11433391,-0.012910933,-0.06577816,-0.12776254,0.0392963,0.22316846,-0.04701686,0.23239145,-0.010071875,0.097102344,-0.119620055,-0.1339513,0.013954684,0.075987265,-0.14014547,0.042702302,-0.07702755,0.07403507,0.1756041,0.24613117,0.04550903,0.08549438,0.07705202,0.051752962,0.0111686345,0.038423717,-0.17630805,0.19437331,-0.024348084"
134,"-0.09819719,-0.08183256,-0.019815773,-0.050129205,-0.0844506,0.016323056,0.16543561,-0.028142992,0.15805526,-0.0087570865,0.07074383,-0.08699951,-0.06079486,0.025296206,0.048086405,-0.10371094,0.030310147,-0.05894344,0.035508737,0.11062575,0.16251858,0.030298807,0.054748636,0.049066998,0.045330722,0.007646343,0.03480633,-0.12649989,0.1192966,-0.020326199"
135,"-0.015130635,-0.07411677,-0.15430245,0.11601408,-0.23807184,-0.14663452,0.066409566,0.16953197,0.2766342,0.098930895,0.16999972,-0.23656021,-0.06444911,-0.021860437,0.17747541,-0.14417209,0.14485762,0.02302966,-0.063443415,0.28862202,0.21745488,0.087382056,0.15384777,0.1904632,0.063796714,-0.02534502,-0.05826253,-0.22467668,0.27629772,0.19324839"
136,"-0.022760978,-0.07456253,-0.15353152,0.115762964,-0.24979787,-0.14612104,0.072250456,0.16243373,0.28274873,0.09829978,0.17105901,-0.21770373,-0.06458176,-0.021738121,0.17942916,-0.14769614,0.143484,0.022547323,-0.06453563,0.29367837,0.21962014,0.09966297,0.15341485,0.19099107,0.06271108,-0.02248449,-0.065233216,-0.23104063,0.27888632,0.19179568"
137,"-0.014279877,-0.07477188,-0.1533603,0.11740844,-0.23871253,-0.14840262,0.06807543,0.16027269,0.28737918,0.098167926,0.17432117,-0.23752087,-0.067700855,-0.02154514,0.17776245,-0.1499907,0.14141703,0.024243755,-0.06336225,0.2918066,0.21752444,0.09431456,0.15149727,0.19175251,0.062451627,-0.026432734,-0.061980765,-0.22553912,0.27897242,0.19360189"
