,words
12,"3072,3143,4345,907,821,4544,0,468,4782,3770,1382,3315,2407,1250,4588,4329,2531,2708,4728,4851,4821,344,1925,4040,3257,1413,0,168,4481,2331,2243,206,4821,3779,1603,2640,2304,100,1413,230,1655,3728,820,1,3568,1,3511,907,4588,858,4622,4900,800,1825,3316,3688,2501,891,1560,0,2065,2065,2065,1,593,0,3291,4458,3892,2319,99,3892,3767,4900,1150,1413,2097,1,1638,4720,4466,3793,4374,3259,1652,2081,2098,4310,3134,3132,1,3916,1597,2037,363,3740,3871,1957,2605,2080"
13,"2213,281,2722,1457,1597,253,1908,4272,887,2181,3831,1,900,2503,2490,1,2327,2213,3742,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
14,"648,1146,2218,4789,3826,36,3770,3771,1442,1597,313,1036,4458,4143,1597,648,77,1146,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
15,"1653,4549,3010,2080,0,680,2893,2324,1597,325,1,1653,604,4847,4782,0,3377,2324,0,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
16,"4821,4522,3944,4294,4238,1413,868,548,1191,1442,2049,2605,2081,3207,2526,2464,2448,2080,633,3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
17,"3731,2641,1442,3301,3799,3315,4588,2931,1,900,4778,3780,2324,2749,4111,1,3315,4588,858,3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
18,"3290,1597,2864,499,1706,0,4756,774,0,4228,2315,1413,4072,440,2324,0,3729,1,3142,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
19,"4505,3286,1090,1,4193,4517,583,1597,1832,2345,4453,2963,2605,4458,3892,3680,4900,726,1,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
20,"2878,568,1146,907,4541,420,774,0,889,4458,1596,4160,3591,2324,3966,1449,4039,1019,2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
21,"4383,1833,1860,4731,1567,4588,1597,3937,1158,127,28,4731,3944,1661,2263,2316,721,0,2068,1233,3498,4720,1442,1597,2871,4815,1096,1316,4039,940,0,3074,4801,1457,298,2535,869,706,2452,1442,4569,4243,3844,1953,1713,2391,1517,4661,4248,429,1512,3740,3289,1158,1442,2533,3114,4851,3238,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
22,"640,8,36,233,604,774,4034,2080,4635,1413,3640,4500,2081,1188,3639,960,4445,12,470,1517,3498,1617,1135,1597,522,635,196,4851,0,3839,1925,3301,4888,2243,907,4661,2081,704,1051,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
23,"1391,907,516,2859,2081,4027,774,0,3690,877,1597,3041,2244,4720,2080,680,1829,0,1943,1,798,2080,1418,1477,774,3093,3882,4453,1917,3010,2324,1051,2941,0,1784,1442,2304,358,3315,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
24,"3691,1455,4453,1413,907,4588,3191,1597,2426,3365,2501,4661,858,4448,869,3770,4813,3142,1953,1597,3498,4720,1811,3301,3718,900,2304,4371,4851,907,1687,858,1617,1865,1517,959,3315,4588,3041,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
25,"1162,907,604,1597,2572,4458,1990,99,703,2081,1135,4126,907,2846,2858,1135,869,0,1231,4653,4821,3697,1393,494,903,1493,1981,1413,2638,2722,2081,4823,1597,2475,1534,4458,2842,3740,3871,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
26,"3789,2229,3200,128,3149,2500,3819,2482,1,4821,1654,3944,4181,4851,4453,3944,553,2080,0,4686,4821,4856,1442,404,774,4836,1517,74,4453,1597,2908,4458,0,778,4458,1190,3657,774,3799,1,1837,2667,281,2081,773,4836,0,3200,3010,3944,2304,4673,1,209,2224,3149,1597,2434,4054,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
27,"4857,4458,3143,0,2514,3988,1981,3944,1954,1413,1873,1413,4731,1250,281,3439,4453,2842,1374,1,2257,1532,1217,2506,2081,800,297,1,4744,1,2463,1,900,1597,4388,1295,406,4413,4587,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
28,"1638,3661,4163,1129,813,1,900,253,332,887,4102,3922,1,3315,4588,4581,440,2324,0,2875,907,4588,2081,964,907,4702,2304,4043,479,907,4815,0,2853,2966,3301,2631,1,1953,2734,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
29,"1787,4707,774,0,4028,872,0,1228,1580,2263,1941,0,2456,1413,0,440,4166,2324,1597,1508,4821,645,1393,2194,301,1777,395,2324,0,1835,4458,0,4867,4453,1353,1413,3559,4768,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
30,"3315,3944,3892,756,4458,0,1100,4114,4926,824,907,4815,1517,1597,403,4658,4143,1953,590,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
31,"381,3374,1213,3977,4873,1765,2081,2098,2081,259,1,1149,3661,2048,4627,1413,3673,4014,4398,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
32,"3498,4674,1747,4054,1442,2310,2081,0,1857,4710,568,1517,1442,1869,0,3011,68,872,334,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
33,"3351,1251,2411,1382,4383,3377,4458,649,1130,4458,3259,2746,1978,3191,636,343,636,3490,1413,4855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
34,"907,4661,4329,2531,2712,3809,4733,4605,2080,800,1743,329,1840,2747,1711,1217,3289,4900,1597,932,907,3303,281,3115,3770,4587,2011,1,212,1925,4329,4663,2907,774,2042,3469,1413,2174,3164,3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
35,"4739,2258,1327,1650,3498,1442,1597,2434,2027,2654,4587,774,0,2410,776,1053,34,4906,2452,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
36,"4658,0,2453,4453,4823,1892,2049,2810,4458,3259,3513,2836,2526,291,2080,1597,2746,2265,99,3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
37,"1116,2897,2081,1135,1605,2080,1217,1413,2504,907,3576,3289,1413,1897,0,2650,1,3498,4720,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
38,"3770,1442,800,1085,2603,2081,608,1,900,2321,2167,2695,4900,4073,2535,1413,3661,2650,1,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
39,"4491,3880,4784,1764,2080,1804,3143,4458,800,65,2971,2081,1135,2143,1855,907,3844,1517,3143,1474,4821,330,1132,1413,877,1429,0,4340,1132,3944,4269,607,3892,719,936,2324,4222,1413,3892,2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
40,"907,2846,4731,1510,4588,3078,800,3445,3761,4782,0,2212,4191,1998,0,1654,3189,3289,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
41,"2284,1442,1597,3041,3259,4720,2081,2098,2080,1864,1,1702,4900,1597,60,4458,3892,8,1413,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
42,"1162,4768,4724,2080,1418,3770,1442,0,4720,2081,2570,1,571,4789,421,1421,3944,1088,4206,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
43,"2213,1597,2551,3463,3142,907,3844,2081,2098,4283,4865,2665,4588,2081,2197,4453,2081,1394,0,3201,907,3189,2081,3978,2080,4789,4827,3607,3629,1349,1706,1517,1925,4292,2081,1217,869,800,816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
44,"907,2135,0,2156,3504,4458,3770,1382,1,4821,1784,1442,2849,4404,3565,2842,3206,1413,4731,4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
45,"1264,816,4215,2638,3892,1993,2081,0,1920,3213,4458,0,77,869,227,1413,3620,2081,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
46,"4153,1435,391,3599,4510,1107,4782,1707,1442,2503,2304,2649,1,3498,4720,1442,494,1413,907,4251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
47,"1653,4549,3010,2080,4329,3336,3448,3036,1413,4500,2081,4004,869,0,3779,2080,4329,1729,1998,3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
48,"4557,4720,2081,4823,4683,344,774,509,1,4127,3885,2724,4567,1413,1361,310,193,1016,1321,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
49,"226,907,516,4661,0,1576,2081,1514,3639,3770,4720,2080,1597,60,4531,4851,3770,3575,3379,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
50,"907,2135,3770,4891,1210,1442,2510,1413,4673,2149,2080,2014,4699,2080,3260,2558,4588,1255,2857,4789,2357,4404,1442,2734,4524,2217,0,3002,1393,3844,4156,774,1517,1413,1567,2345,4453,4230,2080,2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
51,"3498,1442,875,800,1085,3779,774,3143,4458,3251,1,1940,4867,4731,4661,3179,1812,1250,1597,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
52,"907,3518,36,4329,3495,2345,4453,2478,4133,0,1903,4453,3303,55,0,414,1587,1524,2263,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
53,"4383,3945,774,1597,4381,2500,1832,568,1953,2331,1395,2081,356,99,1567,373,1400,1155,2318,2219,3498,1450,4272,1393,1517,2662,1,4877,3929,422,953,2692,4066,1413,4329,2099,1721,2790,1,1708,907,4661,4329,494,2356,3010,2324,4257,2899,1,226,2985,4836,907,4661,2081,1865,2263,4458,3992,1500,4826,1442,3441,1,1653,1887,553,3010,86,520,2081,55,2375,1413,3640,911,774,2135,4900,860,1708,869,1500,4826,1442,630,4836,4525,1135,3720,1,3315,4588,1597,3661,2864,4900,1597,2752"
54,"4659,718,2194,4707,3334,865,136,2892,1597,3259,276,4458,2491,2930,1413,1631,4278,1809,3944,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
55,"3498,1393,2148,800,2098,2081,4720,774,1596,2080,2205,3192,1413,319,4843,907,1362,176,4782,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
56,"2309,3259,4926,869,2194,3613,4535,1,2004,1457,1597,3702,2489,4851,877,3946,1998,4453,3303,2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
57,"2424,3936,1520,3852,4375,4458,3661,3382,1768,3237,381,4720,2081,1397,2541,3428,1413,1710,1178,3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
58,"3075,4201,276,774,150,1,3364,114,1,1655,4858,2550,1798,1413,858,3259,3307,4765,1536,2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
59,"1655,3661,3528,4432,4039,1051,591,3294,3692,3468,2846,4458,3770,4720,636,1597,2756,3866,2006,4503,907,4129,3224,553,3639,2145,3528,3144,2843,1706,609,774,3770,3852,3873,527,1442,3064,0,2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
60,"3855,2081,1222,4596,1413,1222,1461,3142,907,4588,2081,258,4836,800,2712,3010,1442,3149,2140,0,3072,0,3810,4247,4458,3664,2894,687,4900,1401,1413,3416,1257,3498,4543,4245,4825,0,2499,4233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
