,words
61,"677,539,2649,1,907,2503,3189,3448,4867,658,99,4867,3031,3954,1517,1925,1892,3369,1,1666,2137,4169,1024,4897,1442,281,636,2243,636,1517,2543,1,900,1014,1413,2295,1413,4453,4129,2197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
62,"335,2609,587,1,907,2304,4129,4401,2704,349,2227,2501,1560,3851,998,1998,1953,1043,2324,0,1655,4012,4303,4782,1217,1413,1316,3725,3142,2501,891,2425,3010,3880,2991,4859,3725,1442,0,2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
63,"3376,3839,2054,4448,649,1,381,2081,3052,1597,1885,2345,4453,3944,774,0,2744,4851,4331,1442,3695,1393,1597,2431,3458,1410,3986,2081,4475,4023,4328,3010,4731,3067,1614,1251,3751,4821,3845,3628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
64,"4821,2669,193,863,774,0,164,294,4450,844,3944,2240,869,826,2288,4078,1,503,0,3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
65,"3315,1865,1517,1597,2016,4851,877,1205,887,1788,1413,1597,4012,253,3698,887,2232,114,907,4661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
66,"907,891,431,1164,3742,752,774,4691,1019,2081,1597,4814,1080,4297,3824,4851,4404,907,1925,869,4598,1413,193,863,916,3289,3770,1382,1,3829,2954,2646,1413,1597,4448,3267,4807,1,381,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
67,"3072,1597,932,1756,4900,1597,2244,1437,4366,774,2706,1413,2036,541,1,177,676,4878,3944,0,3498,1442,0,2480,1269,4720,2080,0,2545,4085,1915,2800,900,1597,1101,656,4900,858,3762,4158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
68,"2955,1597,3661,4720,2081,1173,2130,1413,1393,1853,1597,2652,298,470,0,368,1615,344,276,3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
69,"106,907,1743,518,4836,907,1617,1135,738,869,250,907,1887,2081,4298,679,4851,2081,800,4497,3498,4054,1442,969,4116,1,3795,4772,1442,0,2669,869,2842,3728,4054,251,3765,1,4821,3267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
70,"3075,3140,4720,1722,2190,3293,3442,1,4821,2864,1442,2510,4851,281,636,954,636,0,264,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
71,"1210,1442,898,670,1796,4458,4696,4815,623,3202,1597,3370,1624,4821,168,3944,2353,1413,1457,1043,4143,1597,375,2324,171,1,907,2135,0,3019,1379,1413,3284,3142,2480,1960,2080,2730,2263,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
72,"381,2080,2265,515,99,4611,2250,680,4692,1827,1442,4261,1253,1413,4601,2081,0,3244,1,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73,"907,1255,1324,774,3096,3149,2078,636,907,1925,774,0,1129,2324,1597,301,4376,3372,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74,"571,0,2479,1704,1517,1597,45,2805,72,1706,3475,4075,2345,3713,1462,4823,2174,2805,184,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
75,"1655,3259,4720,2080,1597,2521,36,0,738,3544,4816,907,1603,240,4900,3809,2474,907,956,949,2606,1887,4900,3658,1413,2294,158,3530,4821,2976,1413,3118,4194,4900,0,4495,1925,868,548,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
76,"4821,1423,1442,1597,3259,4720,2081,55,1597,481,4821,3779,2674,1442,1597,2652,3025,1413,3303,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77,"2494,6,4720,4900,858,3259,6,2291,1413,3259,2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
78,"4821,4720,2626,2081,1614,3661,344,4900,1597,3000,4693,2846,4731,4043,1217,636,4313,3463,155,4815,1026,1706,3705,1985,907,1362,4265,1413,4782,2081,2125,1597,344,3571,4821,344,1442,2849,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
79,"4895,907,1362,281,0,3079,2487,4458,1185,1185,1413,253,1185,800,1674,2722,702,1413,3640,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80,"2501,2859,2081,3165,1597,60,2227,1413,4588,2081,258,4836,0,3839,1393,2304,1728,4081,4692,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
81,"4758,281,0,3079,1404,4672,4851,1694,3770,1925,3238,0,2669,4368,324,1748,0,671,1925,2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
82,"497,1839,22,2479,1925,397,1237,1413,4549,2954,4900,1597,4842,453,4458,3522,4660,1655,3259,276,3498,3845,4634,4054,2229,3411,2810,1413,1597,1817,1262,1092,2080,1597,2338,680,99,515,774,1597,1162,4453,4588,1597,1137,2098,3237,1,4821,2299,1549,2864,618,4327,2449,2229,4329,2577,1226,4458,381,1153,983,3678,2761,1,1286,4055,887,2434,1924,1248,1,4383,1872,1,4157,3255,1413,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
83,"3498,1442,0,2669,3726,2501,2859,2081,251,3765,907,4588,2859,2081,2670,86,0,3183,4459,3707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
84,"2501,2859,2081,2881,2532,2264,3756,800,1743,2333,907,3940,0,143,3578,4900,3143,0,2921,3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
85,"226,3640,4661,2859,2081,0,344,1343,1606,3059,4523,4458,2227,1413,3640,2388,2081,841,1517,2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
86,"3498,77,1442,4270,1001,1413,253,4453,1617,1917,2081,201,36,1597,2529,1881,3777,2997,1101,2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
87,"1381,2131,1141,3862,2609,2126,3315,4588,4802,429,3259,1552,869,1123,1770,3770,1442,253,4458,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
88,"1193,3010,872,907,1743,4633,2081,4460,1413,552,4043,568,2081,4823,4477,344,774,893,1,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
89,"123,1551,1925,2133,4374,4458,0,2669,4185,762,2501,2859,2081,774,0,1843,3770,4585,1,4821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
90,"4682,3010,2080,1597,198,2386,3593,420,4355,774,591,3240,841,0,3101,4111,4766,1413,204,4768,3194,344,1442,3041,3166,4851,0,241,4458,4457,1413,0,2049,2242,4458,1049,1505,2324,0,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
91,"1162,4453,3992,774,0,2744,2504,4453,4043,4836,3770,1442,0,4720,2081,2098,2080,3728,3513,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
92,"640,3275,3319,0,643,2896,3377,4458,1198,4836,3435,0,2275,2819,1,362,652,2135,0,4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
93,"907,2394,3770,4720,1998,907,2239,1517,1925,2503,3110,2805,1008,4821,2805,556,1442,1836,1300,854,854,1393,0,3956,4458,3611,4111,4900,4390,993,1654,887,545,3071,4494,3759,774,1710,2083,0,506,907,2135,3770,1382,1,4846,1597,2549,4449,515,1985,4661,1597,4192,1835,2263,4404,1413,1567,4494,1893,3149,1710,2397,4329,2157,4469,4900,4329,4726,688,651,2081,2043,2236,3006,3879,2358,4789,4271,4651,1413,3259,2080,3611,4111,3346,3944,3794,4458,1833,248,2080,3457,155,3944,1845,281,4334"
94,"1739,4012,2157,3779,4836,1393,2263,4152,3446,1,4821,344,1442,3259,1413,2969,3701,1,4051,1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
95,"2740,1597,2244,3175,3779,774,3799,1,3903,4458,4394,1413,4390,298,344,2504,907,926,1,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
96,"3498,1442,1597,4419,1382,3315,1250,3143,4458,0,1020,1107,1597,143,3146,1617,1889,4328,4731,821,3498,1442,568,907,841,800,4288,2080,526,3090,2914,900,2304,4651,4897,1442,479,907,4815,3304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
97,"3691,3396,1,1210,2094,4836,4404,3944,3794,4458,424,2080,2718,4851,2213,553,2081,3687,800,2526,907,3398,3770,2128,4801,4839,4458,3143,907,2135,3770,4781,0,2943,4821,103,3010,3944,3301,2312,907,1046,4900,1195,1,3498,4781,1442,0,1377,1,4821,1710,1552,3944,1355,3041,2243,1567,4175,907,2135,1327,4918,4821,344,1442,1274,907,1043,4823,2242,492,900,1574,159,4900,3317,1413,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
98,"1162,4453,665,3297,3418,1413,4852,3089,1765,1597,1373,2504,2837,1442,0,4720,2081,1372,4821,1105,381,2782,3310,1049,2223,1761,1413,1597,4858,3087,4458,0,514,522,1992,3143,4588,943,301,4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
99,"1653,4661,2081,3439,1606,2627,1597,2526,2329,1245,1413,872,0,2085,1670,1042,1517,1617,1135,4782,598,3523,1442,1597,3661,1382,3315,4588,1597,4676,4458,301,1107,2081,4409,36,1413,3835,2444,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
100,"4184,538,3983,2080,1738,4458,2645,1413,3149,1765,4858,3593,1318,3640,3584,2081,432,1941,3770,4720,907,2030,4011,3770,4720,3286,1852,1597,876,4458,4531,3549,1,907,821,4043,2345,1517,1393,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
101,"907,2135,0,1907,2266,950,1210,1442,1597,2304,2750,4397,4260,1210,1442,4815,630,4453,1617,1397,907,4815,3770,4012,4260,3315,4588,3661,2470,1413,2163,1413,907,4588,891,4661,3419,36,4404,4836,381,2750,1213,4689,1987,774,253,4179,3956,4689,636,378,2081,3694,3508,774,144,1,1578,4453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
102,"907,4661,2859,2081,1432,774,1710,2888,4851,281,4893,3137,586,2465,3301,3770,1925,856,2080,2766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
103,"1867,288,3498,1442,4245,4374,4458,0,2669,762,774,4924,4851,1597,2652,2353,4851,875,2564,1182,1162,4453,3297,0,1337,2081,2216,4782,3904,1597,2621,3462,3367,1442,0,4720,2081,2570,1,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
104,"3459,4856,774,0,417,2819,907,1324,3149,3010,1829,1597,1631,2915,568,3884,4661,4329,4703,4446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
105,"4821,2669,3678,344,323,4458,0,4665,2877,1,3290,37,2763,0,738,1442,2407,82,1,3756,1191,4458,800,1085,2999,2080,4377,1,4821,344,1442,4703,1413,3733,3457,774,0,4665,2877,3464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
106,"4821,3974,1442,281,4836,3845,4851,1442,2304,3427,4900,1215,1819,1413,1597,2652,4458,4329,817,2790,4821,4249,2635,1442,2622,551,900,2304,1597,3041,1954,4363,4801,1953,4707,3142,2345,4453,3303,1334,907,3439,3770,4720,4329,4147,2080,4839,3668,1668,1210,2304,1925,2503,4329,3845,4363,1655,4073,4374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
107,"381,344,774,1597,2417,3385,1262,1,1,4877,2080,515,4900,4281,1413,4703,2080,1597,1972,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
108,"1744,2859,3010,1597,60,2227,2081,4004,4900,800,2221,3089,3713,2120,1597,3617,1,4574,2194,4378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
109,"907,2135,4789,984,1323,681,1,2501,4661,1597,2729,2604,36,3010,1511,4836,907,4795,1672,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
110,"907,2135,2051,900,281,0,2669,4926,774,4923,4851,907,4815,1517,636,1597,680,2603,99,3569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
111,"3848,1442,1043,4419,3237,3315,3944,4039,4404,58,774,1413,3120,4453,2081,1597,1646,1442,1143,636,3848,1442,1043,4419,3237,3315,3944,4039,4404,58,774,1413,3120,4453,2081,1597,1646,1442,1143,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
112,"4821,330,3294,4781,4458,3611,3567,1442,4245,0,4839,100,2324,4084,900,3067,4374,4458,0,4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
113,"1515,2213,281,553,2081,1313,4081,2589,4293,4836,907,4588,2466,1413,2197,4453,2704,3048,567,2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
114,"2037,4187,1255,4810,4789,1761,1413,907,4588,3740,570,4782,882,1,4821,1920,2864,4661,4329,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
115,"48,4836,907,4581,4196,2213,2897,2081,4119,1413,4263,1044,2263,774,2834,2214,3256,1045,1442,4673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
116,"3498,1442,1597,2703,3917,4381,4587,4836,4594,422,3573,688,2989,1239,4821,1197,1850,1043,1120,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
