,words
10,"3072,3143,4345,907,821,4544,0,468,4782,3770,1382,3315,2407,1250,4588,4329,2531,2708,4728,4851,3093,4369,1442,1043,1597,3832,4720,2081,2098,4082,4821,2400,3944,1958,2081,3108,3301,1953,4227,4329,3498,1442,0,2480,1269,4720,2080,0,2545,4085,1915,2800,900,1597,1101,656,4900,858,3762,4158,1026,1706,3705,1985,907,1362,4265,1413,4782,2081,2125,1597,344,3571,4821,344,1442,2849,1413,0,1162,4453,3992,774,0,2744,2504,4453,4043,4836,3770,1442,0,4720,2081,2098,2080,3728,3513,907"
11,"4821,344,1925,4040,3257,1413,0,168,4481,2331,2243,206,4821,3779,1603,2640,2304,100,1413,230,3498,4720,1442,1597,2871,4815,1096,1316,4039,940,0,3074,4801,1457,298,2535,869,706,2452,1442,4659,718,2194,4707,3334,865,136,2892,1597,3259,276,4458,2491,2930,1413,1631,4278,1809,3944,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12,"1653,4549,3010,2080,0,680,2893,2324,1597,325,1,1653,604,4847,4782,0,3377,2324,0,2864,226,3640,4661,2859,2081,0,344,1343,1606,3059,4523,4458,2227,1413,3640,2388,2081,841,1517,2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
13,"4821,4522,3944,4294,4238,1413,868,548,1191,1442,2049,2605,2081,3207,2526,2464,2448,2080,633,3498,2955,1597,3661,4720,2081,1173,2130,1413,1393,1853,1597,2652,298,470,0,368,1615,344,276,3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
14,"3290,1597,2864,499,1706,0,4756,774,0,4228,2315,1413,4072,440,2324,0,3729,1,3142,2704,3789,2229,3200,128,3149,2500,3819,2482,1,4821,1654,3944,4181,4851,4453,3944,553,2080,0,4686,1638,3661,4163,1129,813,1,900,253,332,887,4102,3922,1,3315,4588,4581,440,2324,0,2875,3498,1450,4272,1393,1517,2662,1,4877,3929,422,953,2692,4066,1413,4329,2099,1721,2790,1,1708,3376,3839,2054,4448,649,1,381,2081,3052,1597,1885,2345,4453,3944,774,0,2744,4851,4331,1442"
15,"2878,568,1146,907,4541,420,774,0,889,4458,1596,4160,3591,2324,3966,1449,4039,1019,2081,0,4494,1893,3149,1710,2397,4329,2157,4469,4900,4329,4726,688,651,2081,2043,2236,3006,3879,2358,4789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
16,"640,8,36,233,604,774,4034,2080,4635,1413,3640,4500,2081,1188,3639,960,4445,12,470,1517,1116,2897,2081,1135,1605,2080,1217,1413,2504,907,3576,3289,1413,1897,0,2650,1,3498,4720,1442,4153,1435,391,3599,4510,1107,4782,1707,1442,2503,2304,2649,1,3498,4720,1442,494,1413,907,4251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
17,"1391,907,516,2859,2081,4027,774,0,3690,877,1597,3041,2244,4720,2080,680,1829,0,1943,1,1837,2667,281,2081,773,4836,0,3200,3010,3944,2304,4673,1,209,2224,3149,1597,2434,4054,86,2309,3259,4926,869,2194,3613,4535,1,2004,1457,1597,3702,2489,4851,877,3946,1998,4453,3303,2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
18,"3691,1455,4453,1413,907,4588,3191,1597,2426,3365,2501,4661,858,4448,869,3770,4813,3142,1953,1597,1655,4012,4303,4782,1217,1413,1316,3725,3142,2501,891,2425,3010,3880,2991,4859,3725,1442,0,2669,4821,4249,2635,1442,2622,551,900,2304,1597,3041,1954,4363,4801,1953,4707,3142,2345,4453,3303,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
19,"3498,4720,1811,3301,3718,900,2304,4371,4851,907,1687,858,1617,1865,1517,959,3315,4588,3041,3259,3498,1442,1597,4419,1382,3315,1250,3143,4458,0,1020,1107,1597,143,3146,1617,1889,4328,4731,821,598,3523,1442,1597,3661,1382,3315,4588,1597,4676,4458,301,1107,2081,4409,36,1413,3835,2444,1442,907,2135,0,1907,2266,950,1210,1442,1597,2304,2750,4397,4260,1210,1442,4815,630,4453,1617,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
20,"3498,1617,1135,1597,522,635,196,4851,0,3839,1925,3301,4888,2243,907,4661,2081,704,1051,2014,2501,2859,2081,2881,2532,2264,3756,800,1743,2333,907,3940,0,143,3578,4900,3143,0,2921,3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
21,"4857,4458,3143,0,2514,3988,1981,3944,1954,1413,1873,1413,4731,1250,281,3439,4453,2842,1374,1,4466,3793,4374,3259,1652,2081,2098,4310,3134,3132,1,3916,1597,2037,363,3740,3871,1957,2605,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
22,"3315,3944,3892,756,4458,0,1100,4114,4926,824,907,4815,1517,1597,403,4658,4143,1953,590,907,4184,538,3983,2080,1738,4458,2645,1413,3149,1765,4858,3593,1318,3640,3584,2081,432,1941,3770,4720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
23,"381,3374,1213,3977,4873,1765,2081,2098,2081,259,1,1149,3661,2048,4627,1413,3673,4014,4398,533,4821,4856,1442,404,774,4836,1517,74,4453,1597,2908,4458,0,778,4458,1190,3657,774,3799,1,381,1153,983,3678,2761,1,1286,4055,887,2434,1924,1248,1,4383,1872,1,4157,3255,1413,2194,381,2750,1213,4689,1987,774,253,4179,3956,4689,636,378,2081,3694,3508,774,144,1,1578,4453,907,1046,4900,1195,1,3498,4781,1442,0,1377,1,4821,1710,1552,3944,1355,3041,2243,1567,4175"
24,"3498,4674,1747,4054,1442,2310,2081,0,1857,4710,568,1517,1442,1869,0,3011,68,872,334,1609,4569,4243,3844,1953,1713,2391,1517,4661,4248,429,1512,3740,3289,1158,1442,2533,3114,4851,3238,2503,3695,1393,1597,2431,3458,1410,3986,2081,4475,4023,4328,3010,4731,3067,1614,1251,3751,4821,3845,3628,3498,3845,4634,4054,2229,3411,2810,1413,1597,1817,1262,1092,2080,1597,2338,680,99,515,774,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
25,"3351,1251,2411,1382,4383,3377,4458,649,1130,4458,3259,2746,1978,3191,636,343,636,3490,1413,4855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
26,"4739,2258,1327,1650,3498,1442,1597,2434,2027,2654,4587,774,0,2410,776,1053,34,4906,2452,3010,907,3518,36,4329,3495,2345,4453,2478,4133,0,1903,4453,3303,55,0,414,1587,1524,2263,3142,2424,3936,1520,3852,4375,4458,3661,3382,1768,3237,381,4720,2081,1397,2541,3428,1413,1710,1178,3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
27,"4658,0,2453,4453,4823,1892,2049,2810,4458,3259,3513,2836,2526,291,2080,1597,2746,2265,99,3052,4491,3880,4784,1764,2080,1804,3143,4458,800,65,2971,2081,1135,2143,1855,907,3844,1517,3143,1474,1655,3661,3528,4432,4039,1051,591,3294,3692,3468,2846,4458,3770,4720,636,1597,2756,3866,2006,4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
28,"907,3303,281,3115,3770,4587,2011,1,212,1925,4329,4663,2907,774,2042,3469,1413,2174,3164,3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
29,"3770,1442,800,1085,2603,2081,608,1,900,2321,2167,2695,4900,4073,2535,1413,3661,2650,1,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
30,"4821,330,1132,1413,877,1429,0,4340,1132,3944,4269,607,3892,719,936,2324,4222,1413,3892,2457,2284,1442,1597,3041,3259,4720,2081,2098,2080,1864,1,1702,4900,1597,60,4458,3892,8,1413,174,3072,1597,932,1756,4900,1597,2244,1437,4366,774,2706,1413,2036,541,1,177,676,4878,3944,0,2357,4404,1442,2734,4524,2217,0,3002,1393,3844,4156,774,1517,1413,1567,2345,4453,4230,2080,2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
31,"907,2846,4731,1510,4588,3078,800,3445,3761,4782,0,2212,4191,1998,0,1654,3189,3289,1413,0,2501,2859,2081,3165,1597,60,2227,1413,4588,2081,258,4836,0,3839,1393,2304,1728,4081,4692,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
32,"1162,4768,4724,2080,1418,3770,1442,0,4720,2081,2570,1,571,4789,421,1421,3944,1088,4206,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
33,"2213,1597,2551,3463,3142,907,3844,2081,2098,4283,4865,2665,4588,2081,2197,4453,2081,1394,0,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
34,"907,3189,2081,3978,2080,4789,4827,3607,3629,1349,1706,1517,1925,4292,2081,1217,869,800,816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
35,"1653,4549,3010,2080,4329,3336,3448,3036,1413,4500,2081,4004,869,0,3779,2080,4329,1729,1998,3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
36,"226,907,516,4661,0,1576,2081,1514,3639,3770,4720,2080,1597,60,4531,4851,3770,3575,3379,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
37,"907,2135,3770,4891,1210,1442,2510,1413,4673,2149,2080,2014,4699,2080,3260,2558,4588,1255,2857,4789,907,2394,3770,4720,1998,907,2239,1517,1925,2503,3110,2805,1008,4821,2805,556,1442,1836,1300,854,4821,3697,1393,494,903,1493,1981,1413,2638,2722,2081,4823,1597,2475,1534,4458,2842,3740,3871,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
38,"907,4661,4329,494,2356,3010,2324,4257,2899,1,226,2985,4836,907,4661,2081,1865,2263,4458,3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
39,"1500,4826,1442,3441,1,1653,1887,553,3010,86,520,2081,55,2375,1413,3640,911,774,2135,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
40,"3855,2081,1222,4596,1413,1222,1461,3142,907,4588,2081,258,4836,800,2712,3010,1442,3149,2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
41,"3072,0,3810,4247,4458,3664,2894,687,4900,1401,1413,3416,1257,3498,4543,4245,4825,0,2499,4233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
42,"106,907,1743,518,4836,907,1617,1135,738,869,250,907,1887,2081,4298,679,4851,2081,800,4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
43,"381,2080,2265,515,99,4611,2250,680,4692,1827,1442,4261,1253,1413,4601,2081,0,3244,1,907,907,1255,1324,774,3096,3149,2078,636,907,1925,774,0,1129,2324,1597,301,4376,3372,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
44,"2606,1887,4900,3658,1413,2294,158,3530,4821,2976,1413,3118,4194,4900,0,4495,1925,868,548,2606,4821,645,1393,2194,301,1777,395,2324,0,1835,4458,0,4867,4453,1353,1413,3559,4768,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
45,"2494,6,4720,4900,858,3259,6,2291,1413,3259,2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
46,"3498,1442,0,2669,3726,2501,2859,2081,251,3765,907,4588,2859,2081,2670,86,0,3183,4459,3707,1193,3010,872,907,1743,4633,2081,4460,1413,552,4043,568,2081,4823,4477,344,774,893,1,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
47,"907,2030,4011,3770,4720,3286,1852,1597,876,4458,4531,3549,1,907,821,4043,2345,1517,1393,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
48,"907,3398,3770,2128,4801,4839,4458,3143,907,2135,3770,4781,0,2943,4821,103,3010,3944,3301,2312,907,4815,3770,4012,4260,3315,4588,3661,2470,1413,2163,1413,907,4588,891,4661,3419,36,4404,4836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
49,"3848,1442,1043,4419,3237,3315,3944,4039,4404,58,774,1413,3120,4453,2081,1597,1646,1442,1143,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
