,words
6087,"-0.3940957188606262,-1.3741679191589355,-1.4708439111709595,-0.18642711639404297,1.3507635593414307,0.6744277477264404,-0.4793376922607422,1.1320239305496216,1.292515754699707,-0.5448583364486694"
6088,"-0.9083041548728943,0.2256319522857666,-1.1414391994476318,0.15170130133628845,1.7525458335876465,0.6160022616386414,-1.1378052234649658,0.9014590382575989,0.8031312823295593,-1.2629234790802002"
6089,"-1.0209686756134033,-0.6008874177932739,-1.602611780166626,0.8884359002113342,1.1157755851745605,0.6739564538002014,0.9570563435554504,-0.7199655175209045,1.1688709259033203,-0.8596616387367249"
6090,"-2.2485508918762207,-0.1288418024778366,0.894415020942688,0.4017365574836731,0.16740566492080688,0.15501219034194946,1.4147051572799683,-0.955459475517273,0.8406968116760254,-0.5411189794540405"
6091,"-0.1408165693283081,0.4195822775363922,-0.9813101291656494,-0.2077854722738266,1.764716386795044,0.828620433807373,-0.08442345261573792,-1.5938953161239624,1.1043251752853394,-1.1090134382247925"
6092,"-1.1810883283615112,-0.50523841381073,-1.2009986639022827,-0.6098092794418335,2.0420947074890137,0.9645801782608032,0.9774771928787231,-0.07283233106136322,-0.6477245092391968,0.23353925347328186"
6093,"-1.0383853912353516,0.8784829378128052,-1.1571935415267944,-0.4465755820274353,-0.25042736530303955,-0.33277443051338196,2.075622797012329,-1.0790027379989624,0.8392775058746338,0.5109761953353882"
6094,"-1.6635923385620117,0.24237966537475586,-0.4941232204437256,0.40797126293182373,0.8819313049316406,1.081149935722351,0.08311206102371216,-0.2828885316848755,1.404456615447998,-1.660396933555603"
6095,"-0.09788605570793152,-0.6518169045448303,0.23462620377540588,-0.09429118782281876,-0.02118515595793724,1.349752426147461,1.9135963916778564,0.1396486461162567,-1.1081684827804565,-1.6642762422561646"
6096,"-0.17586028575897217,0.82304847240448,-0.31000781059265137,-0.7561392784118652,0.9064252376556396,0.5747296810150146,-0.08686856180429459,-1.7972586154937744,1.8067359924316406,-0.9848049879074097"
6097,"-1.4241342544555664,0.5941792130470276,-0.40471434593200684,0.8640303015708923,0.8684942126274109,1.291208028793335,0.8332893252372742,-1.6920595169067383,-0.07999996840953827,-0.8502927422523499"
6098,"-0.028810575604438782,-0.6686075925827026,-0.4931882917881012,0.6924399733543396,0.8272777199745178,1.0206639766693115,0.9510950446128845,-1.2003343105316162,0.890590250492096,-1.9911260604858398"
6099,"-1.4414992332458496,-0.6464195251464844,0.2761498689651489,-0.5616381764411926,0.6759960055351257,1.685434103012085,0.11198588460683823,-1.239384412765503,1.4688706398010254,-0.3294951617717743"
6100,"-1.423688530921936,0.1802758425474167,0.39183181524276733,0.546506404876709,1.4529246091842651,1.329888939857483,-1.0513691902160645,-0.031158030033111572,0.17677535116672516,-1.571987271308899"
6101,"-0.5960703492164612,-1.098311424255371,-1.0218030214309692,0.6835666298866272,1.0934659242630005,-0.1697205901145935,2.2036821842193604,0.1661062240600586,-0.5215455293655396,-0.7393701672554016"
6102,"-0.9655197858810425,-1.0500187873840332,-1.0413907766342163,0.5333269834518433,0.7749274969100952,1.5102629661560059,0.7759144306182861,0.43235620856285095,0.6230998039245605,-1.5929590463638306"
6103,"-0.9293818473815918,-1.0983381271362305,1.2507762908935547,-0.8252655267715454,-0.44421571493148804,0.7938464283943176,0.7609694600105286,-0.564469575881958,1.8321566581726074,-0.7760778665542603"
6104,"0.21116136014461517,-0.9123808741569519,-2.0494728088378906,-0.4459887742996216,0.41780340671539307,1.4016437530517578,0.8124143481254578,-0.6359001994132996,1.2325069904327393,-0.031787216663360596"
6105,"-1.5282787084579468,-0.9722307920455933,-0.6873353123664856,-0.6517784595489502,2.1233325004577637,0.16145700216293335,0.8063333034515381,0.19506585597991943,0.7488565444946289,-0.19542181491851807"
6106,"-1.7749974727630615,0.6226356625556946,-1.8431638479232788,0.6675260066986084,0.01952996850013733,0.47334957122802734,-0.1000252217054367,0.5012877583503723,1.4602359533309937,-0.02637822926044464"
6107,"-1.0148537158966064,-0.012530326843261719,-0.8255789279937744,-1.2318438291549683,0.6826032996177673,0.9198707938194275,1.9258525371551514,-1.1757553815841675,0.5889245867729187,0.14331147074699402"
6108,"-1.3260780572891235,-0.1738426834344864,-0.700895369052887,1.1200830936431885,0.26413482427597046,0.6724165081977844,2.0598974227905273,-0.9988450407981873,-0.0827857106924057,-0.8340850472450256"
6109,"-1.0817596912384033,0.6983620524406433,-0.6577149629592896,-0.5546122789382935,0.9985604882240295,1.96170973777771,0.08939698338508606,-1.5602715015411377,0.4457651972770691,-0.3394359350204468"
6110,"-0.06351220607757568,-0.9020650386810303,-0.10715726017951965,-0.18073122203350067,1.1203088760375977,0.20258039236068726,1.165163278579712,-1.8570606708526611,1.5032567977905273,-0.8807830810546875"
6111,"0.017495498061180115,-1.1674423217773438,-1.3112624883651733,0.20895922183990479,2.194948673248291,0.553358793258667,0.6865307092666626,-0.670934796333313,0.3346169888973236,-0.8462706804275513"
6112,"-1.1577696800231934,-0.3597332537174225,-1.5772440433502197,1.2117177248001099,0.8792291879653931,0.42125415802001953,0.45729583501815796,-1.1366480588912964,1.4452974796295166,-0.1833997368812561"
6113,"-1.3718314170837402,-1.3631923198699951,0.616334080696106,0.7946653366088867,0.6154596209526062,0.3726886808872223,1.906661868095398,-0.7602347135543823,-0.09800355136394501,-0.712547779083252"
6114,"1.1851139068603516,0.13565069437026978,-1.363739252090454,-0.7327370047569275,1.4181156158447266,-0.19508342444896698,0.09286120533943176,-1.0623743534088135,1.4564244747161865,-0.9342317581176758"
6115,"0.7603715062141418,-0.7781457901000977,-2.0202324390411377,0.20685091614723206,1.2220250368118286,0.9501535892486572,0.3429246246814728,0.04491201043128967,0.6130004525184631,-1.3418598175048828"
6116,"-1.1398820877075195,-0.7733034491539001,-1.2580698728561401,0.22750119864940643,-0.00368306040763855,1.3036917448043823,1.088255763053894,-0.8481853008270264,1.6712676286697388,-0.26759248971939087"
6117,"2.174124002456665,-0.794000506401062,-0.0018750578165054321,-0.7353383302688599,0.9719045758247375,0.290286123752594,0.009630933403968811,-1.430809497833252,0.4320841431617737,-0.9160066246986389"
6118,"-0.4658547341823578,-0.7756567001342773,-1.6786365509033203,-0.29360008239746094,0.35088640451431274,1.077211856842041,0.6926476359367371,0.13991235196590424,1.8978447914123535,-0.9447546601295471"
6119,"-0.022245530039072037,-1.0108712911605835,-1.094636082649231,-1.3519710302352905,0.9292697906494141,-0.005491957068443298,1.3623965978622437,0.6306177973747253,1.4381123781204224,-0.8751807808876038"
6120,"0.11949783563613892,-0.42981579899787903,-1.562445044517517,0.7630884647369385,0.7212949991226196,0.18880769610404968,-0.14900784194469452,0.6212400197982788,1.5630996227264404,-1.8357597589492798"
6121,"-0.5742683410644531,-0.6646674275398254,1.104770541191101,1.452243685722351,-0.1962352842092514,0.03345455229282379,1.0230016708374023,0.13416431844234467,-0.1264485865831375,-2.1860153675079346"
6122,"-0.32381176948547363,-0.7878769040107727,-0.45396798849105835,-0.7132800817489624,0.5088477730751038,0.44090116024017334,1.5456980466842651,-0.9738571643829346,1.8756320476531982,-1.1182852983474731"
6123,"-0.9741946458816528,-0.7644582390785217,-0.9761346578598022,1.8537166118621826,0.7866640090942383,0.5946429967880249,0.4337345063686371,0.15383312106132507,0.5136864185333252,-1.621490240097046"
6124,"-1.6138938665390015,0.37439587712287903,-1.6836497783660889,-0.7503035664558411,0.39675506949424744,1.6636818647384644,0.434547483921051,0.10507476329803467,0.8161881566047668,0.2572038173675537"
6125,"-1.146691083908081,-0.9589215517044067,-0.9050923585891724,-0.5236464738845825,1.2385432720184326,1.3200510740280151,0.28794988989830017,-1.0881211757659912,1.4131724834442139,0.36275583505630493"
6126,"-0.592004120349884,0.6872873306274414,-1.4551301002502441,-0.9904240965843201,1.704136848449707,0.2583431601524353,1.2519140243530273,-0.5772578716278076,0.6201831698417664,-0.9070482850074768"
6127,"-0.44955945014953613,-0.33219265937805176,-0.779965877532959,-0.32012027502059937,2.4445641040802,-0.9017302989959717,0.3875308930873871,-0.0423385351896286,1.0057774782180786,-1.0119655132293701"
6128,"-1.498948097229004,-0.09649515151977539,0.02405986189842224,-0.7038946151733398,1.897152304649353,0.8779637813568115,1.0471763610839844,-0.49391576647758484,0.17439061403274536,-1.2274895906448364"
6129,"0.25069111585617065,0.7898207902908325,-0.3701038062572479,0.46621033549308777,-0.3534972667694092,0.9237892627716064,-0.8158537149429321,-1.272950530052185,1.867498755455017,-1.4856044054031372"
6130,"-0.9079329371452332,-1.8364654779434204,-0.6397879719734192,-0.8521490693092346,0.7551972270011902,1.0185527801513672,1.2581231594085693,0.8680636882781982,0.7455589771270752,-0.4091604948043823"
6131,"-0.12999524176120758,-0.06377314776182175,-0.36330705881118774,1.3378620147705078,0.5916838645935059,-0.9101693034172058,1.0203417539596558,0.5743823647499084,0.2737678289413452,-2.330793619155884"
6132,"-0.7985296249389648,-0.19235759973526,-1.3851428031921387,0.46859341859817505,0.26277846097946167,1.0756688117980957,0.8114913105964661,-1.8905799388885498,1.254173994064331,0.3939049243927002"
6133,"-1.9986616373062134,-0.30250173807144165,-0.19521404802799225,0.9852472543716431,1.5410727262496948,-0.08786994218826294,1.213046908378601,0.003161296248435974,-0.14324507117271423,-1.0150361061096191"
6134,"0.5047675371170044,-0.36451876163482666,-0.36918213963508606,0.5113687515258789,-0.6450859308242798,0.12850892543792725,1.133937954902649,-1.5579077005386353,1.886674404144287,-1.228562355041504"
6135,"-0.5891164541244507,0.20475192368030548,-0.028581619262695312,1.0247377157211304,1.1527585983276367,0.7326350212097168,-0.35363805294036865,-1.1084142923355103,1.0324375629425049,-2.067570447921753"
6136,"-0.24649247527122498,-0.00823250412940979,0.13819819688796997,0.8880553841590881,0.6992877721786499,0.15759900212287903,1.0337798595428467,-2.267359972000122,0.8819082379341125,-1.2767434120178223"
6137,"-0.18999618291854858,1.2624433040618896,-0.5377549529075623,-0.9477208256721497,-0.17795631289482117,0.050869837403297424,1.1254225969314575,-1.5798008441925049,1.6996456384658813,-0.7051523923873901"
6138,"-2.581899404525757,0.6415311098098755,-0.646551251411438,0.9345160722732544,1.004057765007019,-0.11872555315494537,0.11483527719974518,-0.1344420313835144,0.7593141198158264,0.02736404538154602"
6139,"-0.480881929397583,-0.04817405343055725,-0.07735741138458252,-0.057576343417167664,-0.020678728818893433,-0.8371492624282837,1.4376468658447266,-0.44556474685668945,2.08834171295166,-1.5586061477661133"
6140,"-1.4533607959747314,-0.30125558376312256,-0.9256808161735535,-0.08159042149782181,0.506075382232666,0.15681496262550354,2.5399398803710938,0.14273342490196228,-0.2189440131187439,-0.3647324740886688"
6141,"-0.8149176836013794,-1.268262267112732,-0.09259768575429916,-1.166401982307434,1.9019520282745361,0.26259151101112366,0.2654891312122345,-0.38408881425857544,1.546383261680603,-0.2501477301120758"
6142,"-0.7439501285552979,-0.7997212409973145,-1.1764030456542969,-0.449955016374588,0.7342237234115601,1.4610406160354614,0.6685183048248291,-0.6517692804336548,1.7471108436584473,-0.7890949249267578"
6143,"-1.6942616701126099,-0.4508358836174011,0.2964778244495392,0.23785769939422607,-1.3700275421142578,0.8917242288589478,0.10556522011756897,0.9080218076705933,1.6986756324768066,-0.6231971979141235"
6144,"0.03342679142951965,-0.4989939332008362,-1.1369948387145996,0.9317064881324768,1.629288911819458,-1.033801794052124,0.2534192204475403,0.627680242061615,0.838672935962677,-1.6444041728973389"
6145,"1.6056915521621704,-1.9839403629302979,-0.5949527025222778,0.5027229189872742,0.8009656667709351,-0.6584595441818237,0.9190264344215393,-0.146448016166687,0.42536190152168274,-0.8699678778648376"
6146,"-1.0384210348129272,0.030800074338912964,-1.0132067203521729,-0.20267505943775177,1.7617652416229248,1.3823572397232056,0.49834978580474854,-1.0416492223739624,0.6580001711845398,-1.035320520401001"
6147,"-1.223846673965454,0.41385024785995483,-1.8013726472854614,0.7338540554046631,1.2598321437835693,-0.17004752159118652,1.4662697315216064,0.27594685554504395,-0.12396745383739471,-0.8305191397666931"
6148,"-0.45115727186203003,-0.03018859028816223,0.2961459755897522,-0.1892043799161911,0.6143162846565247,0.4479653835296631,0.21250025928020477,-1.3505669832229614,2.112327814102173,-1.6621387004852295"
6149,"0.18068455159664154,0.016232594847679138,-0.8228263854980469,0.38046544790267944,-0.013740221969783306,0.494476318359375,1.6499488353729248,-1.1878389120101929,1.1552928686141968,-1.852695107460022"
6150,"-0.21685045957565308,-1.6511834859848022,0.7907458543777466,0.7220897674560547,-1.014750361442566,0.9312670826911926,0.9085813164710999,-1.4841035604476929,1.07296621799469,-0.058762263506650925"
6151,"-1.5453100204467773,0.26590386033058167,-0.6646322011947632,2.2927405834198,-0.38803279399871826,0.027852177619934082,0.9433526992797852,-0.5937072038650513,0.2735702395439148,-0.6117376089096069"
6152,"-0.36838817596435547,-0.8130857348442078,0.7696080803871155,-0.7641564607620239,1.4274934530258179,1.5039772987365723,0.5112277865409851,-1.3737733364105225,0.3216235041618347,-1.2145264148712158"
6153,"-0.9522048234939575,-0.6735759973526001,-0.7139632701873779,0.10242098569869995,0.33833077549934387,0.7614421844482422,0.7327725887298584,-1.9107619524002075,1.6851253509521484,0.6304143667221069"
6154,"-0.401132732629776,-0.11501435190439224,1.029625415802002,-0.260929673910141,0.9970305562019348,0.5266731381416321,-1.743692398071289,0.2660406529903412,1.3119113445281982,-1.6105118989944458"
6155,"-1.2722586393356323,0.23224885761737823,-1.1898478269577026,0.839145839214325,-0.506271243095398,1.738114356994629,1.2690868377685547,-0.873645007610321,0.39562124013900757,-0.6321946978569031"
6156,"-0.6294548511505127,-0.5189585089683533,-0.45595771074295044,0.3978939652442932,1.81363844871521,1.1277374029159546,1.0646388530731201,-0.2722734808921814,-1.3182586431503296,-1.2090058326721191"
6157,"-1.7575478553771973,-0.16358794271945953,-0.4237421154975891,0.14686858654022217,1.383963704109192,0.3102523386478424,1.3891385793685913,-1.1907211542129517,0.9518234729766846,-0.6464473605155945"
6158,"-1.3214967250823975,0.2563892602920532,-0.6211256384849548,-1.158360481262207,-0.17135262489318848,1.1991897821426392,1.5187323093414307,0.3070477247238159,1.1338931322097778,-1.1429164409637451"
6159,"0.4835547208786011,-0.642646074295044,-1.388617992401123,-0.6708042621612549,1.3012446165084839,-0.46293914318084717,1.1717334985733032,-1.0071959495544434,1.5929726362228394,-0.37730181217193604"
6160,"0.02782382071018219,-1.2787081003189087,0.23803573846817017,0.2981242537498474,0.3098045587539673,1.88997483253479,-0.4630565643310547,-1.8385180234909058,0.9661908149719238,-0.1496715545654297"
6161,"-0.838975191116333,-0.7570986747741699,0.969650387763977,-0.8889157772064209,1.290941596031189,1.5090028047561646,-0.09688284993171692,-0.9468318223953247,0.9076443910598755,-1.1485345363616943"
6162,"-0.39521241188049316,-1.0758705139160156,-0.13959461450576782,0.6497923731803894,2.213381290435791,0.7733852863311768,-0.40794873237609863,-1.1155142784118652,0.5267133116722107,-1.0291317701339722"
6163,"-0.4661244750022888,-1.1151268482208252,0.15941888093948364,1.0328320264816284,0.9117116928100586,1.9428843259811401,-0.7525138854980469,-1.3446398973464966,0.26226574182510376,-0.6307081580162048"
6164,"-0.7273316979408264,-0.11844068765640259,0.18931519985198975,0.8843543529510498,0.393463671207428,0.8734056949615479,1.221380352973938,-2.3769755363464355,0.3412855267524719,-0.6804569363594055"
6165,"-1.3760079145431519,-0.7237511873245239,0.38740336894989014,0.3567599654197693,1.0652672052383423,1.0374759435653687,-0.6862881183624268,-1.7051397562026978,0.395607054233551,1.2486733198165894"
6166,"-1.4193320274353027,0.13644838333129883,-0.5438475608825684,-0.1113559752702713,1.253952980041504,0.3371862471103668,1.6073344945907593,-1.7505238056182861,0.5648801326751709,-0.07474322617053986"
6167,"-0.8555896282196045,-0.1898636519908905,-1.1928989887237549,0.9255228042602539,-0.18520031869411469,1.847969651222229,0.6412109136581421,-1.354830265045166,0.9532244205474854,-0.5895450115203857"
6168,"0.15541163086891174,-0.3076360523700714,-0.1457124650478363,-0.2409430295228958,-0.9242063760757446,0.7652062177658081,1.212916612625122,-2.0412161350250244,1.6462105512619019,-0.12003077566623688"
6169,"0.14231348037719727,-1.6218703985214233,-0.1844216138124466,0.1607886254787445,-0.9489579796791077,1.2511295080184937,-0.018877476453781128,-0.8969556093215942,2.0013158321380615,0.11553576588630676"
6170,"-1.2420883178710938,-0.36369219422340393,-1.1170659065246582,0.5088678598403931,0.5919948816299438,1.372842788696289,-0.1624181717634201,-1.188033103942871,1.765655517578125,-0.1660630851984024"
6171,"0.5552026033401489,0.18134760856628418,0.22960278391838074,0.692451000213623,0.9326640367507935,-0.09118257462978363,0.38610050082206726,-2.452831268310547,0.7805783748626709,-1.213932991027832"
6172,"-0.8104022145271301,-1.248260259628296,-0.6107099056243896,0.551336407661438,0.9475153684616089,1.3909693956375122,0.4718970060348511,-1.265440583229065,1.3559516668319702,-0.7828570008277893"
6173,"0.3657780587673187,-0.5861061215400696,-0.34462958574295044,0.785740852355957,-0.07737435400485992,1.9882575273513794,0.30992987751960754,-2.1272761821746826,0.12253794074058533,-0.43685805797576904"
6174,"-1.306778073310852,-1.01809561252594,-0.24796463549137115,-0.4874999523162842,0.5427107810974121,0.9543445706367493,1.6821680068969727,-1.3617132902145386,1.0054819583892822,0.23734624683856964"
6175,"-0.6469957232475281,-0.06308525800704956,-0.8018349409103394,0.971804141998291,-0.3257105052471161,1.6854298114776611,-1.1889030933380127,-1.1735854148864746,1.500187635421753,0.042693138122558594"
6176,"-1.6315444707870483,-0.18050897121429443,0.386750191450119,0.1937437355518341,1.1294739246368408,-0.08886280655860901,0.3642090857028961,-1.991052269935608,0.7020851373672485,1.1157058477401733"
6177,"-0.071414053440094,-0.40557748079299927,0.9046801924705505,-0.049969032406806946,-0.563748836517334,1.1981325149536133,0.7853664755821228,-2.418388605117798,0.8572068810462952,-0.236287459731102"
6178,"-1.0447161197662354,-1.1076500415802002,0.028324604034423828,-0.12817856669425964,0.9269086122512817,1.792842984199524,-0.24172167479991913,-1.6026870012283325,0.5990318059921265,0.7778447866439819"
6179,"-0.06434857845306396,0.13944700360298157,-1.2408281564712524,0.7396406531333923,1.5698833465576172,-0.09240317344665527,1.2497708797454834,-1.7771799564361572,0.26663750410079956,-0.7906193733215332"
6180,"-0.9377828240394592,0.3280845880508423,-0.6448612213134766,0.7189043164253235,0.45661360025405884,0.8118264675140381,0.42890310287475586,-1.8686386346817017,1.6354542970657349,-0.9285038113594055"
6181,"-0.8525676727294922,-0.9840617179870605,-0.434627890586853,0.3175232708454132,2.0132389068603516,0.4010036885738373,0.5178942680358887,-1.7512277364730835,0.09713336825370789,0.6756916046142578"
6182,"-1.6238987445831299,-0.19623740017414093,-0.1982794553041458,1.0475159883499146,0.7272560596466064,0.6992968320846558,0.2831607162952423,-2.050121545791626,0.5398242473602295,0.7714831829071045"
6183,"-0.7315003871917725,-1.4659854173660278,0.29223254323005676,0.12136560678482056,1.4862338304519653,1.3044683933258057,0.1036914736032486,-1.671194314956665,-0.13450953364372253,0.6951980590820312"
6184,"-0.4637536108493805,-1.2999670505523682,0.09573739767074585,0.49074870347976685,-0.5112088322639465,1.620835781097412,0.8361460566520691,-1.82529878616333,0.9568894505500793,0.0998707115650177"
6185,"-0.1972755789756775,-1.6135755777359009,0.13210025429725647,0.12662729620933533,0.5197055339813232,2.089148998260498,0.18930602073669434,-1.5980302095413208,0.3133718967437744,0.03862127661705017"
6186,"-0.53713458776474,-0.09731943905353546,-1.4257405996322632,0.3015679121017456,1.5150452852249146,0.6965992450714111,0.19078385829925537,-1.7368260622024536,1.3039168119430542,-0.21089258790016174"
6187,"0.5437968373298645,-0.3715702295303345,-0.14112940430641174,0.9114222526550293,1.1607654094696045,1.1377167701721191,-0.003518626093864441,-2.0992350578308105,0.1447214037179947,-1.2829694747924805"
6188,"-0.9397328495979309,-0.4514402747154236,-0.36283397674560547,0.8811177611351013,0.18995457887649536,1.9885993003845215,-0.08976101875305176,-1.4662010669708252,1.0804595947265625,-0.830162525177002"
6189,"-1.7661733627319336,-0.27330484986305237,1.2464807033538818,1.115156888961792,-0.07715623080730438,1.517328143119812,-0.28388339281082153,-1.2580243349075317,-0.030249737203121185,-0.19017398357391357"
6190,"-0.8176470398902893,-0.6319988369941711,-0.28495290875434875,-0.4227399230003357,2.035611629486084,1.5047277212142944,0.14345557987689972,-1.440885305404663,0.2432815581560135,-0.3288523852825165"
6191,"-1.9557805061340332,0.011757224798202515,0.014306694269180298,-0.05702613294124603,1.7509832382202148,1.3406438827514648,0.007933169603347778,-1.1404962539672852,0.07209289073944092,-0.04441441595554352"
6192,"-0.29228952527046204,-0.8307281136512756,-0.8367977738380432,-0.11157701164484024,0.3837580680847168,1.0416616201400757,0.7424696683883667,-1.8737077713012695,1.7936195135116577,-0.016408637166023254"
6193,"-0.7296745777130127,-0.18646442890167236,-0.5587551593780518,-0.5773928761482239,0.21255484223365784,1.1195744276046753,-0.4562779664993286,-1.431702971458435,2.2604568004608154,0.3476819097995758"
6194,"-0.4688287377357483,-1.6233420372009277,0.45601868629455566,0.6814746260643005,-0.9534395337104797,1.2303974628448486,1.1909421682357788,-1.4731355905532837,0.4936292767524719,0.4662834405899048"
6195,"-1.1963547468185425,-0.4653310179710388,-0.4700486361980438,1.083077311515808,-0.06846215575933456,1.3354597091674805,1.4188542366027832,-1.2172211408615112,-1.1007682085037231,0.6807948350906372"
6196,"-0.8537704944610596,-1.078195333480835,-0.0085134357213974,0.2149316668510437,1.6793155670166016,1.0944795608520508,0.0945148766040802,-1.5908050537109375,1.0619590282440186,-0.6139166951179504"
6197,"-0.5684901475906372,-0.9325466156005859,-0.2959178686141968,-0.3958861231803894,0.812209963798523,0.7901085615158081,0.9726310968399048,-1.9421747922897339,1.5997436046600342,-0.03967767953872681"
6198,"-0.6653090715408325,0.36571991443634033,-0.05502748489379883,1.4772555828094482,-0.11525452136993408,1.1102674007415771,0.24315938353538513,-2.0959389209747314,0.735039234161377,-0.999911367893219"
6199,"-0.653628945350647,-0.6993750929832458,-0.4264901876449585,0.16964282095432281,1.2899667024612427,1.015426754951477,0.1428072303533554,-1.7759325504302979,1.6010305881500244,-0.663447380065918"
6200,"-0.6173852682113647,-0.3252090513706207,-0.8113000392913818,-0.9438413381576538,2.112677812576294,-0.21238583326339722,1.550205111503601,-0.9988956451416016,0.23308321833610535,0.01305091381072998"
6201,"-0.10466118156909943,0.014293760061264038,0.5459115505218506,0.64194256067276,0.09277640283107758,0.43936192989349365,0.9570769667625427,-1.3482552766799927,1.0505554676055908,-2.2890021800994873"
6202,"0.5621629357337952,0.3135656714439392,-0.3704204559326172,-0.5769489407539368,-1.156130075454712,0.014834865927696228,-0.16637003421783447,-1.3252748250961304,2.4333221912384033,0.2712594270706177"
6203,"-1.4150874614715576,0.7349663972854614,0.09139043092727661,0.5786964893341064,0.7777626514434814,0.3777383863925934,0.5544954538345337,-0.18289586901664734,0.8026772737503052,-2.3197436332702637"
6204,"-1.452719807624817,1.3672515153884888,0.9358892440795898,0.5390114784240723,0.33497539162635803,1.0194333791732788,-0.5473060011863708,-1.3014849424362183,0.36125215888023376,-1.2563021183013916"
6205,"0.367642343044281,0.07845154404640198,-0.8525150418281555,-0.08292962610721588,2.545780897140503,-0.5960373878479004,-0.11274023354053497,-0.7101049423217773,0.5667937994003296,-1.2043416500091553"
6206,"-0.6552891731262207,-1.8192672729492188,-0.651161789894104,-1.0107066631317139,1.352760910987854,0.7267839908599854,1.086458444595337,-0.19661808013916016,1.111250638961792,0.055788688361644745"
6207,"-1.4143621921539307,-0.522437572479248,-0.16252905130386353,0.007182776927947998,0.6722720861434937,1.3983666896820068,0.1018490195274353,-0.8215832114219666,1.8424596786499023,-1.101218342781067"
6208,"-2.00553822517395,0.029284607619047165,-0.6046088337898254,-0.8036863803863525,1.6216970682144165,0.8758662939071655,0.43800488114356995,0.18015065789222717,0.9430830478668213,-0.6742530465126038"
6209,"-1.4102030992507935,-0.28459107875823975,0.06013400852680206,0.5056150555610657,-0.1871190071105957,0.025196954607963562,0.6678091883659363,0.26664066314697266,2.0563809871673584,-1.6998637914657593"
6210,"-0.26878777146339417,-0.43476054072380066,-1.3002710342407227,0.023628585040569305,0.5707748532295227,1.5092562437057495,1.4235398769378662,-0.07057641446590424,0.3591691851615906,-1.8119728565216064"
6211,"-0.5144299268722534,-0.14843687415122986,0.12744742631912231,-0.7552212476730347,1.872329831123352,1.478280782699585,0.027684763073921204,-0.8229734897613525,0.3570898473262787,-1.6217714548110962"
6212,"-0.5993566513061523,-0.3404809832572937,-0.4284498989582062,-0.44754597544670105,1.2337864637374878,1.18257737159729,-0.9736834764480591,-0.9620043039321899,1.9819879531860352,-0.6468304395675659"
6213,"-0.8095340728759766,0.37928810715675354,-0.5800894498825073,0.191288560628891,0.6749334335327148,-0.15855684876441956,2.021669864654541,-1.8502119779586792,0.7089762687683105,-0.5777641534805298"
6214,"-2.076690435409546,-1.0503860712051392,-0.809373140335083,-0.2643125355243683,1.2490818500518799,0.2883445620536804,1.0128898620605469,0.43590110540390015,0.9693159461021423,0.24522896111011505"
6215,"-0.7254346609115601,-1.117749810218811,1.2338359355926514,0.33887457847595215,1.8929495811462402,-0.08857659995555878,-0.692905068397522,-0.6467501521110535,0.9223745465278625,-1.1166187524795532"
6216,"-1.7720448970794678,1.6000175476074219,-0.874274492263794,0.41845816373825073,-0.8292967081069946,0.9038535356521606,0.03978052735328674,-0.4500778615474701,1.2522186040878296,-0.2886344790458679"
6217,"0.2812277674674988,0.1823006272315979,-1.1494239568710327,0.38750994205474854,-1.1659250259399414,0.7746031880378723,0.20766377449035645,-1.1810100078582764,2.1798713207244873,-0.5168174505233765"
6218,"-0.996856689453125,-0.4814073443412781,-1.5758094787597656,0.5047134757041931,0.2062588483095169,1.1422137022018433,1.4645617008209229,0.005990952253341675,0.9849796891212463,-1.254644751548767"
6219,"-0.19647079706192017,0.06338173151016235,-0.27899354696273804,0.4879753589630127,2.0628697872161865,-0.19839371740818024,1.2374229431152344,-0.7687486410140991,-0.8028941750526428,-1.6061487197875977"
6220,"-0.7538294792175293,0.4458390772342682,-1.8106849193572998,0.9237558841705322,0.9116964340209961,0.41609784960746765,-0.33454906940460205,-0.28125065565109253,1.6178752183914185,-1.134950041770935"
6221,"-0.6657512784004211,-0.5539161562919617,-1.3933910131454468,0.46421587467193604,1.469598412513733,0.03285819664597511,1.4702794551849365,0.03334662690758705,0.6672297716140747,-1.524469256401062"
6222,"-0.803979754447937,1.5719943046569824,-1.8836627006530762,0.056661009788513184,1.1916890144348145,-0.19279137253761292,0.014674961566925049,-1.0999102592468262,0.5103437900543213,0.634981095790863"
6223,"-1.3502178192138672,-0.5594332814216614,-1.2343627214431763,-0.27805086970329285,1.3769598007202148,-0.010217562317848206,1.1419997215270996,-0.657333254814148,1.6211040019989014,-0.05044800043106079"
6224,"-0.3656688928604126,-1.1972672939300537,-0.15079626441001892,0.31094467639923096,1.4518901109695435,-0.22443270683288574,1.8732985258102417,-0.3036787211894989,0.19208699464797974,-1.5863770246505737"
6225,"-1.7427805662155151,0.5012980699539185,0.12591999769210815,0.10771650820970535,0.6922749876976013,0.38379213213920593,2.0216917991638184,-0.7900420427322388,-0.14940175414085388,-1.150469183921814"
6226,"-1.2128452062606812,0.1517985463142395,-1.1753405332565308,-1.1357803344726562,0.4341748356819153,1.499184489250183,1.5719808340072632,-0.797312319278717,0.520453929901123,0.14368587732315063"
6227,"-1.3706756830215454,0.33634331822395325,0.8513919115066528,0.6421868205070496,-1.0390063524246216,1.4012458324432373,-0.24598592519760132,0.8246281147003174,0.3263457417488098,-1.7264739274978638"
