,words
3070,"-1.2662429809570312,-1.1211925745010376,0.7261380553245544,0.5916098952293396,1.5289620161056519,1.0357898473739624,0.4127945303916931,-1.537631869316101,0.167283833026886,-0.537510871887207"
3071,"-0.7361742854118347,0.25570714473724365,-0.4883792996406555,0.8338648676872253,1.1436437368392944,0.6494834423065186,1.3359286785125732,-2.077755928039551,-0.13617728650569916,-0.7801411151885986"
3072,"-1.4712028503417969,-0.5166147947311401,-0.09602922201156616,1.0084586143493652,0.6496248245239258,1.4865131378173828,0.09956082701683044,-1.8617730140686035,0.6576958298683167,0.043767184019088745"
3073,"-1.4678847789764404,-0.9050626158714294,-0.5708495378494263,-0.38361430168151855,0.682198703289032,1.3749339580535889,0.835308849811554,-0.9983184337615967,1.575613260269165,-0.14232507348060608"
3074,"-1.2118762731552124,-1.7018715143203735,-0.1400873064994812,1.0427123308181763,1.0638587474822998,1.4334454536437988,0.5005648136138916,-1.0282108783721924,0.14882025122642517,-0.10735554248094559"
3075,"-0.9556392431259155,0.16309058666229248,1.4539287090301514,1.4097598791122437,0.4298939108848572,0.963658332824707,-0.49485647678375244,-1.624387264251709,-0.8410045504570007,-0.5044438242912292"
3076,"-0.5105007290840149,-1.0723984241485596,0.004025392234325409,0.7728789448738098,0.5647594928741455,1.6198005676269531,0.2727515697479248,-2.1966638565063477,0.25329577922821045,0.2920517921447754"
3077,"-1.05098557472229,-0.9085849523544312,-0.33791330456733704,-0.20598120987415314,0.6059080362319946,1.7362172603607178,0.4314650893211365,-1.7056617736816406,0.26733070611953735,1.1682054996490479"
3078,"-0.5301536321640015,-0.857408344745636,0.5799110531806946,0.05770164728164673,-0.33246883749961853,1.3900940418243408,-0.3879508972167969,-2.0451409816741943,1.1311028003692627,0.9943135380744934"
3079,"-0.7357710599899292,0.03263884782791138,-1.319865107536316,-0.0022020936012268066,0.3909730613231659,1.0760259628295898,0.22321584820747375,-1.4221609830856323,2.059379816055298,-0.30223381519317627"
3080,"-1.383554458618164,0.49134665727615356,-0.2756296396255493,0.104864701628685,1.79982590675354,0.6991295218467712,0.1729087382555008,-1.7984910011291504,0.7058239579200745,-0.5162245035171509"
3081,"1.4857611656188965,-0.2518652677536011,-0.5014157891273499,-0.13169336318969727,0.515762448310852,1.215261697769165,-0.38912853598594666,-2.258937358856201,0.6125898361206055,-0.2963343858718872"
3082,"-2.0019116401672363,-0.3830890655517578,0.02300979197025299,0.10133522748947144,1.2851511240005493,0.9381152391433716,0.9480977058410645,-1.3229769468307495,0.7394464015960693,-0.3271779417991638"
3083,"-1.4643115997314453,-0.7644549608230591,0.06763428449630737,0.38222023844718933,-0.00039361417293548584,0.6765414476394653,0.12923195958137512,-1.6784586906433105,1.7212848663330078,0.9307065010070801"
3084,"-0.843629002571106,-1.0818876028060913,0.4282410740852356,1.3914917707443237,0.21710990369319916,1.4244165420532227,0.8027452230453491,-1.4562233686447144,0.17845973372459412,-1.0607242584228516"
3085,"-0.40567347407341003,-0.36767110228538513,-0.2557917535305023,1.2368156909942627,1.0317515134811401,0.8369258642196655,0.8829637169837952,-2.3124213218688965,-0.3673213720321655,-0.2795778214931488"
3086,"-1.519808053970337,0.7773755192756653,-0.5572358965873718,0.4132192134857178,1.3383069038391113,0.3360491991043091,0.8661252856254578,-1.973832607269287,0.19984407722949982,0.11995621025562286"
3087,"0.3088251054286957,-1.0687005519866943,0.142602801322937,-0.4607638418674469,2.1661691665649414,0.7507107257843018,0.7047590613365173,-1.4699753522872925,-0.39529454708099365,-0.6783324480056763"
3088,"-1.1620475053787231,-0.21476653218269348,0.1972436159849167,1.0954099893569946,-0.3326531648635864,1.078998327255249,0.8627115488052368,-2.2309844493865967,0.5967807769775391,0.1093079000711441"
3089,"-0.5169641971588135,-1.4150149822235107,-0.3416229486465454,-0.3936383128166199,0.05686381459236145,1.0027704238891602,0.9707260727882385,-1.5189898014068604,1.7399184703826904,0.41595202684402466"
3090,"-1.2823143005371094,-0.2976030707359314,-0.406704843044281,-0.09434841573238373,1.7104202508926392,1.003623604774475,0.7446527481079102,-1.674027681350708,-0.4679359197616577,0.7642374038696289"
3091,"-0.10249528288841248,-0.3824954032897949,0.26784807443618774,0.18205425143241882,0.9710830450057983,1.1515463590621948,0.4951182007789612,-2.682374954223633,-0.05939126014709473,0.15910682082176208"
3092,"-0.8166953325271606,-1.3683674335479736,-0.3275443911552429,0.43357691168785095,0.8916170597076416,1.1707788705825806,0.4048457443714142,-1.9085410833358765,0.8968902826309204,0.6234397888183594"
3093,"-1.125413179397583,-0.7321969270706177,-0.1814645528793335,1.0380122661590576,1.9608604907989502,0.3095139265060425,0.2086174339056015,-1.750335454940796,0.10639576613903046,0.16600976884365082"
3094,"-1.3057527542114258,0.0014614462852478027,-0.45330584049224854,0.7531542181968689,1.6981492042541504,1.0111076831817627,0.07834169268608093,-1.7697255611419678,0.4821484684944153,-0.49557849764823914"
3095,"-1.4739786386489868,-0.11515568196773529,-0.7789242267608643,0.30512410402297974,1.3015892505645752,1.422794222831726,0.6211509108543396,-1.5640815496444702,0.6525549292564392,-0.3710730969905853"
3096,"-0.7682149410247803,0.14743250608444214,-0.07747906446456909,0.7663424015045166,0.1930694431066513,1.9553582668304443,0.5156518816947937,-1.7361704111099243,0.262864351272583,-1.2588542699813843"
3097,"-0.07499087601900101,-1.2041172981262207,1.4857397079467773,1.0346908569335938,-0.3885514438152313,0.8009195327758789,1.269006609916687,-1.0633914470672607,-0.975675642490387,-0.8836304545402527"
3098,"0.02238026261329651,-0.011775851249694824,-0.9704409837722778,-0.6403960585594177,0.7541072368621826,1.1391383409500122,0.16027086973190308,-2.131556987762451,1.4730093479156494,0.20526304841041565"
3099,"0.12559626996517181,-1.2136945724487305,-0.17831261456012726,-0.2687341570854187,1.261802315711975,1.2456893920898438,0.42521119117736816,-2.150094747543335,0.6731742024421692,0.07936279475688934"
3100,"-1.9926841259002686,-0.2514747977256775,0.13952329754829407,0.3510221540927887,1.4053767919540405,0.06954145431518555,-0.7000369429588318,-0.40435755252838135,1.748254656791687,-0.3651648163795471"
3101,"-1.206358790397644,0.5091196298599243,-0.7985843420028687,-0.1689111739397049,-0.4631202816963196,0.7069311141967773,0.7058311700820923,-0.2099381387233734,2.1851258277893066,-1.2600945234298706"
3102,"-1.1374502182006836,-0.09593532979488373,0.01184701919555664,-1.0908112525939941,1.16072416305542,-0.06386721134185791,0.84521484375,-1.5963661670684814,1.6757560968399048,0.290887713432312"
3103,"-1.4503809213638306,-0.01574695110321045,-1.4846073389053345,-0.3795459270477295,0.2705976068973541,0.8829952478408813,1.0982942581176758,-0.31829726696014404,1.7965515851974487,-0.39986056089401245"
3104,"-0.6148899793624878,0.868498682975769,0.38643091917037964,-2.2114830017089844,0.442180871963501,-0.18036533892154694,1.019153356552124,1.1121879816055298,0.2913677990436554,-1.113081693649292"
3105,"-0.7716780304908752,-1.2302887439727783,-0.5136319994926453,-0.9517374038696289,1.0958935022354126,0.1129322201013565,0.7607311606407166,-0.843154788017273,2.0300817489624023,0.310852587223053"
3106,"-1.1689263582229614,-0.17967873811721802,-1.3419195413589478,-0.1958216428756714,1.5725741386413574,-0.6494239568710327,0.5012964606285095,0.03176127374172211,1.8535908460617065,-0.42345303297042847"
3107,"-2.001375198364258,-0.28066498041152954,-1.3376132249832153,0.30106037855148315,0.5007628202438354,1.3782908916473389,0.5569620132446289,-0.5676922798156738,1.0423178672790527,0.4079517424106598"
3108,"-1.7274553775787354,-0.4236903786659241,-0.20669963955879211,0.658277153968811,0.10505220293998718,0.32987305521965027,0.9749965667724609,-0.7057266235351562,1.963351845741272,-0.9679789543151855"
3109,"-1.4034712314605713,0.5818467736244202,-1.3369882106781006,-0.06962145864963531,0.605831503868103,1.1493104696273804,-0.07406176626682281,-1.0069769620895386,1.773097276687622,-0.21896648406982422"
3110,"-0.4712238907814026,-1.109768033027649,0.9402838945388794,-1.6079130172729492,-0.24366897344589233,0.8176857233047485,1.4033950567245483,-0.34946590662002563,1.3263299465179443,-0.7056548595428467"
3111,"-0.907741129398346,-0.5594170093536377,0.16632091999053955,-0.5329809188842773,1.1574499607086182,0.5240725874900818,0.18310651183128357,0.6923625469207764,1.3937640190124512,-2.1169376373291016"
3112,"-1.9236626625061035,-0.2620140612125397,-0.6605247259140015,-0.3653244078159332,0.6177657246589661,1.6187471151351929,0.6006237268447876,-0.6732252240180969,1.3288719654083252,-0.2812573313713074"
3113,"-1.1370742321014404,-0.21867960691452026,0.3121313452720642,-0.5218560099601746,0.681121826171875,0.09330588579177856,0.10248389840126038,-0.3219677209854126,2.401583433151245,-1.391048550605774"
3114,"-1.3654584884643555,-0.018207933753728867,-0.5715739727020264,-1.0324959754943848,-0.31450048089027405,0.7019413709640503,0.9396804571151733,1.6184507608413696,1.1716057062149048,-1.1294413805007935"
3115,"-0.9822215437889099,-0.29718682169914246,-0.48057228326797485,-0.25462424755096436,1.4672373533248901,0.11102327704429626,0.9394868612289429,-2.029322624206543,1.1634312868118286,0.3627486824989319"
3116,"-2.0255343914031982,-0.016489088535308838,-0.16699634492397308,-0.5629022121429443,0.7905633449554443,-0.13753744959831238,1.1872265338897705,-0.7264983057975769,1.7224220037460327,-0.06425434350967407"
3117,"-1.6654596328735352,0.24161027371883392,-1.0645300149917603,0.30790048837661743,1.2609257698059082,0.6463690400123596,1.2168081998825073,-0.4629921317100525,0.789619505405426,-1.270251750946045"
3118,"0.33847343921661377,-0.12415967881679535,-0.6581152677536011,-0.45723313093185425,0.7225089073181152,0.3297629952430725,0.113625168800354,-0.33368784189224243,2.09237003326416,-2.0235443115234375"
3119,"-0.2321455329656601,-0.07294897735118866,-0.17174959182739258,-0.15066088736057281,0.10310070216655731,2.1542928218841553,-0.08847138285636902,-1.5806396007537842,1.1879079341888428,-1.1486858129501343"
3120,"-1.050257921218872,1.112355351448059,0.09666793048381805,-0.34058600664138794,-0.9655581712722778,1.660310983657837,0.7615253925323486,-1.4919594526290894,0.8213849067687988,-0.6038827896118164"
3121,"-1.7578788995742798,0.7050110101699829,-0.37235385179519653,0.1604612171649933,1.688214898109436,0.6891573667526245,0.7530779838562012,-1.3788630962371826,0.16672706604003906,-0.6535539031028748"
3122,"-0.36812296509742737,-0.09031625092029572,-0.33951255679130554,-2.229837656021118,0.966926097869873,1.1718446016311646,0.2651706337928772,-0.17837871611118317,1.4102306365966797,-0.6080037951469421"
3123,"1.1044580936431885,0.27558690309524536,-1.490196943283081,-0.2362506240606308,1.56266450881958,-0.08909913897514343,-0.3020048141479492,-0.8746596574783325,1.273810863494873,-1.224308729171753"
3124,"-0.24922239780426025,-1.126795768737793,0.20311278104782104,1.1457359790802002,0.8260958194732666,2.0037410259246826,-0.7374857664108276,-0.35121744871139526,-0.3667507767677307,-1.3472130298614502"
3125,"-1.7751548290252686,-1.1835309267044067,-0.9230039715766907,0.270144522190094,1.7573893070220947,0.4996911287307739,0.8815038800239563,-0.3001903295516968,0.2892870306968689,0.48386383056640625"
3126,"0.6922889351844788,0.5857602953910828,-1.3128304481506348,-0.7543972134590149,1.3032541275024414,-0.025032952427864075,-0.14334729313850403,-0.7022574543952942,1.6962575912475586,-1.3396954536437988"
3127,"-0.8393923044204712,-0.046220630407333374,0.9852758049964905,-1.2545593976974487,0.8505088686943054,1.6436195373535156,0.5625408291816711,-1.411628246307373,0.42363977432250977,-0.913784384727478"
3128,"0.9224178791046143,-0.29460248351097107,-1.1682920455932617,-0.45004814863204956,1.0445281267166138,0.9186514616012573,-1.1279181241989136,-1.1139835119247437,1.6932179927825928,-0.4239708483219147"
3129,"-1.8164997100830078,-1.1259925365447998,0.4048072099685669,-0.5117630362510681,1.4245522022247314,1.0221803188323975,0.8202238082885742,-0.9802881479263306,0.4435836672782898,0.31919628381729126"
3130,"-0.1205487996339798,0.5076646208763123,-0.9226477742195129,-0.34490153193473816,1.062230110168457,-0.21570143103599548,0.4294528365135193,-1.3694212436676025,2.0757393836975098,-1.1018660068511963"
3131,"-1.5929181575775146,0.8308817744255066,-0.28566235303878784,0.10908520221710205,0.8871675133705139,0.4071890115737915,0.6034820675849915,-1.5918352603912354,1.4625108242034912,-0.8299003839492798"
3132,"0.8814101219177246,-0.27918076515197754,-1.292359471321106,0.03692235052585602,1.8822768926620483,-1.245276689529419,0.8436678647994995,-0.10440816730260849,0.4738621413707733,-1.196914792060852"
3133,"-0.06465622782707214,-0.08588853478431702,-1.3190748691558838,-0.44463032484054565,0.5513635277748108,1.9355173110961914,0.5273705124855042,-0.4117943048477173,0.9435092210769653,-1.6317161321640015"
3134,"-2.0694682598114014,-0.7237026691436768,0.12144072353839874,-0.6040487885475159,1.2076038122177124,0.18845926225185394,1.2665565013885498,0.18761999905109406,1.1044272184371948,-0.678887665271759"
3135,"-1.6624659299850464,-0.9935230612754822,-1.3547255992889404,0.22800719738006592,1.1952221393585205,1.323767900466919,0.050067778676748276,1.04189932346344,-0.11164211481809616,0.2833922803401947"
3136,"0.07222363352775574,1.1608855724334717,-0.28535085916519165,-0.0030115321278572083,1.3503410816192627,0.07980065047740936,-1.2490534782409668,-1.4102873802185059,1.396484613418579,-1.1120319366455078"
3137,"-1.2820050716400146,0.03885364532470703,-0.6030016541481018,-0.4413678050041199,0.8834901452064514,0.8130581974983215,1.5172247886657715,-1.156540870666504,1.2746152877807617,-1.0443267822265625"
3138,"-1.162766933441162,-0.12269751727581024,-1.270392894744873,0.07492990791797638,1.844075083732605,1.280568242073059,0.34976041316986084,-0.015393324196338654,0.3392006754875183,-1.3172837495803833"
3139,"-1.0644761323928833,0.17451779544353485,-1.110877513885498,-1.0829267501831055,1.843767762184143,1.049034833908081,0.966473400592804,-0.38583528995513916,0.42594844102859497,-0.8156265020370483"
3140,"-0.36989009380340576,0.09648454189300537,-0.3160461187362671,0.4934427738189697,2.3714494705200195,-0.6460438966751099,0.6506744027137756,-1.3278111219406128,0.16784650087356567,-1.1201066970825195"
3141,"-1.1593118906021118,-1.5083006620407104,0.31443050503730774,-0.24347776174545288,1.244947910308838,-1.0176191329956055,1.5175983905792236,0.41838666796684265,0.946494460105896,-0.5131486654281616"
3142,"0.22245821356773376,-0.980728030204773,-0.46315380930900574,-0.1904531866312027,0.34349554777145386,2.1349573135375977,-0.3260098099708557,-1.8321622610092163,0.5837687253952026,0.5078269839286804"
3143,"-1.2378791570663452,-0.6319143772125244,-0.04836471751332283,1.7431633472442627,1.1435309648513794,0.8399110436439514,0.1880457103252411,0.369738906621933,-1.3289813995361328,-1.0372501611709595"
3144,"-0.9160274267196655,-0.12652890384197235,-1.5869396924972534,-0.4088330864906311,2.1403188705444336,0.07370555400848389,0.2914765775203705,0.20450082421302795,1.0840033292770386,-0.7556757926940918"
3145,"-0.6886846423149109,0.5364278554916382,-0.4437066614627838,-0.13513141870498657,-0.2757020592689514,-1.0243022441864014,1.1505082845687866,-0.6968060731887817,2.3450143337249756,-0.7676172256469727"
3146,"0.43508368730545044,-1.7211976051330566,-0.8072265386581421,-0.11634020507335663,1.445014238357544,1.2151120901107788,-0.7702412605285645,0.07373961806297302,1.120366096496582,-0.8743100762367249"
3147,"-0.9205090999603271,0.055136144161224365,0.16875043511390686,-0.1910378485918045,1.0595574378967285,1.295413851737976,0.9279619455337524,-2.2805352210998535,0.27066949009895325,-0.3854067325592041"
3148,"-0.9708300828933716,-0.42522865533828735,0.6257411241531372,0.3717486560344696,-0.47786587476730347,0.7062193155288696,0.6114100217819214,-0.5048888921737671,1.9012008905410767,-1.8375071287155151"
3149,"-0.3505568504333496,-1.4515475034713745,-1.6102873086929321,-0.7091732025146484,0.25072354078292847,0.05469358712434769,0.592326819896698,0.8055613040924072,1.7941375970840454,0.6241220831871033"
3150,"-0.6608917117118835,0.024206310510635376,-0.5201651453971863,0.6480856537818909,0.9595742225646973,-0.0948624387383461,1.6519806385040283,-0.04766874015331268,0.30234968662261963,-2.262608528137207"
3151,"-1.158651351928711,-0.3610387444496155,-0.6364415884017944,-0.8768758773803711,1.8118327856063843,1.074766755104065,-0.18722954392433167,0.2049601674079895,1.2538594007492065,-1.1251822710037231"
3152,"-1.7117072343826294,0.5797173976898193,-0.8936219811439514,-0.4751547873020172,1.3349285125732422,1.1805167198181152,1.1367542743682861,-0.40410444140434265,0.25844264030456543,-1.0057711601257324"
3153,"-0.07630521804094315,-1.2492649555206299,-0.31799814105033875,-0.18742239475250244,1.72101891040802,0.28800851106643677,0.8440308570861816,-0.6750505566596985,1.2449442148208618,-1.59196138381958"
3154,"-0.5836787819862366,1.0005422830581665,-1.6770094633102417,-1.3664944171905518,1.5470207929611206,-0.5457770228385925,0.9268478751182556,-0.08159102499485016,0.6322853565216064,0.14785493910312653"
3155,"-1.5418882369995117,-0.7314630150794983,0.05549341440200806,-0.4935174882411957,0.6260396242141724,0.2660323977470398,1.5814390182495117,-0.5312389135360718,1.668913722038269,-0.8998105525970459"
3156,"-1.2142341136932373,0.32965344190597534,-0.5581031441688538,-0.589302659034729,1.365692138671875,1.3147493600845337,0.29868271946907043,-0.28233492374420166,1.0413702726364136,-1.706173062324524"
3157,"-1.9013408422470093,0.021789424121379852,0.45010173320770264,1.4798011779785156,-0.5725203156471252,0.39734476804733276,1.0476773977279663,-0.789207398891449,0.8757440447807312,-1.0093895196914673"
3158,"-0.5282163023948669,-0.8501766920089722,-1.7792019844055176,1.2405633926391602,-0.619536817073822,1.0609848499298096,1.6456035375595093,0.08274005353450775,0.009911507368087769,-0.26267170906066895"
3159,"-1.1849868297576904,1.2199673652648926,-0.9679731130599976,1.1002466678619385,0.6679511666297913,-0.40086281299591064,0.6033945679664612,-0.5671864748001099,1.098241925239563,-1.5687925815582275"
3160,"-0.0074015334248542786,-0.7093068361282349,-0.7396165132522583,-0.664524257183075,0.26246947050094604,1.0620017051696777,1.2067407369613647,-0.4806562662124634,1.711688756942749,-1.641395092010498"
3161,"-1.030746579170227,-0.7549788951873779,-0.8192275762557983,0.5918672680854797,0.29053670167922974,-0.27076423168182373,0.5937995910644531,-1.0617204904556274,2.3881165981292725,0.07311800122261047"
3162,"-0.5212639570236206,0.5291165113449097,-1.6289712190628052,-0.31337520480155945,1.7894123792648315,0.28401878476142883,0.9537336826324463,-1.0923455953598022,0.8094581961631775,-0.8097837567329407"
3163,"-2.070648670196533,0.041851580142974854,-0.3949891924858093,1.8076585531234741,0.7909471988677979,0.5248467922210693,-0.6350932121276855,0.2806552052497864,0.477056086063385,-0.8222842216491699"
3164,"-1.1747236251831055,0.6696073412895203,-1.704836368560791,-0.8106398582458496,0.8369779586791992,-0.01338641345500946,1.8091017007827759,-0.2467767298221588,0.7486724257469177,-0.11399661004543304"
3165,"1.7148687839508057,-1.1783664226531982,-1.0340585708618164,0.24834054708480835,0.4893821179866791,1.3687398433685303,0.14300304651260376,0.1635114848613739,-0.43567121028900146,-1.4797496795654297"
3166,"-0.8080794811248779,-1.2080711126327515,-0.7671703696250916,1.2410318851470947,1.2426940202713013,-0.8858547210693359,0.5997466444969177,1.585927128791809,-0.3348175883293152,-0.6654069423675537"
3167,"-1.0973784923553467,-0.9014294743537903,0.19180738925933838,0.8576943278312683,2.0018386840820312,-0.9150773286819458,0.9745725393295288,-1.0652387142181396,0.3509751558303833,-0.3977639675140381"
3168,"-1.691691279411316,-0.80118727684021,-0.4551495909690857,-0.7288177609443665,0.9411133527755737,1.576866865158081,1.1647065877914429,-0.6057178974151611,-0.19112472236156464,0.7910017967224121"
3169,"-0.2661714553833008,-0.49335867166519165,-1.684266209602356,-0.5518463850021362,0.9095035195350647,0.22348032891750336,1.8987183570861816,-1.1307616233825684,0.8509089350700378,0.24379311501979828"
3170,"-0.5907820463180542,-0.22051754593849182,-0.185061514377594,0.3628179430961609,0.8389370441436768,1.6433273553848267,-0.0931406021118164,-2.4068398475646973,0.4214893579483032,0.229769766330719"
3171,"-1.2222275733947754,0.1853751540184021,-0.4846608638763428,1.9861388206481934,-0.29540857672691345,1.3357305526733398,-0.10970138013362885,-1.1110057830810547,0.610812783241272,-0.8950533270835876"
3172,"-0.6711331605911255,0.115223228931427,0.13081786036491394,-0.5156324505805969,1.4756163358688354,-0.13405735790729523,1.6283015012741089,-1.7226303815841675,0.6810100078582764,-0.9875156879425049"
3173,"-0.21378983557224274,-0.9553275108337402,-0.5512861013412476,-0.32108020782470703,2.104978322982788,-0.5711243748664856,0.28241056203842163,0.23995497822761536,1.3601112365722656,-1.3748470544815063"
3174,"0.09405146539211273,-0.5801241993904114,-1.4684566259384155,-0.578065037727356,1.4715665578842163,0.5787785053253174,-0.07260395586490631,-0.21016404032707214,1.8524500131607056,-1.0874327421188354"
3175,"-1.8504921197891235,-0.1137145608663559,0.40789663791656494,-0.7573943734169006,-0.3647645115852356,0.5373497009277344,1.3871221542358398,1.2059468030929565,0.7538872361183167,-1.2058370113372803"
3176,"0.8610873818397522,-1.1425457000732422,-0.4940549433231354,0.1925424039363861,2.0207693576812744,-0.18664470314979553,-0.3738711476325989,-1.1790863275527954,1.1453779935836792,-0.8435746431350708"
3177,"1.2990556955337524,-0.49388647079467773,-1.4943368434906006,-0.4723909795284271,-0.060249313712120056,1.930279016494751,-0.1673387587070465,-0.40814247727394104,0.8497908115386963,-0.9827808737754822"
3178,"-1.2288148403167725,-0.33745867013931274,-0.7685719728469849,0.5326464176177979,-0.10787584632635117,0.05566730350255966,1.7630637884140015,-1.1035672426223755,1.703515887260437,-0.5086051225662231"
3179,"-1.4263447523117065,-1.0001236200332642,-1.2800047397613525,0.5619441270828247,-0.15713323652744293,1.8693968057632446,0.6246365308761597,0.1661335527896881,0.9795722961425781,-0.3380771279335022"
3180,"-2.270998477935791,-1.138675570487976,0.16924339532852173,-0.18720227479934692,1.250941276550293,0.7373035550117493,0.9741761684417725,-0.002261817455291748,0.6308803558349609,-0.16340704262256622"
3181,"-2.131634473800659,-1.0721895694732666,-0.06155088171362877,-0.5317312479019165,1.2006232738494873,1.0520906448364258,0.8135999441146851,0.8320558071136475,-0.28743526339530945,0.1861714869737625"
3182,"-1.5439319610595703,0.2620117664337158,-1.1871572732925415,-1.0212184190750122,1.3343994617462158,0.33524805307388306,0.41859614849090576,-0.24998174607753754,1.7204350233078003,-0.06840083003044128"
3183,"1.1696257591247559,-1.7202904224395752,-0.0681481659412384,-0.015573769807815552,0.8975726962089539,0.2232644259929657,-0.8377963900566101,-0.34658682346343994,1.7176458835601807,-1.0197134017944336"
3184,"-0.862821638584137,-0.4621496796607971,-0.6456174850463867,0.35306888818740845,0.15924173593521118,1.4614064693450928,0.833788275718689,-1.8388136625289917,1.4392898082733154,-0.43739238381385803"
3185,"-0.8391525745391846,-0.0280754417181015,1.3842533826828003,-1.582072138786316,0.9083876609802246,-0.3969619572162628,0.8744935989379883,-0.9015977382659912,1.3264275789260864,-0.7457024455070496"
3186,"1.0218610763549805,-1.064202070236206,-0.48002761602401733,1.3143856525421143,-1.009690761566162,0.4636676013469696,0.9518510103225708,-1.3187756538391113,1.054999589920044,-0.9340684413909912"
3187,"0.34137198328971863,0.041969913989305496,-0.8613483905792236,0.003447317983955145,-0.06362979859113693,1.1237181425094604,2.072894334793091,-0.8570120930671692,-0.1200241819024086,-1.6813874244689941"
3188,"-0.9165470004081726,0.07952757179737091,-0.9624004364013672,-0.5228099822998047,2.477581024169922,0.6863275766372681,0.1329270899295807,0.023675113916397095,0.14429700374603271,-1.142577886581421"
3189,"-1.93488347530365,1.132975697517395,-0.11029345542192459,0.2559255063533783,1.2263389825820923,-1.3526535034179688,0.5471429228782654,0.9881253242492676,-0.34268325567245483,-0.4099947214126587"
3190,"-1.66807222366333,-0.15069608390331268,-1.127322793006897,0.014103591442108154,1.6305464506149292,0.5807657241821289,0.5273319482803345,-0.646625280380249,1.3891960382461548,-0.5492279529571533"
3191,"-0.9888902306556702,0.688786506652832,0.4439651370048523,-0.26833176612854004,1.888407588005066,-0.7257370948791504,0.7897078990936279,-0.7301610112190247,0.5525821447372437,-1.6503291130065918"
3192,"-1.1964902877807617,-1.1149847507476807,1.025268793106079,1.0249578952789307,-0.2104434072971344,0.6776177287101746,-1.1431291103363037,-1.0548489093780518,1.3937358856201172,0.5983158946037292"
3193,"2.1214587688446045,-0.8877675533294678,0.09160226583480835,0.7483271360397339,0.2957315146923065,0.8549720048904419,-0.9367275238037109,-0.9674378633499146,-0.09461098909378052,-1.2255479097366333"
3194,"-0.3430543839931488,-0.3549793064594269,-1.3213670253753662,-0.7138674259185791,0.04905305057764053,1.1473220586776733,1.5840404033660889,-0.7627454996109009,1.54835045337677,-0.8327527046203613"
3195,"-1.609978437423706,-0.9993494153022766,-0.02027180790901184,0.7240192890167236,0.03278431296348572,0.8734840154647827,1.9566906690597534,-0.799746036529541,0.4867791533470154,-0.6444113254547119"
3196,"-1.1900876760482788,1.2893123626708984,-1.3670711517333984,0.08118937909603119,0.648103654384613,0.5343612432479858,-0.03133752942085266,-0.4101196229457855,1.6496661901474,-1.2040164470672607"
3197,"0.9035643339157104,0.1525842845439911,-1.2958401441574097,-0.6820456981658936,-0.993948221206665,1.3546142578125,0.695615291595459,-1.3037375211715698,1.3987723588943481,-0.2295786440372467"
3198,"-0.5724264979362488,0.9706892371177673,-0.1809096336364746,-0.9585167765617371,0.868071973323822,1.5234867334365845,0.7508047819137573,-0.8309788107872009,0.2677198052406311,-1.8379409313201904"
3199,"-1.6495646238327026,-0.4896724820137024,-0.21277116239070892,0.06567510962486267,0.6855058670043945,2.0127289295196533,-0.5134636759757996,-0.3170415163040161,-0.7948633432388306,1.213467001914978"
3200,"-1.52286958694458,1.072456955909729,-1.5660183429718018,0.7390421628952026,1.5636286735534668,-0.45996811985969543,-0.34852147102355957,0.003889039158821106,0.8158160448074341,-0.297455370426178"
3201,"-0.4453776180744171,-0.7633758783340454,0.5956598520278931,0.9568874835968018,0.9472790956497192,-0.25634902715682983,0.19642356038093567,0.14746594429016113,1.0390876531600952,-2.417701482772827"
3202,"-2.3157756328582764,-0.3824853301048279,0.055846408009529114,0.2322077751159668,1.5852084159851074,1.0798289775848389,-0.8061281442642212,0.17419922351837158,0.14628317952156067,0.23081541061401367"
3203,"0.7703578472137451,-0.6256542205810547,0.7034350633621216,-0.9244530200958252,-0.3029286563396454,-1.1887093782424927,0.8587539196014404,-1.0198557376861572,2.0662784576416016,-0.33722415566444397"
3204,"-0.918939471244812,-1.7571231126785278,-0.2238990217447281,0.9127670526504517,1.8102498054504395,0.07962822914123535,0.9531564712524414,-0.23342561721801758,0.2989836037158966,-0.9213981628417969"
3205,"-1.0841143131256104,0.977892279624939,-0.3663466274738312,-0.6734564304351807,1.7570724487304688,1.0430792570114136,-0.4626290202140808,-0.9344873428344727,0.8677140474319458,-1.124724268913269"
3206,"0.2936648726463318,-0.8127841949462891,-1.682798147201538,1.0151312351226807,-1.2189033031463623,0.12802067399024963,0.20159026980400085,1.2736101150512695,1.3769211769104004,-0.5744524002075195"
3207,"-0.49514925479888916,-0.8450333476066589,-0.7749945521354675,0.26176077127456665,0.7054120898246765,0.1961420178413391,0.06247583031654358,-0.5621062517166138,2.5232622623443604,-1.0717695951461792"
3208,"1.181756615638733,0.6496690511703491,-0.1365472972393036,0.01300118863582611,-0.12953214347362518,-0.6591153144836426,-1.3500012159347534,-0.38351863622665405,2.0518581867218018,-1.2375704050064087"
3209,"0.20431683957576752,-0.16584241390228271,0.3994845151901245,-0.4796139597892761,0.9396458864212036,-0.33512184023857117,-0.0983896553516388,-0.7827656269073486,2.143176555633545,-1.8248904943466187"
3210,"0.32189613580703735,-0.7084043025970459,-0.950640857219696,1.3911389112472534,1.3818620443344116,1.1150926351547241,-0.6606377959251404,0.3199198246002197,-0.6462316513061523,-1.5639948844909668"
