,words
1338,"0.400664746761322,0.512711763381958,-1.127022385597229,0.17111846804618835,-0.68165522813797,-0.26486557722091675,-0.30158689618110657,0.5416887998580933,-1.7592370510101318,-0.6618933081626892,0.2901724576950073,2.1393284797668457,-2.069922924041748,0.24905909597873688,-0.4158501625061035,1.4657089710235596,1.4120769500732422,0.34402287006378174,-0.5428217649459839,0.29830312728881836"
1339,"-2.1563658714294434,2.619206428527832,-0.284302294254303,-0.16306796669960022,0.9959233403205872,-0.1386968195438385,-0.03100496716797352,-1.6029767990112305,0.3517898917198181,-0.1878858506679535,0.3320770859718323,-0.8757891058921814,-0.27224305272102356,1.1377370357513428,0.09771255403757095,-0.36653655767440796,0.15272414684295654,-0.43519678711891174,1.3346641063690186,-0.507768452167511"
1340,"0.25528043508529663,-0.025193586945533752,-1.778551697731018,-2.276388645172119,-0.8311406373977661,-1.2738420963287354,1.6431442499160767,0.49893274903297424,-0.3810688555240631,0.21174044907093048,1.0986993312835693,0.2279699146747589,-1.2177627086639404,0.9844623804092407,0.08035480976104736,1.1037230491638184,0.9312728643417358,0.14788313210010529,0.5562882423400879,0.04419662058353424"
1341,"0.3988555371761322,-0.8120889663696289,-1.493308663368225,-1.0726008415222168,-2.364921808242798,-0.5324255228042603,0.7436851263046265,0.5401753187179565,-0.4312056005001068,-0.1062743067741394,1.9626548290252686,1.260172724723816,-0.09572819620370865,0.865143895149231,0.8263036608695984,-0.11349956691265106,0.06497227400541306,-0.9092832803726196,1.054405689239502,0.21496796607971191"
1342,"0.24633824825286865,-0.36742037534713745,-1.7042049169540405,-1.039074420928955,-1.5419611930847168,-0.07224348187446594,1.6093577146530151,1.242659091949463,0.7765467762947083,-0.7096749544143677,1.50929594039917,-0.4060963988304138,-0.7709850668907166,1.4365806579589844,0.47436732053756714,0.12296959012746811,-0.8826634883880615,-0.16087903082370758,1.124050259590149,-0.8869621753692627"
1343,"0.3973422348499298,-0.08901310712099075,-0.9996811747550964,-1.1556302309036255,-1.961254596710205,0.9483128786087036,-0.18515783548355103,1.0711292028427124,-0.960340142250061,-0.14581331610679626,1.1125638484954834,-0.5217248797416687,-0.6403444409370422,0.8009012341499329,-1.2528386116027832,0.6217478513717651,0.6830664873123169,-0.5114639401435852,2.2587881088256836,0.5294119119644165"
1344,"0.8924393057823181,-0.18319684267044067,-0.8074570298194885,-1.685977816581726,-1.8733166456222534,0.26538753509521484,-0.2798885107040405,1.2506259679794312,0.07096940279006958,-0.7606863975524902,1.6055691242218018,0.12991955876350403,-0.47586965560913086,1.4177569150924683,-1.4727896451950073,-0.6092322468757629,1.0842927694320679,0.17314086854457855,1.1294569969177246,0.12885627150535583"
1345,"1.3026407957077026,-0.666024923324585,-0.6474811434745789,-1.0677518844604492,-1.9165887832641602,0.2151021659374237,1.0832995176315308,1.089728593826294,-0.695141077041626,0.1685265451669693,0.19330289959907532,0.6202743649482727,-0.5980334877967834,2.239508867263794,-0.13810384273529053,-0.2656760513782501,-1.0459955930709839,0.16115057468414307,1.1460341215133667,-1.1787710189819336"
1346,"1.013432264328003,-0.23539981245994568,-1.6116124391555786,-1.4498533010482788,-0.5563846826553345,-0.016311418265104294,1.267264723777771,0.6845073103904724,-0.5248555541038513,-0.792741060256958,0.9010992646217346,-0.344222754240036,-0.005946239456534386,0.3173291087150574,-1.8313043117523193,-0.22397932410240173,1.0713214874267578,0.17513783276081085,2.3015191555023193,-0.13899993896484375"
1347,"-0.029492221772670746,0.12176136672496796,-1.1801358461380005,-0.09320302307605743,-2.043304204940796,-0.9380219578742981,1.0570834875106812,0.681947648525238,-1.7226653099060059,-0.46554768085479736,0.8374659419059753,-0.051992058753967285,-0.34946495294570923,1.1824613809585571,-0.6567336320877075,-0.6571212410926819,1.433275580406189,0.4657806158065796,1.705544114112854,0.7023621201515198"
1348,"0.14974993467330933,-0.28818586468696594,-1.6980410814285278,-1.7110286951065063,-2.4440693855285645,0.06242896988987923,1.4864720106124878,-0.60921710729599,-0.26091882586479187,-0.009846115484833717,1.0116297006607056,1.0189162492752075,0.0534057691693306,0.4449513554573059,0.22472774982452393,1.137880802154541,0.33608686923980713,-0.13639187812805176,1.3083971738815308,-0.0769474133849144"
1349,"1.0374078750610352,1.035016655921936,-2.3369274139404297,-0.7389083504676819,0.042473919689655304,-1.030655026435852,0.05281879007816315,1.799160361289978,0.3140725791454315,-1.3762415647506714,0.4113110899925232,-0.1516074687242508,-1.2400200366973877,1.6133697032928467,-0.07122219353914261,-0.12979738414287567,0.9020142555236816,0.0196082703769207,0.35325732827186584,-0.5051315426826477"
1350,"-0.5747257471084595,-0.9293864369392395,-1.9524924755096436,-1.33697509765625,-0.09742742776870728,-0.5109239220619202,1.251221776008606,0.7208670973777771,0.8193408250808716,-0.018009211868047714,1.7465295791625977,-0.29298439621925354,-0.46321409940719604,1.665592908859253,-0.028220903128385544,0.9121503233909607,0.6569210886955261,-1.636074423789978,0.26867014169692993,-0.20085948705673218"
1351,"1.057267427444458,0.7476980686187744,-0.8395686745643616,-1.124468207359314,-1.969254970550537,0.49831414222717285,-0.0030675120651721954,1.0327945947647095,-0.11818157136440277,-0.7498900890350342,0.9966338872909546,-0.24929028749465942,-1.253038763999939,-0.144627645611763,-0.556406557559967,2.0666377544403076,0.1834363043308258,0.04890820384025574,1.46291983127594,-1.0868159532546997"
1352,"0.9939814209938049,-0.4808453321456909,-2.0055696964263916,-1.3926018476486206,-1.6554157733917236,-0.30889496207237244,0.5036500692367554,0.9762113690376282,-1.0334926843643188,-0.5681966543197632,2.0736100673675537,1.1174745559692383,0.25427860021591187,0.21227967739105225,-0.2693323791027069,0.0105128213763237,0.6281218528747559,0.6989584565162659,0.7314790487289429,-0.4862086772918701"
1353,"1.7616679668426514,0.6324746012687683,-0.3552533686161041,-0.971214771270752,-1.202109932899475,-0.7507501840591431,0.8212960362434387,0.038862042129039764,0.2758041024208069,-0.3843592703342438,0.9260106086730957,1.2765237092971802,-1.2519351243972778,-0.07791336625814438,-2.552995443344116,-0.09778066724538803,1.2675671577453613,0.24812503159046173,0.5011870265007019,-0.10520618408918381"
1354,"1.2773407697677612,-0.2942826747894287,-0.12202456593513489,-0.16402605175971985,-1.7820050716400146,0.1093791276216507,1.1150413751602173,1.5308595895767212,-1.4560070037841797,-1.1257543563842773,0.12842075526714325,-0.1991948038339615,-1.7447257041931152,0.4607757329940796,-1.0028620958328247,0.25595951080322266,0.3107360005378723,0.23372091352939606,1.7323731184005737,0.736275315284729"
1355,"0.592670738697052,0.6580017805099487,-0.45179271697998047,-1.7499608993530273,-1.2757433652877808,-1.3288429975509644,-0.5899305939674377,1.37269127368927,-1.577844500541687,-0.3950861692428589,1.4512035846710205,-0.10481412708759308,0.11975923180580139,0.8149220943450928,1.2642067670822144,0.26043573021888733,0.5667086839675903,-1.115574598312378,1.2651231288909912,0.22386735677719116"
1356,"-0.4911794066429138,0.5925102233886719,-0.05691228434443474,-1.4749072790145874,-0.7601104378700256,-0.15442445874214172,0.8752313852310181,1.4782218933105469,-0.6270645260810852,-1.5753694772720337,0.45785829424858093,-1.3224602937698364,-0.8994228839874268,1.071235179901123,1.180123209953308,-0.23285840451717377,1.3288297653198242,0.4228423535823822,1.4124414920806885,-1.2245845794677734"
1357,"1.0956753492355347,-0.9909136295318604,-1.193635106086731,-0.3530391454696655,-2.2211990356445312,-0.6791403293609619,1.6307990550994873,0.7194875478744507,-0.46326935291290283,-0.48454785346984863,1.2288228273391724,-1.084572434425354,-0.30200016498565674,1.0613435506820679,-0.5903173089027405,0.2975717782974243,0.41177213191986084,0.4352757930755615,1.5919541120529175,-0.11006805300712585"
1358,"0.42851847410202026,-0.14770972728729248,-1.365643858909607,0.3568512201309204,-2.611829996109009,0.8133146166801453,0.8290802836418152,0.5287635326385498,0.43089544773101807,0.00975419208407402,1.8547698259353638,-0.2303444743156433,-0.8128179907798767,0.9637570977210999,-1.344859004020691,-0.04266700893640518,-0.005180764943361282,-0.21952924132347107,1.2986135482788086,-0.733736515045166"
1359,"-0.4615068733692169,-1.6332435607910156,-1.7365331649780273,-1.0608837604522705,-1.079512357711792,0.029131373390555382,1.8429317474365234,0.313804566860199,-0.07427029311656952,-0.6454401016235352,1.3445038795471191,-0.37978118658065796,-0.25969749689102173,1.2892248630523682,-0.14339883625507355,-0.14927686750888824,0.5922802686691284,0.300883024930954,1.9310836791992188,-0.020298782736063004"
1360,"0.7098252773284912,-0.48550474643707275,-2.0255038738250732,0.008168943226337433,-1.4082064628601074,0.3366967439651489,1.99462890625,0.5885146856307983,0.3074749708175659,-1.0432639122009277,0.9944881200790405,0.5967027544975281,-1.8998918533325195,-0.23548191785812378,0.1720847189426422,0.1977674812078476,0.06668608635663986,-0.7877748012542725,0.85529625415802,1.0572929382324219"
1361,"0.9177656173706055,0.6494956016540527,-0.5746377110481262,-2.4006619453430176,-1.350392460823059,-0.4691011607646942,1.375502347946167,0.7318161725997925,-0.2177065759897232,-0.2160484492778778,1.0148401260375977,0.15491104125976562,-1.542765498161316,1.2943024635314941,0.019527416676282883,0.06910082697868347,1.0428277254104614,-0.29555127024650574,0.8383743762969971,-1.0415980815887451"
1362,"0.043611280620098114,-2.0934898853302,-1.5386661291122437,-1.4709335565567017,-0.9661887884140015,-0.3518836200237274,1.0980287790298462,1.6601189374923706,-0.8708004951477051,-0.5675767660140991,-0.05152471736073494,0.7569925785064697,-0.1999007910490036,0.6166744232177734,1.5580568313598633,0.7886649370193481,0.10711313784122467,0.6213349103927612,0.7230199575424194,0.13734933733940125"
1363,"1.0119655132293701,-0.9043728113174438,-1.2688844203948975,-1.3296103477478027,-0.8125937581062317,-0.3508906364440918,1.001198649406433,0.5808594226837158,-0.7205895185470581,-0.022285260260105133,1.7823379039764404,-0.07910580933094025,-1.7879273891448975,1.7829461097717285,-0.5731487274169922,0.5263261795043945,0.7446401119232178,-0.7486086487770081,0.8805892467498779,0.2871548533439636"
1364,"0.6706179976463318,0.3630302846431732,-1.1610007286071777,-1.118234395980835,-0.8328345417976379,0.7486145496368408,0.22167238593101501,-0.09137236326932907,-1.4605588912963867,0.17156675457954407,2.168738842010498,0.929179847240448,-1.8847417831420898,0.39270246028900146,-0.08545414358377457,-0.092067651450634,0.22054791450500488,-0.9624549746513367,1.7548497915267944,0.04719894379377365"
1365,"0.32877108454704285,-0.017705243080854416,-1.4734286069869995,-0.19763553142547607,-1.266143560409546,-0.6514587998390198,1.820675015449524,-0.6215394735336304,0.47109749913215637,-1.444286584854126,2.219330310821533,-0.13133767247200012,0.2880876660346985,0.48119163513183594,0.7356800436973572,-0.8551525473594666,-0.7289575934410095,0.09080860018730164,1.506121277809143,-0.5541174411773682"
1366,"1.4419094324111938,0.12294479459524155,-1.4354232549667358,-0.5816453099250793,-0.9360204935073853,-1.0263465642929077,0.2967163324356079,1.6034541130065918,0.12354636937379837,-0.28849828243255615,2.2836005687713623,-0.7482457756996155,-1.4617048501968384,0.5382680296897888,-0.9493401050567627,0.596354067325592,-0.07022460550069809,-0.2552989721298218,1.0848326683044434,-0.33887797594070435"
1367,"-0.038353707641363144,0.017978191375732422,-0.9141632914543152,-1.4053457975387573,-0.5558456182479858,-1.693581461906433,1.2623305320739746,0.281367689371109,0.42341291904449463,0.6056162118911743,1.098598599433899,-0.6369962692260742,-0.9136883616447449,0.7821927070617676,-0.8413522243499756,-0.04791973903775215,2.241577625274658,-0.5334630608558655,1.5146105289459229,-0.6469753980636597"
1368,"-0.13805824518203735,0.9610410928726196,-1.0761089324951172,-1.6636192798614502,-0.2592833638191223,0.1463957577943802,1.576632022857666,-0.44358929991722107,0.14500609040260315,-0.9772844910621643,0.9566463232040405,0.32080358266830444,-0.16515487432479858,1.5639233589172363,-1.0118993520736694,-1.0927845239639282,1.0341777801513672,-1.4197207689285278,1.6079455614089966,-0.06506891548633575"
1369,"0.8965151906013489,0.737737238407135,-1.651472568511963,0.4589288532733917,-1.9575861692428589,-0.24945032596588135,1.2281842231750488,0.9423590302467346,-1.2139250040054321,-0.8199883103370667,1.3983246088027954,-0.6619572639465332,-1.135427474975586,0.6254431009292603,-0.13467106223106384,0.857212483882904,1.1779879331588745,-0.8417488932609558,0.5557584762573242,-0.2122235894203186"
1370,"0.59502112865448,0.2989460825920105,-1.3778109550476074,-1.0876802206039429,-1.8145428895950317,-1.4953399896621704,-0.08693017065525055,1.475399374961853,-0.2041802704334259,1.2091282606124878,0.045461419969797134,-0.4204639494419098,-0.5963836908340454,1.5481176376342773,-0.2360476553440094,-0.5865710973739624,0.7064054608345032,0.7005655765533447,1.6776524782180786,-0.3507462739944458"
1371,"0.9231148958206177,-0.6910690665245056,-0.749801516532898,0.09861084073781967,-1.3603088855743408,-0.1494656801223755,-0.30945321917533875,1.3029195070266724,-1.3266898393630981,-0.9132384061813354,0.5242242217063904,0.1748669147491455,-1.7234047651290894,1.8875823020935059,-0.6037411689758301,-0.3455524742603302,0.405063658952713,1.4092578887939453,1.5354588031768799,-0.0883738175034523"
1372,"1.1937639713287354,0.8808678984642029,-1.7496654987335205,0.3873547911643982,-1.9196699857711792,-0.7298011779785156,0.8841636180877686,0.1850557178258896,0.14449486136436462,-0.547434389591217,0.9697847366333008,-0.5773166418075562,-0.383387953042984,1.691062331199646,-0.5242356657981873,-1.1976158618927002,0.7693442702293396,-0.3626622259616852,1.4743895530700684,-0.5884926915168762"
1373,"2.301805257797241,-1.2195112705230713,-1.1674331426620483,-0.8426324725151062,-1.3557003736495972,-0.44619297981262207,2.0578906536102295,-0.13993802666664124,-0.48888328671455383,-0.713207483291626,0.9055039286613464,-0.21536895632743835,-0.9464153051376343,0.9152288436889648,0.1333754062652588,-0.03427991643548012,-0.04490990191698074,0.9819363355636597,0.6423431038856506,-0.32361042499542236"
1374,"0.773277759552002,-0.06583508104085922,-2.552999496459961,-1.2060619592666626,-1.5753066539764404,0.4569067358970642,-0.21676872670650482,-0.09560688585042953,-0.9150094389915466,0.355582058429718,0.6512657403945923,-0.3984032869338989,-0.007275080308318138,1.8488787412643433,-0.6005008220672607,0.8177502155303955,0.8459120988845825,0.49628758430480957,1.310126543045044,0.07778001576662064"
1375,"0.18363822996616364,0.6967798471450806,-1.0426377058029175,-0.7557734251022339,-1.3602036237716675,-1.258178949356079,0.9964902997016907,1.2539018392562866,0.12756456434726715,-1.22200608253479,1.2663843631744385,-1.4833003282546997,-1.005194067955017,1.2438918352127075,-0.6369447112083435,0.8393921256065369,0.7606510519981384,0.09753401577472687,1.489220380783081,-0.19121021032333374"
1376,"1.72331702709198,0.2505877912044525,-0.10571777075529099,0.13720959424972534,-2.101428270339966,-1.0738284587860107,0.4475286304950714,1.712602138519287,0.08207808434963226,-1.502547264099121,0.521954357624054,0.6233816742897034,-1.6437431573867798,0.7077235579490662,0.43679311871528625,0.08463781327009201,0.4827892780303955,0.3703591823577881,0.08379483968019485,-1.2374916076660156"
1377,"0.6936924457550049,-0.5486587285995483,-0.8256458044052124,-0.32732218503952026,-2.712459087371826,0.4041064977645874,0.41559335589408875,0.4602886140346527,-0.10610552132129669,-0.7200377583503723,0.8118066191673279,0.2976592779159546,-1.3898863792419434,1.7469468116760254,-0.8730201721191406,1.0395461320877075,0.6883878707885742,-0.08994998037815094,1.354783296585083,-0.3197244703769684"
1378,"-0.10452987253665924,0.927842915058136,-2.1457033157348633,-0.4989857077598572,0.027288923040032387,-0.9316505193710327,0.6671472191810608,-0.03924107551574707,-0.7311272025108337,0.29310035705566406,2.019007682800293,-1.0024081468582153,-0.27459555864334106,1.5853114128112793,-0.2119278460741043,-0.21287332475185394,-0.6910063028335571,0.18051199615001678,1.8786033391952515,-0.7347648739814758"
1379,"0.6873205304145813,-0.5479578375816345,-0.8206841349601746,-0.5233444571495056,-1.6851017475128174,0.8908374309539795,-1.1800376176834106,0.4091957211494446,-0.6439566612243652,0.2873050272464752,1.1682828664779663,0.21012187004089355,-1.1856080293655396,0.01949264481663704,-0.013960907235741615,-0.626362144947052,0.569257915019989,0.8528436422348022,2.8064332008361816,-0.6740769743919373"
1380,"0.7677484750747681,-1.5747064352035522,-1.513788104057312,-1.2476328611373901,-1.632506012916565,-0.04912206530570984,0.2772989869117737,0.34974586963653564,0.22634974122047424,0.11933096498250961,1.586888313293457,0.005218818783760071,-0.7917641401290894,1.9054503440856934,-0.40896075963974,1.0232335329055786,1.3609530925750732,0.1160537451505661,0.022417327389121056,-0.5422083139419556"
1381,"-0.723013162612915,-0.728087842464447,-1.1044280529022217,-0.4971652328968048,-1.094567894935608,0.04441763833165169,2.1761438846588135,0.33102691173553467,0.16301895678043365,-0.3400394320487976,1.4912587404251099,-1.2172597646713257,-0.24320967495441437,2.240709066390991,-0.6727388501167297,0.15814661979675293,0.1270788609981537,-0.16534103453159332,1.0231454372406006,-0.9690952301025391"
1382,"1.0359677076339722,-1.352307915687561,-0.3235696256160736,-0.7486560344696045,-0.6696555614471436,-0.9824182987213135,2.317847490310669,0.12614618241786957,-0.8959059715270996,-1.0862464904785156,0.34856265783309937,-1.2745252847671509,-0.6392979025840759,0.7808082103729248,-0.21673543751239777,0.8671374320983887,-0.027483925223350525,0.3291134834289551,1.9366782903671265,0.47454091906547546"
1383,"1.534171223640442,0.3717639744281769,-2.3562047481536865,-0.7843806147575378,-0.2279968112707138,-1.5516749620437622,0.8922224044799805,1.736811876296997,-0.42873525619506836,-0.1093074381351471,0.456890732049942,0.41135096549987793,-1.0608041286468506,0.12087292969226837,-0.7157162427902222,1.2367335557937622,-0.3739643096923828,-0.2191973179578781,1.0608413219451904,0.006323179230093956"
1384,"0.8169654011726379,-1.0052542686462402,-1.742688775062561,-0.8713109493255615,-0.429137647151947,-0.31245923042297363,0.5660309791564941,1.002660870552063,-0.3486935794353485,0.27039581537246704,1.7289741039276123,-1.0050946474075317,-1.0515003204345703,0.32432886958122253,-0.6520589590072632,-0.1689472198486328,0.34576740860939026,-0.19770178198814392,2.6248254776000977,0.10489879548549652"
1385,"0.46377620100975037,-0.04959045350551605,-0.8861201405525208,-1.1645753383636475,-1.122884750366211,-0.5462430119514465,0.35143324732780457,2.3566832542419434,-0.833979070186615,-0.23872941732406616,1.400418996810913,-1.0635966062545776,-1.5563746690750122,0.9413416385650635,0.16096995770931244,0.3268437087535858,-0.4380270540714264,-0.312661737203598,1.5435181856155396,0.6677969098091125"
1386,"1.378124713897705,-0.38976919651031494,-1.4058820009231567,-0.4745653569698334,-1.9958558082580566,0.40233632922172546,0.038815055042505264,0.706833004951477,-0.4954579770565033,0.9630986452102661,0.16517113149166107,-1.3673384189605713,0.23788709938526154,0.5335719585418701,-1.1619279384613037,0.02626216411590576,0.26488643884658813,0.12135441601276398,2.5002667903900146,-0.04780976101756096"
1387,"-0.3291673958301544,-0.5613154172897339,-0.95009446144104,-1.3516126871109009,-1.355452060699463,0.6545078158378601,1.1500544548034668,1.2328383922576904,-1.4246748685836792,0.5930498242378235,1.6697537899017334,-0.22579944133758545,-1.0108845233917236,1.1312110424041748,0.40346184372901917,-0.23378539085388184,-0.5729293823242188,0.08643792569637299,1.7850795984268188,-0.6906798481941223"
1388,"1.1146495342254639,0.6607797741889954,-0.9529531598091125,-0.4002652168273926,-1.7717252969741821,-0.1952216476202011,0.963747501373291,1.0731501579284668,0.053128812462091446,0.1162753701210022,1.7500451803207397,-0.6711491942405701,-2.2973315715789795,0.7921395301818848,0.002542177215218544,-0.599505603313446,0.42683687806129456,-0.9079766273498535,1.0690799951553345,-0.22624586522579193"
1389,"1.4671980142593384,0.9090375900268555,-1.8993374109268188,-1.0438125133514404,-1.8207868337631226,-0.2698468863964081,0.7277186512947083,0.7542272806167603,-0.9200887680053711,-0.3028528094291687,1.6122465133666992,-0.30404290556907654,-0.82848060131073,0.6007012724876404,-0.2220630645751953,-0.40575897693634033,0.37387627363204956,0.2921678125858307,1.6150891780853271,-0.33519160747528076"
1390,"1.7550675868988037,0.03742143139243126,-2.0745441913604736,-0.9890434145927429,-0.8080989122390747,-0.2344057857990265,0.21841159462928772,1.4546809196472168,-0.7125905156135559,-1.3503267765045166,2.0302059650421143,0.5065279006958008,-0.41172921657562256,0.2273087501525879,-0.9441224932670593,-0.35947829484939575,0.27978700399398804,0.562403678894043,0.6166390776634216,0.19588550925254822"
1391,"0.27833762764930725,-0.5487880706787109,-1.8581799268722534,-1.1389896869659424,-0.764073371887207,-0.21697518229484558,1.497781753540039,0.2219976782798767,-0.8117269277572632,0.021965671330690384,2.034463882446289,1.3961997032165527,-1.4772446155548096,0.8102115392684937,-0.4511207938194275,-0.5515170097351074,-0.45176857709884644,0.2341727316379547,0.984218955039978,0.7910345792770386"
1392,"0.599795937538147,-0.03504586219787598,-1.4266892671585083,-0.09215541183948517,-1.3844090700149536,-0.03995577618479729,-0.1502864956855774,-0.08971121162176132,-0.21329696476459503,-0.04436064511537552,0.5618392825126648,0.7968980073928833,-2.389873504638672,0.5916088223457336,-0.01253405213356018,-0.9812630414962769,1.3730775117874146,0.30033159255981445,2.3604934215545654,0.27553728222846985"
1393,"-0.8511176705360413,1.5510187149047852,-0.5204545259475708,-1.3821552991867065,-1.7167367935180664,-0.6618973016738892,0.24686957895755768,1.4685304164886475,-0.7141785025596619,-0.7972511053085327,1.4319638013839722,-1.0117011070251465,-0.7152612805366516,1.343934178352356,-0.5111266374588013,0.2992175221443176,0.6737746596336365,0.3575906753540039,1.242903709411621,0.26607757806777954"
1394,"0.9965800642967224,-0.5738489031791687,-0.5436450242996216,-1.752676010131836,-2.1464123725891113,-0.10105034708976746,0.3747716546058655,0.5720936059951782,0.28882506489753723,-0.04579897224903107,1.2966587543487549,-0.9527356624603271,-0.5375255942344666,0.9735158681869507,-0.826937198638916,0.658793568611145,1.3414151668548584,-0.9595283269882202,1.51590096950531,0.42160433530807495"
1395,"0.9088796377182007,0.22530841827392578,-1.7939460277557373,-2.04199481010437,-1.476435899734497,-0.8511364459991455,0.6553779244422913,-0.7584346532821655,0.668239951133728,0.26328733563423157,1.3614498376846313,0.40816840529441833,0.1839371621608734,1.2297675609588623,-0.5788272619247437,1.50767982006073,0.18731698393821716,-0.5314003229141235,0.8182570934295654,-0.3854946792125702"
1396,"1.4629539251327515,0.4538067877292633,-0.8136568665504456,-1.8890329599380493,-0.4522287845611572,-0.01131126657128334,0.6587243676185608,0.7040860652923584,-0.7291544079780579,-0.7418326735496521,0.7421686053276062,-0.7752881050109863,-0.4948654770851135,0.05841737613081932,-1.9127073287963867,0.8531064391136169,1.0759793519973755,1.7701219320297241,0.7715477347373962,-0.7308342456817627"
1397,"0.30577462911605835,-0.42871615290641785,-1.2118383646011353,-1.5240331888198853,-1.7946720123291016,-0.2607172429561615,0.692039966583252,0.14794015884399414,-0.6116575002670288,0.5566399097442627,0.5561654567718506,0.05021597445011139,-0.7876675128936768,1.1795412302017212,-0.68919837474823,0.5349717140197754,0.9819310903549194,-0.7823183536529541,2.551819086074829,0.5337799787521362"
1398,"1.0249989032745361,0.049775563180446625,-2.303879976272583,-0.908752977848053,-1.4149589538574219,-1.065710186958313,1.2443482875823975,0.8454097509384155,-1.2220369577407837,0.7700124979019165,1.4326103925704956,-0.06608361750841141,-0.7021591067314148,1.4217294454574585,-0.12651270627975464,0.5122552514076233,0.27156758308410645,0.18847888708114624,-0.40318647027015686,0.4520946443080902"
1399,"0.08115886151790619,-0.5431696772575378,-0.8226421475410461,0.1420849859714508,-2.1976871490478516,-0.6348167061805725,0.448914498090744,0.8111602663993835,-0.4753667712211609,-1.8938767910003662,1.2440849542617798,0.33438870310783386,-0.7366511821746826,0.4903451204299927,0.17277351021766663,-0.026434965431690216,0.7187399864196777,0.4698639214038849,2.4260196685791016,-0.008889056742191315"
1400,"0.10599064081907272,-0.026775268837809563,-0.6670727133750916,-0.03714859485626221,-0.2930714786052704,0.7109028100967407,0.5798707604408264,-0.5399565100669861,-2.186361789703369,-0.4621296226978302,-0.21866238117218018,-1.0274382829666138,-0.8009033203125,1.2568013668060303,0.2135898321866989,-1.1056517362594604,-0.07451464980840683,2.467656135559082,1.513984203338623,0.5908911228179932"
1401,"0.9204633235931396,0.5490556359291077,-1.4650509357452393,0.23094993829727173,-0.25870341062545776,-0.8384739756584167,0.2358529269695282,-0.405779629945755,-0.793113112449646,0.15457360446453094,1.5976171493530273,1.244442105293274,-2.3448102474212646,0.40974172949790955,0.8514406681060791,0.34596002101898193,-0.7435654997825623,1.498581051826477,0.07279670983552933,-1.261978030204773"
1402,"-0.3658837676048279,-0.5770062208175659,-1.518656611442566,0.7472944259643555,-0.6058406829833984,0.20696595311164856,-1.8608934879302979,-0.3885243833065033,-0.9943121671676636,-0.4934942424297333,0.028305843472480774,-0.6926186084747314,-0.8856520652770996,0.15261045098304749,0.5110136866569519,0.9483261108398438,1.792995810508728,1.5918216705322266,1.6057478189468384,0.7978001832962036"
1403,"0.19548191130161285,1.4968845844268799,-1.3312495946884155,0.8757246732711792,-0.3058941066265106,0.5681227445602417,0.13959504663944244,-1.4422681331634521,-0.971846342086792,-1.200791835784912,1.0824570655822754,-1.2621713876724243,-0.8207836151123047,1.1152194738388062,0.09834027290344238,-0.1354704648256302,-0.6608055233955383,2.2474136352539062,0.2845514118671417,0.027490226551890373"
1404,"-1.1805267333984375,0.7315860986709595,-2.2888598442077637,-0.3706763982772827,-0.8605880737304688,-0.194344624876976,-0.8430210947990417,-0.4432283937931061,0.17925629019737244,-0.7830931544303894,0.9101823568344116,0.6343675851821899,0.5493558049201965,1.0646284818649292,-1.6552459001541138,0.4721362292766571,0.8494210243225098,0.6732157468795776,1.661838173866272,0.8935971856117249"
1405,"1.5862611532211304,-0.8001427054405212,-1.184958577156067,0.10368667542934418,-0.8349227905273438,0.06020106375217438,-0.8826289772987366,1.316871166229248,-0.9888755679130554,0.37944021821022034,0.4876317083835602,-0.18080177903175354,-1.3048663139343262,0.08063050359487534,-1.6111112833023071,-0.23066328465938568,0.9954817295074463,0.463095098733902,2.2774600982666016,0.2682130038738251"
1406,"0.2638692855834961,-0.7555071115493774,-1.3055102825164795,-0.3295440673828125,-0.24809497594833374,-0.5956414341926575,1.2416582107543945,-1.1918904781341553,-1.6171317100524902,-0.9660306572914124,1.8627594709396362,0.3460676074028015,-0.7135108709335327,0.8969457745552063,0.49809062480926514,-0.47452956438064575,1.1643515825271606,-0.44758525490760803,1.8472355604171753,0.5239987373352051"
1407,"0.05428715795278549,0.07309024780988693,-1.0677847862243652,0.34222203493118286,-0.633122980594635,-0.6633468270301819,-0.37139415740966797,0.7195637822151184,0.618824303150177,-2.1703696250915527,1.1422548294067383,-0.011737599968910217,-1.1450235843658447,0.7454453110694885,-1.2911499738693237,-0.33795520663261414,1.9934200048446655,1.695873737335205,0.537183940410614,-0.23028075695037842"
1408,"0.0926068127155304,-1.57127845287323,0.34927502274513245,-1.8905091285705566,-1.024139165878296,-0.20049971342086792,1.3196521997451782,0.2841956317424774,-1.2392069101333618,-0.08625125885009766,1.5053786039352417,-1.3623347282409668,-0.2811928987503052,0.8230911493301392,0.054288703948259354,-0.4111630916595459,0.5920106768608093,1.196753978729248,1.5683060884475708,0.28101667761802673"
1409,"0.5879208445549011,1.5143572092056274,-2.1377599239349365,0.8243849873542786,-0.0038571134209632874,0.38847312331199646,-0.9498941898345947,-0.8273279070854187,-0.7153677940368652,-0.10231417417526245,0.4909094274044037,0.15108200907707214,-1.7105227708816528,-0.3252547085285187,-0.6604412794113159,1.9712620973587036,0.13840746879577637,1.3160797357559204,0.5154962539672852,-0.4656331539154053"
