,words
2306,"-1.197965145111084,1.6575340032577515,-0.2681342661380768,-0.11779650300741196,-0.3855336606502533,-0.006424799561500549,-0.9239026308059692,-1.3857946395874023,-0.36587828397750854,-0.63347989320755,0.6931796073913574,-0.7537609338760376,0.4163896143436432,0.9935305714607239,-0.8388451337814331,-0.01829303428530693,1.4591691493988037,0.36465540528297424,2.421825408935547,-1.1104743480682373"
2307,"-1.6639870405197144,1.67911958694458,-0.8032559156417847,0.29713135957717896,-0.5447068214416504,-0.11821292340755463,-0.1903708428144455,-0.930882453918457,1.0016100406646729,0.31644105911254883,0.8823865056037903,0.1798609346151352,-1.6877305507659912,-0.22261512279510498,-0.07900862395763397,-1.2773464918136597,0.9820097088813782,2.171074628829956,-0.4059152603149414,0.4143977761268616"
2308,"-1.0676571130752563,2.4783742427825928,-0.07658012956380844,-0.7104048132896423,0.022848986089229584,-0.07195412367582321,-1.8619961738586426,-0.9573849439620972,0.6097468137741089,-0.8469415307044983,1.497155785560608,-0.5369471907615662,-0.5478199124336243,1.1868226528167725,-0.4930441975593567,0.14375142753124237,1.2358986139297485,0.16908523440361023,0.486001193523407,-0.6589544415473938"
2309,"-0.5508173704147339,1.3201978206634521,-0.48882824182510376,-0.774194061756134,-1.750724196434021,-0.4221360981464386,-0.4876113831996918,0.35820692777633667,0.351911723613739,-0.42972883582115173,1.0558477640151978,-1.0322297811508179,-0.9364503622055054,0.7927798628807068,-0.8292567133903503,-0.3760659098625183,2.630413055419922,1.218673586845398,0.5044153928756714,-0.1544027477502823"
2310,"0.5322485566139221,0.1748952716588974,0.43392321467399597,-0.08250671625137329,-2.29502010345459,0.41095197200775146,0.602202296257019,0.20212650299072266,-0.9612894654273987,-1.1232306957244873,2.218048572540283,-0.6884267926216125,-0.8871619701385498,0.6389458775520325,-0.06902176141738892,0.7954401969909668,-0.5874744653701782,1.78256356716156,-0.30929696559906006,-0.78791743516922"
2311,"-0.26888948678970337,1.5445539951324463,-0.8347923159599304,-0.6382545232772827,0.02155398204922676,-0.308890700340271,-0.9152383804321289,-1.3899788856506348,0.6832321882247925,-0.298356831073761,-1.441882848739624,-1.4040518999099731,0.9538140296936035,0.17308399081230164,0.6173714399337769,0.45679160952568054,-0.4427352249622345,2.6049320697784424,0.26981982588768005,0.6179181933403015"
2312,"-0.488722026348114,1.3562443256378174,1.0570557117462158,-0.5547935366630554,0.4039277136325836,0.9416133165359497,-1.9531712532043457,0.5789501667022705,-0.19885161519050598,0.08224134147167206,0.8286401629447937,0.0615837536752224,-2.61161470413208,-0.6304562091827393,-0.14857837557792664,-0.16904564201831818,1.0219842195510864,1.3298773765563965,-0.2705400586128235,-0.636344850063324"
2313,"-0.37431254982948303,0.7934249639511108,0.4226790964603424,-0.9792231917381287,-0.09305418282747269,0.6770206689834595,-0.6737313270568848,0.18247422575950623,-0.057414643466472626,-2.1504499912261963,2.839219331741333,-0.38273856043815613,-1.1037163734436035,1.1996546983718872,-0.946849524974823,-0.09209529310464859,0.08908162266016006,-0.1543560028076172,0.8411500453948975,-0.03676286339759827"
2314,"-0.29990124702453613,0.17629382014274597,0.3085877597332001,-0.43426281213760376,-2.1771953105926514,-0.171620711684227,-0.5828351974487305,-0.5799309015274048,-1.2097340822219849,-1.0418626070022583,1.2914148569107056,0.6999363899230957,-0.20326106250286102,0.9048664569854736,-1.4290961027145386,0.45720747113227844,0.6123788952827454,1.763554573059082,1.6689457893371582,0.2465144842863083"
2315,"-0.11348655074834824,0.6851711869239807,-0.8709078431129456,-0.29571953415870667,-0.6606190204620361,0.7137196063995361,0.5913596153259277,-0.7737597227096558,-0.9851500391960144,-1.4345020055770874,0.9841159582138062,-0.06184215098619461,0.2506215572357178,0.5517282485961914,-1.5495928525924683,1.071900725364685,1.3328423500061035,2.1764075756073,-0.08284945040941238,-1.5294380187988281"
2316,"-0.9646402597427368,1.120691180229187,-0.9698200225830078,-0.21051529049873352,-0.8643262386322021,0.979691207408905,-0.5428475737571716,-1.8320672512054443,-0.5948636531829834,-0.6470639705657959,1.4871079921722412,-0.7354158163070679,1.1887866258621216,0.9872437715530396,-0.4596482217311859,0.27063384652137756,0.380943238735199,1.1961092948913574,1.4606095552444458,-1.250609040260315"
2317,"-0.38308990001678467,0.1898651123046875,-0.77596515417099,0.6125981211662292,-0.3191368579864502,-1.4173691272735596,-2.0831902027130127,-0.25345778465270996,0.2252764254808426,-0.006973043084144592,1.4457107782363892,0.6568956971168518,-1.1787060499191284,0.09958789497613907,-1.2899987697601318,1.0939406156539917,0.01593761146068573,0.5826358795166016,2.190659523010254,0.5947785973548889"
2318,"-0.10809774696826935,0.7716324925422668,-0.8484120965003967,0.48509547114372253,0.33632519841194153,-0.23506192862987518,-0.6592233777046204,0.061074137687683105,-0.512994110584259,-1.411799669265747,1.4806581735610962,0.13358400762081146,-1.7324206829071045,0.3809759020805359,0.6896983981132507,1.2307658195495605,0.3458227217197418,1.6541430950164795,0.24313373863697052,-2.3048996925354004"
2319,"0.5375795960426331,1.3359795808792114,-0.6473864912986755,0.5631294846534729,-0.34012100100517273,1.4659578800201416,-0.6070168614387512,-2.449824333190918,-0.9144698977470398,-0.3150694966316223,-0.28096869587898254,-0.044168367981910706,-1.1392017602920532,0.32197967171669006,-0.5238118767738342,0.3189408481121063,0.2915879487991333,2.0550920963287354,1.0175913572311401,-0.6457996368408203"
2320,"-0.6868115067481995,2.199021100997925,-0.9650782346725464,0.2803215980529785,-1.2358542680740356,-0.8280754685401917,-1.044386625289917,-0.6178874373435974,-0.5404145121574402,-1.2459183931350708,0.5701853632926941,-0.5200615525245667,-0.13640326261520386,1.0310996770858765,0.921546459197998,0.3843871057033539,1.824112057685852,1.1471716165542603,0.3191622197628021,-0.8561157584190369"
2321,"2.351393699645996,0.03799337521195412,-0.2718859910964966,-1.1516445875167847,0.6261067390441895,2.3996198177337646,-0.9841475486755371,-0.4615024924278259,-1.2912720441818237,-0.3047868013381958,0.01968149095773697,-0.5109556317329407,-0.6669203639030457,-0.7697308659553528,-0.27550065517425537,0.5761723518371582,-0.2170470803976059,1.4362491369247437,-0.18784017860889435,-0.353982150554657"
2322,"-1.226503849029541,0.8173401951789856,0.14462658762931824,-0.40676480531692505,-1.5802725553512573,0.9051716327667236,-1.0393166542053223,-0.5592139363288879,-0.5927126407623291,-1.327237606048584,0.4484993815422058,1.3807533979415894,-1.2349050045013428,-0.44307565689086914,1.731053352355957,0.7791174054145813,1.3225778341293335,1.1934763193130493,0.12983717024326324,-0.44245004653930664"
2323,"1.8707985877990723,-0.4436820149421692,-1.5673210620880127,-0.07084415853023529,-0.4281327426433563,0.7062117457389832,-0.6738668084144592,0.6098752617835999,-1.6439578533172607,-0.35034993290901184,1.4454023838043213,0.32709965109825134,-2.326880931854248,0.5139696002006531,-0.33903512358665466,0.15742993354797363,0.9551905989646912,0.5314056277275085,0.4953485131263733,0.23133836686611176"
2324,"0.3869539499282837,0.08661629259586334,-2.5055088996887207,0.5147134065628052,0.5117431879043579,-0.8981450200080872,0.41114509105682373,0.7217874526977539,0.3076210618019104,-2.0390779972076416,-0.6173391342163086,0.23731455206871033,0.19809852540493011,1.1232507228851318,-1.0825172662734985,0.3162430226802826,0.11478254199028015,2.004206895828247,0.44107890129089355,-0.23296695947647095"
2325,"-0.07186640053987503,0.08613177388906479,-1.2054111957550049,0.10391569137573242,-0.4124540090560913,0.1915363371372223,0.7953313589096069,-0.6808372735977173,-0.08641714602708817,-1.9185729026794434,1.5075936317443848,-0.44700467586517334,-0.05623387545347214,2.8096911907196045,0.4919377565383911,-1.1166870594024658,0.11593326926231384,0.9256144762039185,-0.14864978194236755,-0.8835508823394775"
2326,"1.159419298171997,1.1717771291732788,0.30797716975212097,-0.05110698193311691,-2.475214719772339,1.229297399520874,-0.19402961432933807,0.01978420652449131,-0.695463240146637,-1.1827114820480347,1.3327480554580688,-0.7419476509094238,-0.8699036836624146,0.904070258140564,-0.9230160117149353,-0.7136760354042053,0.09356821328401566,0.8428857922554016,1.210342526435852,-0.42480045557022095"
2327,"0.6970738768577576,1.594078540802002,-1.4177320003509521,-0.20913533866405487,0.8307250142097473,-0.6397215723991394,-1.5747793912887573,-0.9262482523918152,-0.5919080376625061,0.766268253326416,0.9191845655441284,0.19688306748867035,-0.6683469414710999,0.6273505091667175,-1.683178186416626,0.171160489320755,1.19918954372406,0.6340486407279968,1.2855794429779053,-1.2104921340942383"
2328,"-0.24715028703212738,0.41746434569358826,-0.4898192584514618,-0.8991135358810425,-1.4620437622070312,1.2938473224639893,-1.034757375717163,0.6641697883605957,-1.758650779724121,-0.966020405292511,-0.46930786967277527,-0.3276912569999695,0.5354329347610474,0.4857492744922638,-0.41962146759033203,0.806891143321991,0.9528735280036926,2.1661500930786133,1.3262157440185547,-0.5746182799339294"
2329,"0.3187354505062103,0.3024023771286011,-0.29735273122787476,0.4533354640007019,0.09464333951473236,0.7286758422851562,-0.5163803696632385,-0.1224265843629837,-1.211715817451477,-0.5759670734405518,0.4191281795501709,0.9987219572067261,-1.7746620178222656,1.552532434463501,1.3378335237503052,-0.8509368300437927,-0.3002168536186218,1.5091038942337036,0.2210531383752823,-2.2865071296691895"
2330,"-0.17788949608802795,1.1908658742904663,-2.1222293376922607,-0.9985061883926392,-0.7166017293930054,0.6305443644523621,-0.7825107574462891,0.14858274161815643,-0.603063702583313,-0.491198867559433,1.8347985744476318,0.28719329833984375,0.8551309108734131,1.0377792119979858,-1.0922653675079346,0.721248984336853,-0.46848681569099426,1.0030937194824219,1.0271015167236328,-1.283587098121643"
2331,"-0.2786589562892914,-0.04022911190986633,-0.5512649416923523,-0.8946982026100159,1.4395997524261475,0.9685876965522766,1.4125345945358276,-0.8285379409790039,0.06309832632541656,0.16258691251277924,0.8972635269165039,-2.4393370151519775,-1.3162251710891724,0.7192849516868591,0.5002042651176453,-0.05396062880754471,-0.5231462121009827,0.33014413714408875,1.5122723579406738,-1.0795180797576904"
2332,"0.363702654838562,0.8815868496894836,-1.326481819152832,-1.3618371486663818,-2.1462371349334717,0.5452390313148499,0.4054516851902008,0.3185329735279083,-0.50657057762146,-1.2540740966796875,1.9981052875518799,1.202736258506775,-0.510094940662384,0.944771409034729,-0.5157039165496826,-0.2230859100818634,-0.2600879669189453,0.448883593082428,1.1322360038757324,-0.13707232475280762"
2333,"-0.08065958321094513,2.5701985359191895,-1.6946184635162354,-0.23279133439064026,-0.865330696105957,-0.27058303356170654,-0.06939174979925156,-0.10433394461870193,1.0021177530288696,-1.270232915878296,1.1760470867156982,0.542791485786438,-0.5025355815887451,1.8384572267532349,-0.49319225549697876,0.14094038307666779,-0.006450439337641001,-0.08913913369178772,-0.5139966011047363,-1.077296257019043"
2334,"-0.744476854801178,0.8348236680030823,0.10349863767623901,1.0971535444259644,-0.11741902679204941,-1.6946085691452026,0.9955806136131287,-0.5469008088111877,0.060940220952034,0.6635105609893799,-0.170000821352005,-2.0361785888671875,-1.6958048343658447,1.001173734664917,-0.016178220510482788,0.7617220282554626,0.7172382473945618,0.10554306209087372,1.6675695180892944,-0.9871863722801208"
2335,"-0.36849445104599,0.7873842120170593,-0.10689018666744232,0.5483583807945251,-0.9652886390686035,0.059920936822891235,-1.0997331142425537,0.8379660844802856,-1.0612574815750122,-2.0223660469055176,0.7555493116378784,1.2544595003128052,0.08256666362285614,0.028628170490264893,-1.9017714262008667,-0.13145387172698975,1.4289889335632324,1.6061325073242188,0.5947263240814209,-0.3274247646331787"
2336,"-0.2448185235261917,1.3433482646942139,-1.7022290229797363,0.5844506025314331,-0.6940139532089233,0.17594705522060394,0.886242687702179,0.37529483437538147,-0.9447125792503357,-1.7924338579177856,0.41255420446395874,0.10906929522752762,-1.497431755065918,-0.4112604260444641,-0.9600187540054321,-0.14156614243984222,0.3828233778476715,1.4677904844284058,1.294044852256775,1.3569194078445435"
2337,"0.580150306224823,-1.2373374700546265,-1.1819440126419067,-0.7556420564651489,0.22464528679847717,0.06612095236778259,0.4347873032093048,-0.26884761452674866,-0.36175596714019775,0.15038055181503296,-0.38631734251976013,0.7518979907035828,0.8581986427307129,1.1061919927597046,-0.8164343237876892,0.12860336899757385,-0.8637456893920898,2.7683627605438232,0.6682494282722473,-1.8655643463134766"
2338,"0.1650880128145218,0.9459470510482788,-2.445692777633667,0.0033400431275367737,-0.5671890377998352,0.4965361952781677,0.7155497074127197,-0.824261486530304,-0.4687514305114746,0.3010287284851074,1.8821556568145752,-0.9137293100357056,-0.9427660703659058,0.774360716342926,-0.29399263858795166,1.3309630155563354,-1.3241585493087769,0.9512194991111755,0.6645564436912537,-0.4502037763595581"
2339,"1.2332674264907837,2.23539137840271,-0.3899661600589752,-0.867350161075592,-1.8890607357025146,-0.6109695434570312,0.16190853714942932,-0.644020140171051,-0.6089794039726257,-1.082162618637085,1.190258264541626,-1.1636289358139038,-0.4759347140789032,-0.19409355521202087,-0.38663235306739807,0.8942319750785828,1.0516424179077148,0.9803382158279419,0.7528088092803955,-0.18704891204833984"
2340,"-0.01830245554447174,-0.17251788079738617,-0.11079233884811401,-0.7561494708061218,1.335434079170227,-0.06042255833745003,0.008581738919019699,-1.869229793548584,-0.35574984550476074,-0.6802785992622375,0.9045600295066833,-1.1539188623428345,-1.035313606262207,-0.35086220502853394,-0.15820717811584473,-0.736283004283905,0.6243946552276611,2.0247690677642822,2.2383368015289307,0.32195183634757996"
2341,"1.5826139450073242,1.2920722961425781,-0.7267650961875916,-1.5834990739822388,0.39513376355171204,0.32319188117980957,-0.45084846019744873,-1.6649004220962524,0.7861758470535278,-0.6861004829406738,0.6774947643280029,0.24192646145820618,-1.149225115776062,-0.5105476975440979,0.10152304172515869,0.811612069606781,-0.7016979455947876,1.808477520942688,0.671459436416626,-1.218096375465393"
2342,"0.5813405513763428,0.7283393740653992,-1.1444180011749268,-0.21460457146167755,-0.6147472262382507,1.385360836982727,-0.7018253803253174,-0.7856907248497009,0.05404404550790787,-0.5604395866394043,0.1258930265903473,-0.10225248336791992,-1.6596306562423706,0.6526638865470886,-1.4942067861557007,0.539306104183197,-0.3493165969848633,2.4552195072174072,1.4359108209609985,-0.33094561100006104"
2343,"-2.0151004791259766,-0.5118685364723206,0.1297910213470459,-0.21998408436775208,0.20609644055366516,0.9830529689788818,-1.1080249547958374,-1.249651551246643,0.21565581858158112,-1.1866698265075684,0.7597566843032837,0.4560612738132477,-0.7934425473213196,-0.8365324139595032,1.6267670392990112,0.18525993824005127,0.47053712606430054,1.537253975868225,1.6920289993286133,-0.34098637104034424"
2344,"-0.132834792137146,1.1024852991104126,-1.4778616428375244,-0.6330928802490234,0.21790218353271484,1.6287152767181396,-1.5208367109298706,0.25748682022094727,0.586685061454773,-0.9157220125198364,1.870744228363037,-0.43536829948425293,-1.3233387470245361,1.0524133443832397,-0.4045703113079071,-0.15267254412174225,0.09459513425827026,-0.060653358697891235,1.3763096332550049,-1.1303852796554565"
2345,"-0.4668143689632416,1.755260944366455,0.04538031667470932,0.08514789491891861,-1.3099608421325684,0.297317236661911,1.444473147392273,-0.8520586490631104,-0.8915202021598816,0.15995299816131592,1.023439884185791,-1.1635440587997437,-2.3318140506744385,1.142387866973877,-0.3093847334384918,-0.11526670306921005,0.4549406170845032,1.2041507959365845,0.3201071619987488,-0.49219489097595215"
2346,"-0.5494470596313477,1.6532548666000366,-0.11813779175281525,-0.09993541240692139,-1.2745386362075806,-0.2869533896446228,0.07970541715621948,-1.7314602136611938,0.043496616184711456,0.524865984916687,1.545959234237671,0.08192436397075653,0.039402157068252563,1.4991929531097412,-0.833885908126831,-0.8033478260040283,0.7108808755874634,0.6857433319091797,0.8845438957214355,-2.0512630939483643"
2347,"0.7219458818435669,-0.0535164512693882,0.9579914212226868,-1.079869031906128,-0.28934553265571594,-1.2151360511779785,-0.40977269411087036,-0.16524748504161835,-2.577078342437744,1.3577070236206055,0.957132875919342,1.3611654043197632,-0.4292627274990082,0.5994078516960144,0.3671800196170807,0.05429442226886749,0.861164391040802,-0.6391916275024414,0.9235955476760864,-1.303165316581726"
2348,"-0.2946305274963379,-0.09068659693002701,-1.225610613822937,-1.301622986793518,-1.1218916177749634,-0.4889167845249176,-0.5207465291023254,0.2156953066587448,0.2902348041534424,-1.7410264015197754,2.545071601867676,0.049621716141700745,-0.5743280053138733,0.6208135485649109,1.0604091882705688,0.8936355113983154,1.2318835258483887,0.5452850461006165,0.6015816926956177,-0.6947717666625977"
2349,"1.0859935283660889,-0.15732234716415405,-2.464845657348633,-0.21260282397270203,-0.16010163724422455,-1.2437800168991089,0.007789984345436096,-1.074589490890503,-0.030936729162931442,-0.4908410310745239,1.0947672128677368,-0.13254699110984802,0.47896772623062134,-0.17048896849155426,-0.8927260637283325,1.8225431442260742,0.3969433605670929,1.9175586700439453,0.46832749247550964,-0.24210897088050842"
2350,"-0.7747317552566528,-0.39836257696151733,-0.3937913477420807,0.7613191604614258,-1.805021047592163,-0.002720637246966362,0.15465229749679565,1.9029008150100708,-0.7748293280601501,-0.3241812288761139,-0.11048376560211182,-0.060234688222408295,0.7298504114151001,1.5979318618774414,-0.2933112680912018,-0.11604966223239899,-0.17594632506370544,0.8022085428237915,1.479313850402832,-2.1985132694244385"
2351,"-0.6678465604782104,0.8451722264289856,-0.6029818654060364,-1.0166383981704712,-0.979560375213623,0.9365586042404175,-1.9712166786193848,0.5539796352386475,0.1966691017150879,-1.3478844165802002,1.4198853969573975,0.8912176489830017,-0.615185022354126,1.428875207901001,-0.6495481729507446,0.12031087279319763,0.06471222639083862,1.713780403137207,0.5100080966949463,-0.8303084373474121"
2352,"-0.1414569616317749,1.1473013162612915,-1.2173688411712646,-0.7730687856674194,-2.141038656234741,-0.8890084028244019,0.5792744159698486,0.22467787563800812,-0.18065370619297028,-0.38768723607063293,2.137383222579956,-0.3931432068347931,-0.8833568096160889,0.7641887664794922,0.4766285717487335,1.7254645824432373,0.1687222123146057,0.15455280244350433,0.5977215766906738,-0.9691325426101685"
2353,"0.20824332535266876,0.013023652136325836,-1.9471509456634521,1.3741464614868164,-1.056603193283081,-1.110487461090088,0.03601070120930672,-1.3264265060424805,-0.9549833536148071,-0.8349804282188416,2.06433367729187,-0.8489769697189331,0.967653214931488,0.31204697489738464,-0.23397518694400787,0.4280347526073456,1.0217137336730957,0.5366743803024292,0.5059630274772644,0.8457408547401428"
2354,"-0.2524963915348053,1.9490857124328613,-0.2101062834262848,-0.5236430168151855,0.30170655250549316,-0.9690456986427307,-0.4244978129863739,0.968410313129425,0.7317067980766296,-0.8765060305595398,1.4884449243545532,-0.062272973358631134,-1.0637203454971313,-0.8411828875541687,-1.7022510766983032,0.5569337606430054,1.722355842590332,0.8604381680488586,-0.7102925777435303,-0.9430674910545349"
2355,"0.4515400826931,1.7193490266799927,0.48205482959747314,-0.23786726593971252,-2.41302490234375,0.4646593928337097,-0.4923941195011139,-0.9074840545654297,-0.5909273624420166,-0.11465492844581604,1.7143393754959106,-0.3424545228481293,-1.3631466627120972,-0.040573373436927795,0.6432539224624634,0.12375827133655548,0.5452814102172852,1.624590516090393,-0.6463198661804199,-0.6199793815612793"
2356,"-0.63209468126297,0.4849105179309845,-0.7367823719978333,0.6436632871627808,-1.1357293128967285,-0.05922501161694527,-1.554177165031433,1.3380494117736816,-1.1734472513198853,-0.8304523825645447,0.5328344106674194,-0.10541582107543945,-0.35755985975265503,0.40009042620658875,-1.785774827003479,0.2106902003288269,1.9359639883041382,1.5827016830444336,0.5900053977966309,0.6517501473426819"
2357,"0.49248912930488586,-0.8010256290435791,-1.8761359453201294,0.11920227855443954,-0.6633686423301697,-1.4050114154815674,-1.003876805305481,-0.11401135474443436,0.7567499279975891,-0.05945059657096863,0.9708872437477112,0.05248310789465904,2.157336711883545,1.6759954690933228,-0.9607693552970886,-0.5397045016288757,0.03570619970560074,1.0260034799575806,0.7332168221473694,-0.5967166423797607"
2358,"0.6559744477272034,1.1582565307617188,-0.6035646796226501,-0.9862644672393799,-0.6838260293006897,0.5223067402839661,-0.5533908009529114,-1.47562575340271,-0.5925272703170776,-0.8791121244430542,0.6351102590560913,1.2613040208816528,-0.30016055703163147,0.07500126957893372,-0.7967504262924194,0.9441410899162292,2.014957904815674,0.9620842933654785,0.5496688485145569,-1.9075825214385986"
2359,"0.21426735818386078,1.4044133424758911,-0.25589269399642944,-0.02094150334596634,-1.5249321460723877,0.410031259059906,-1.8356435298919678,0.8915319442749023,-0.5847273468971252,-1.7775490283966064,-0.4129132628440857,-1.008775234222412,-0.2163412719964981,1.1757415533065796,-0.0676339864730835,1.4880479574203491,1.3278779983520508,0.9773567318916321,0.21176844835281372,-0.3956865668296814"
2360,"0.6090164184570312,-1.295656681060791,0.5028804540634155,-0.19485367834568024,0.5199269652366638,0.7656782269477844,-0.7872898578643799,-0.3638312816619873,-0.5142525434494019,-1.354595422744751,0.5153932571411133,-1.2546675205230713,0.2688082754611969,-0.3952510952949524,-0.20554296672344208,-0.8869028687477112,-0.4148726761341095,2.1782262325286865,2.471906900405884,-0.16412018239498138"
2361,"0.49231961369514465,2.105304479598999,-1.682708501815796,1.119004726409912,0.23938816785812378,0.36386027932167053,-1.919051170349121,0.706815242767334,-1.1969770193099976,-0.7138781547546387,0.4363589286804199,0.422966331243515,-1.2333645820617676,-0.23991554975509644,-0.6987990140914917,0.2504507601261139,-0.2621021866798401,0.7620635032653809,1.308058738708496,-0.25979435443878174"
2362,"-0.10225455462932587,-0.05631832405924797,-1.5526974201202393,-0.29118773341178894,-0.9459723830223083,-0.8384852409362793,-0.10011647641658783,0.9250473380088806,0.7700844407081604,-1.0838607549667358,0.4794369041919708,1.9488906860351562,-0.13642148673534393,1.0513982772827148,-1.5543607473373413,-1.1612523794174194,0.7720823884010315,1.6430768966674805,0.8304350972175598,-0.5975245237350464"
2363,"0.5708329677581787,-0.39561715722084045,-1.536929726600647,-0.6265177130699158,0.3197953999042511,0.13469307124614716,-0.8471931219100952,-0.9428460597991943,0.5245120525360107,-1.2092632055282593,1.9143856763839722,1.8948384523391724,0.17145374417304993,0.08077716827392578,-1.1470471620559692,-1.0081472396850586,-0.3563384711742401,1.6786580085754395,0.8514605164527893,-0.0715072974562645"
2364,"-0.2630942165851593,0.6182279586791992,-0.48038849234580994,0.23092173039913177,-1.0853909254074097,0.20255061984062195,-0.7352380752563477,-0.5410026907920837,1.1463139057159424,-2.0747885704040527,0.9331133365631104,0.2223246991634369,0.04469440504908562,1.2694110870361328,-0.8930715322494507,-0.36752650141716003,0.5252105593681335,2.5181796550750732,-1.2280594110488892,-0.042387705296278"
2365,"0.4534580707550049,-0.1154555231332779,-1.5806459188461304,-0.06687168031930923,-0.5069361925125122,-0.4780237674713135,0.3313027024269104,0.9269798398017883,-0.5076711177825928,-1.6817030906677246,0.026999516412615776,-0.7498878240585327,-0.9862821102142334,1.7734931707382202,-0.5555087327957153,-0.2759206295013428,1.6406331062316895,2.041977882385254,0.7724184989929199,-0.46235591173171997"
2366,"0.674557089805603,-1.0635356903076172,-0.6358626484870911,0.1921425461769104,-1.4211642742156982,1.5520579814910889,-0.25064215064048767,1.503261923789978,-0.6889927387237549,-1.9377630949020386,0.6625935435295105,-1.1153526306152344,-0.7121626734733582,0.18819451332092285,0.17523136734962463,0.2557494640350342,0.6132816672325134,2.070852518081665,0.009828763082623482,-0.07227558642625809"
2367,"0.29300954937934875,0.45559656620025635,-1.5543315410614014,2.0408263206481934,0.9016168117523193,-0.7358981370925903,-0.5004799962043762,-1.7253586053848267,-1.6900975704193115,-0.632951021194458,1.258122205734253,1.4896589517593384,-0.26544952392578125,-0.38539615273475647,-0.4104772210121155,0.05369238182902336,0.8540285229682922,0.07220771163702011,0.5898951292037964,-0.10821465402841568"
2368,"1.5714304447174072,0.5499800443649292,-0.6135218739509583,1.074124813079834,-0.9192799925804138,-1.1554757356643677,0.7468526363372803,-0.6192763447761536,-0.4460412263870239,-1.4886292219161987,0.6613802909851074,-0.1474476456642151,-1.4796051979064941,1.5207573175430298,-1.0286539793014526,-0.43757033348083496,0.5476158857345581,1.667333722114563,0.6578377485275269,-0.6618115901947021"
2369,"-0.4687420129776001,-0.7941465973854065,-2.042248010635376,-0.6069297790527344,0.16263318061828613,0.9771016240119934,-0.7026605606079102,0.2265702784061432,-0.5738394856452942,-1.016419768333435,1.2979063987731934,0.13964661955833435,0.11570132523775101,0.887391984462738,0.44143250584602356,-1.553712010383606,1.56020188331604,1.486193060874939,1.1956080198287964,-0.7316885590553284"
2370,"-0.44983264803886414,0.5630427002906799,0.6461418867111206,0.34324949979782104,-0.9857057929039001,1.1366432905197144,-1.6282191276550293,0.6877827644348145,-2.1836700439453125,-0.18420633673667908,-0.45216473937034607,-1.0853724479675293,-0.9352928996086121,-0.0011077038943767548,-0.08861960470676422,0.7048624753952026,0.21352319419384003,1.932542324066162,1.4544857740402222,0.31191614270210266"
2371,"0.7606337070465088,1.096429467201233,-0.932704746723175,-0.5506625771522522,0.7833940386772156,1.363113284111023,-0.45431414246559143,-1.1453546285629272,-0.44443246722221375,-1.4401867389678955,1.1781501770019531,0.06974354386329651,-2.3689687252044678,-0.005772901698946953,-0.027718758210539818,-0.3066376745700836,0.8029971122741699,1.562995433807373,0.575077474117279,-0.5157808661460876"
2372,"-0.10649420320987701,1.9280264377593994,0.19592657685279846,0.3639436662197113,-0.441250741481781,-0.7805129289627075,-1.3024848699569702,-2.2024734020233154,0.04977644979953766,-0.4577617645263672,1.2842026948928833,-0.35485532879829407,-0.27996179461479187,0.7038546800613403,-1.6596603393554688,0.4982150197029114,0.35982343554496765,0.9556317329406738,1.449608564376831,-0.20355337858200073"
2373,"-1.4379823207855225,0.03317246958613396,-0.9949380159378052,0.5720933675765991,-0.9634883999824524,0.07321470975875854,-0.2979697585105896,0.17993012070655823,-0.1990378499031067,1.5318989753723145,0.4176847040653229,-0.692584216594696,-0.40696296095848083,1.0357129573822021,-0.924564778804779,-1.0241920948028564,-0.9760372638702393,2.4737110137939453,1.5156834125518799,0.08465640991926193"
2374,"0.5899736881256104,0.8671125173568726,-0.9001122117042542,0.24857789278030396,-1.0527751445770264,0.4887850880622864,-1.0776145458221436,0.6569005846977234,-2.041898488998413,0.0367572158575058,0.59192955493927,0.081243596971035,-0.8734821677207947,-0.8015009760856628,-1.3208460807800293,2.0047688484191895,0.7370468974113464,1.4381299018859863,0.7660444974899292,-0.43904098868370056"
2375,"0.97074955701828,-0.5235055088996887,-1.77249014377594,-0.15037353336811066,0.9285329580307007,-0.4174301028251648,0.9927607178688049,-0.5618816614151001,-0.10445798933506012,-0.9653002619743347,0.039905697107315063,-0.8656612038612366,-1.5312538146972656,-0.1828630268573761,-1.5330008268356323,0.7772675156593323,1.2308945655822754,1.518270492553711,1.3240464925765991,0.8257904052734375"
2376,"-0.2512703835964203,1.150083065032959,-0.6748276352882385,1.1514972448349,-1.5464202165603638,-0.0533955954015255,-0.39901623129844666,-0.3704202175140381,-0.5887137055397034,-1.4035518169403076,1.6178942918777466,0.4574112594127655,-0.993148684501648,0.41315174102783203,-1.4111912250518799,-0.030566483736038208,1.507097840309143,1.8032644987106323,0.167908176779747,-0.5457857251167297"
2377,"-0.4241800904273987,2.6435773372650146,-0.03907908871769905,-0.448594868183136,-0.7341921925544739,-1.339107871055603,-0.70868980884552,-0.08413401246070862,0.4177955985069275,-0.48240113258361816,2.126518964767456,-0.5743589997291565,-0.9666340351104736,-0.5253773331642151,-1.13335382938385,-0.14913338422775269,0.4046970009803772,1.219285488128662,0.25313442945480347,0.5442278385162354"
