,words
2095,"-0.09699361026287079,-0.3383738100528717,-0.16764259338378906,1.203382968902588,-1.1958857774734497,-0.7455521821975708,0.6522561311721802,-1.9562740325927734,-0.9609889984130859,-0.8798222541809082,-1.5584992170333862,-1.173332691192627,0.18656501173973083,1.7806133031845093,0.6903196573257446,-0.2590588331222534,0.6944133043289185,-0.16884100437164307,0.6541943550109863,-0.14222285151481628,-1.8989307880401611,0.7582044005393982,0.4773899018764496,0.7837674617767334,0.11602801829576492,-0.4433619976043701,0.14432573318481445,1.7018598318099976,1.938612699508667,0.2038479745388031"
2096,"-0.4149194359779358,-0.5662765502929688,0.04290728271007538,0.6123138666152954,-1.1792470216751099,-0.5972506999969482,2.1332855224609375,-0.7667512893676758,0.005331674590706825,1.0521491765975952,-0.677874743938446,-1.2599307298660278,-0.4492793083190918,1.5280563831329346,0.796973705291748,0.6050918102264404,0.8982102274894714,-0.2244502305984497,0.8458393216133118,1.0158857107162476,-2.5449154376983643,-1.505693793296814,0.4468196928501129,0.4638974666595459,-1.2491942644119263,-0.6200158596038818,-0.3165939152240753,0.611346960067749,1.1602168083190918,0.15406867861747742"
2097,"-0.2858695089817047,0.021847201511263847,0.3313066065311432,0.7169888019561768,-0.318441778421402,0.4738604724407196,1.7420002222061157,-0.5700579285621643,-1.3389321565628052,-0.07397998124361038,-2.3133597373962402,-0.493106871843338,-0.9380183815956116,1.9912457466125488,0.526980459690094,-0.6123305559158325,0.13826066255569458,-0.17933261394500732,-0.08155614882707596,0.8400180339813232,-2.619602680206299,0.35241588950157166,0.45538705587387085,1.2492789030075073,-1.1734250783920288,0.5003595948219299,-0.31408312916755676,0.7399510145187378,0.9049485325813293,0.3272474408149719"
2098,"-0.07319056242704391,-0.0024438314139842987,-1.5841941833496094,-0.17347805202007294,-0.1389802247285843,-0.7002965807914734,2.827887535095215,-0.9631802439689636,-0.9243978261947632,-0.7074846029281616,-1.270289659500122,0.11405682563781738,0.15322734415531158,2.080812454223633,0.6890308260917664,-0.8580113053321838,1.0011812448501587,-0.07116454094648361,-0.44495272636413574,0.2592555284500122,-1.4156272411346436,-1.338781476020813,0.6876153945922852,1.202757477760315,-0.48567843437194824,0.05795161798596382,-0.35005709528923035,0.6629281640052795,1.1338690519332886,0.6316348314285278"
2099,"-0.9291132688522339,-0.3334651291370392,-0.29468023777008057,0.8721327781677246,-1.0165143013000488,0.17579109966754913,2.188856840133667,-0.6407679915428162,-1.6643120050430298,0.3970610499382019,-1.0151256322860718,-0.14601467549800873,-1.202301263809204,2.417745351791382,0.7806394696235657,-0.5712085962295532,0.4214169979095459,0.4648153781890869,0.4692668914794922,1.3425756692886353,-1.5543349981307983,-1.0241764783859253,-0.6705486178398132,1.274907112121582,-0.3505137860774994,-0.6078663468360901,0.1187187060713768,0.20576085150241852,1.0795096158981323,-0.1882535070180893"
2100,"-0.3462706506252289,0.4207859933376312,0.7201436758041382,0.5191799402236938,0.5227851867675781,0.5222722291946411,0.5988845825195312,-1.4080101251602173,0.9298677444458008,-0.9799089431762695,-0.907518744468689,1.00346040725708,-2.41522216796875,0.3569272756576538,1.7094513177871704,0.8252285718917847,-1.8327018022537231,-0.7497146129608154,0.17626337707042694,0.07308840751647949,-0.5924550294876099,-0.769102931022644,1.6434379816055298,-0.40072208642959595,0.9519217014312744,-0.5663495063781738,-0.7572510242462158,0.2741485834121704,1.4750771522521973,-0.9976965188980103"
2101,"-0.6308041214942932,-0.23133821785449982,0.7282531261444092,-0.6312527060508728,-0.040687866508960724,0.9766119718551636,1.3807677030563354,-0.7898997664451599,0.8746231198310852,-1.3375264406204224,-1.137208342552185,0.4627026617527008,-1.8274520635604858,0.3634704649448395,1.0774658918380737,-0.18191079795360565,2.018160104751587,0.1317777931690216,-0.0403234139084816,1.5843470096588135,-0.6768903136253357,-1.7827423810958862,0.39468368887901306,1.4374715089797974,-0.024561861529946327,-0.14577901363372803,-1.3399593830108643,-1.331089973449707,0.13784849643707275,0.5812431573867798"
2102,"0.2827032208442688,-0.25459975004196167,-1.2260124683380127,-0.9773427248001099,0.3820091784000397,-0.6741206049919128,0.8934621810913086,0.835878312587738,-0.9178251624107361,-1.3898416757583618,-0.9571337699890137,0.18458174169063568,-0.8151148557662964,1.4502129554748535,0.9022271037101746,0.8532335162162781,1.285280704498291,0.34022286534309387,0.7674302458763123,1.629536509513855,0.8636968731880188,-1.2369801998138428,-0.7978515625,0.48671066761016846,-2.337618350982666,-0.1968810111284256,-1.2908422946929932,0.8531525731086731,1.0978556871414185,-0.03603027015924454"
2103,"-0.5236942172050476,-0.2947710454463959,0.8966355323791504,0.9095965623855591,-0.3827142119407654,0.7745680212974548,1.1689324378967285,-0.6793565154075623,-1.3753235340118408,-0.361091285943985,-2.6867141723632812,-0.9111874103546143,0.17162509262561798,1.002570629119873,0.6267634034156799,-0.2881985604763031,2.300663948059082,-0.7900633215904236,0.30990397930145264,0.5519810318946838,-0.9940800070762634,-1.3035759925842285,0.41246408224105835,0.714124858379364,-0.7213204503059387,0.7306128740310669,-1.2099730968475342,0.342619389295578,1.1482157707214355,0.4607860743999481"
2104,"-0.8417700529098511,-0.6660321950912476,-0.6269516348838806,-0.38534095883369446,1.2805967330932617,1.5793286561965942,1.486311674118042,-1.4772459268569946,0.08585749566555023,-0.7797932028770447,-0.8722519278526306,0.06651880592107773,-1.6137099266052246,0.6531175374984741,-0.4330807626247406,0.7875127792358398,0.7940638661384583,1.747546911239624,-0.11001591384410858,1.856501817703247,-1.3951849937438965,-1.052546739578247,0.42793211340904236,-1.4163676500320435,-0.4708680808544159,-0.6299241185188293,0.36759233474731445,0.27003976702690125,0.23017190396785736,1.1379921436309814"
2105,"0.5913998484611511,0.33614251017570496,1.0183024406433105,1.128960371017456,0.3018356263637543,1.3133493661880493,0.7362228631973267,-0.591120183467865,-0.13443918526172638,-0.32730844616889954,-0.2618560194969177,2.167537212371826,-1.985274076461792,0.7820723652839661,-0.1229223981499672,-1.6161326169967651,-0.5370808839797974,0.6214961409568787,-0.6751359105110168,1.4349586963653564,-2.3786303997039795,0.049882955849170685,-0.5787559151649475,0.5363019704818726,-0.6998549103736877,0.6250031590461731,-1.2435824871063232,0.3468315005302429,-0.2254774570465088,-0.6127259135246277"
2106,"0.4267905056476593,0.2152537703514099,0.14360685646533966,1.1459977626800537,0.9924269318580627,0.13022007048130035,1.7910511493682861,-1.0161181688308716,-1.0780220031738281,0.26531466841697693,0.46717369556427,0.14553578197956085,-2.080667734146118,0.9062901139259338,0.7943147420883179,-0.42293888330459595,0.6797512173652649,-0.30088600516319275,0.6778441071510315,0.8843778371810913,-2.13848876953125,-1.9083869457244873,0.1673789620399475,0.30304834246635437,0.21224179863929749,-0.8615128993988037,-1.9862473011016846,0.19787171483039856,0.41740351915359497,0.829375684261322"
2107,"-1.2234165668487549,0.4682808518409729,1.0579280853271484,1.31326425075531,0.7536939978599548,0.6080988049507141,1.8178377151489258,-1.9773129224777222,0.27144089341163635,-0.49325689673423767,0.8133372664451599,-0.2641923725605011,-1.8485175371170044,-0.41315194964408875,0.32727065682411194,-0.778680145740509,-0.7455747127532959,-0.24706681072711945,-0.9492097496986389,-0.09196668118238449,-0.920252799987793,0.13846144080162048,1.6461923122406006,-0.9048929214477539,0.19560052454471588,-1.414064645767212,0.41504329442977905,-0.2751140892505646,1.4854518175125122,1.2347691059112549"
2108,"-0.02406729944050312,-0.42650261521339417,-0.44859734177589417,0.1397179663181305,1.257009744644165,0.3368317186832428,1.1415233612060547,-0.8220666646957397,0.17512527108192444,-0.18607382476329803,-0.9684240818023682,1.4143869876861572,-1.81876540184021,1.7623215913772583,-0.050393201410770416,-0.1056147962808609,-0.7749897837638855,-0.6256850957870483,-0.12388915568590164,0.21786458790302277,-1.815832257270813,-1.4500101804733276,0.8622006177902222,1.074172019958496,-0.3552027940750122,0.00039763469249010086,-1.2905170917510986,1.1416503190994263,2.202951192855835,-0.4395209848880768"
2109,"-1.5238046646118164,-0.5388697981834412,0.739445686340332,0.982795000076294,0.7961044907569885,0.0588112436234951,2.1774322986602783,-1.8718944787979126,0.7743813991546631,0.2657628059387207,-0.2953525483608246,-0.21446795761585236,-1.0745552778244019,0.8316982388496399,0.6115838885307312,-1.3462016582489014,1.98190438747406,-0.33556297421455383,-1.153181552886963,0.6613476872444153,-0.37283629179000854,-1.4272472858428955,0.46626654267311096,0.9854183197021484,-0.7980208396911621,-0.7798080444335938,-0.991736114025116,0.23992283642292023,0.708991289138794,0.44167348742485046"
2110,"-0.8601058721542358,-0.39413535594940186,-0.015232758596539497,0.17524173855781555,0.19932200014591217,1.364719271659851,1.787858009338379,-1.5518425703048706,0.9517714977264404,-1.1835225820541382,-0.44648170471191406,-0.01953270100057125,-1.1295799016952515,1.9130098819732666,0.4199381172657013,-1.3287501335144043,-0.31176865100860596,0.7072858214378357,0.646697461605072,2.1006598472595215,-1.0145289897918701,-1.5984935760498047,0.07183279097080231,0.7680020928382874,-0.18617814779281616,0.030749160796403885,-1.1316399574279785,0.8032034635543823,-0.7833186388015747,0.014819994568824768"
2111,"-1.2158355712890625,-0.44292446970939636,1.3780924081802368,0.36332398653030396,-0.37467849254608154,0.6841821670532227,1.7021865844726562,-2.0962624549865723,-0.34217795729637146,-0.24678415060043335,0.3527476191520691,1.2533774375915527,-1.6060582399368286,1.327261209487915,0.272691935300827,-1.460431694984436,-0.5619431734085083,0.5890649557113647,-0.27423515915870667,0.519903302192688,-0.551508367061615,-0.46922484040260315,1.44188392162323,0.546278715133667,-0.3581239879131317,-1.817629098892212,-0.9079639911651611,0.8965483903884888,0.5886431336402893,0.809596598148346"
2112,"-0.20559504628181458,-1.5704597234725952,-0.375948429107666,1.1129639148712158,0.26356616616249084,0.00325945345684886,1.1945745944976807,-1.80137038230896,0.5186223387718201,1.9665120840072632,0.4807356595993042,-0.29144397377967834,-1.3012539148330688,0.8588268756866455,0.5388502478599548,-1.5848416090011597,0.2343340963125229,0.4395864009857178,0.1817711740732193,0.4152446687221527,-2.5929043292999268,-0.8996896743774414,0.06270952522754669,-0.12406397610902786,0.34480786323547363,-0.4812560975551605,0.28684669733047485,-0.20255322754383087,1.3326640129089355,1.195504903793335"
2113,"0.5474575757980347,-0.2562742531299591,0.8754770159721375,1.9483017921447754,-1.010736346244812,-0.2538513243198395,1.1689460277557373,-1.0938036441802979,-1.1526964902877808,-1.81831955909729,-0.554311215877533,-0.9870805144309998,-0.626898467540741,1.2477377653121948,0.7150232791900635,-0.30862143635749817,1.313835859298706,-0.8705538511276245,0.09987865388393402,-0.40863293409347534,-0.8689538240432739,-0.5757255554199219,1.0286049842834473,0.9068843722343445,0.7062724828720093,-0.07377929985523224,-1.7280848026275635,0.059123970568180084,1.956515908241272,0.014263700693845749"
2114,"-0.35497480630874634,-0.7622268199920654,0.38169118762016296,0.2327325940132141,0.8389379978179932,-0.4177534878253937,1.326738715171814,0.44817081093788147,-2.583979368209839,-0.012699197977781296,0.3539401888847351,-0.509365439414978,-1.4918063879013062,0.38199377059936523,1.0784976482391357,1.5542627573013306,0.7115578055381775,0.5783236622810364,1.579107403755188,0.3860205113887787,-0.915266752243042,-1.844765305519104,-0.7193044424057007,-0.7230005860328674,-0.0396670438349247,-1.4277678728103638,-0.1095929741859436,1.3282173871994019,0.8091220259666443,-0.07714353501796722"
2115,"-1.1558620929718018,-0.8779762387275696,-0.935685396194458,0.008967580273747444,1.1003695726394653,-0.23685947060585022,0.5610463619232178,-0.3765508830547333,0.1696184128522873,0.26581132411956787,1.5310463905334473,0.39806535840034485,-1.1121889352798462,1.6304348707199097,1.7131469249725342,-0.7839842438697815,0.46147724986076355,0.0510660782456398,0.12735606729984283,-0.15086138248443604,-1.140628457069397,-0.7219042778015137,-0.40789735317230225,0.89433753490448,0.5472922921180725,-1.1014339923858643,-1.3661437034606934,0.701951801776886,2.1415021419525146,-1.9355136156082153"
2116,"-0.3748084604740143,-0.714086651802063,0.7242942452430725,0.5306287407875061,-1.183734655380249,1.0245519876480103,0.3879392147064209,1.8133491277694702,-0.26368024945259094,-1.3709293603897095,-0.6092415452003479,0.8790744543075562,1.1638144254684448,0.673271119594574,-1.3540180921554565,-0.1800839900970459,0.6744917035102844,1.5901447534561157,1.0630910396575928,1.1025456190109253,-1.6548259258270264,-1.4442180395126343,-0.6636322140693665,-0.6595088243484497,-0.16848322749137878,-0.4318782091140747,0.04802921786904335,-1.193630337715149,1.5288928747177124,-0.9373592734336853"
2117,"-1.3241451978683472,-0.3162406384944916,0.2814590036869049,0.06576602160930634,-0.5820146799087524,0.19621062278747559,2.7321386337280273,-0.29493457078933716,0.713999330997467,-1.5408693552017212,0.5327528119087219,-0.2839241325855255,-0.21179768443107605,0.8979476094245911,0.2045164406299591,-0.7220395803451538,0.6342348456382751,-0.4761057198047638,2.346928596496582,1.1638957262039185,-1.1724449396133423,-1.2247881889343262,0.5634874701499939,-0.705143928527832,-0.6259810328483582,-0.6583818197250366,-0.9884021878242493,0.5294854044914246,1.174420714378357,-0.9100294709205627"
2118,"-0.35707369446754456,-1.019049882888794,0.39392954111099243,0.6369785666465759,0.5474659204483032,0.793347179889679,0.8366889953613281,-2.1545698642730713,0.5607563257217407,0.06822551041841507,0.7970897555351257,-0.6945057511329651,-0.5415817499160767,1.5406405925750732,1.2105294466018677,-0.4976196587085724,-0.20153172314167023,-0.6787737011909485,0.6152245998382568,0.2955942749977112,-1.8110255002975464,-0.340200811624527,1.0985475778579712,-1.5827323198318481,0.14795683324337006,-0.990612804889679,-0.6858640313148499,-0.2583313584327698,2.548086643218994,-0.2775891423225403"
2119,"0.030201755464076996,-0.41438764333724976,1.1289379596710205,-0.01361815631389618,-0.36261069774627686,-0.1284582018852234,0.97734534740448,-1.430098533630371,-0.26077160239219666,-1.2194808721542358,0.04824167490005493,1.4967759847640991,-2.377530097961426,1.5940788984298706,1.277366280555725,0.39711254835128784,0.863618016242981,-1.4520493745803833,0.33331573009490967,-0.7275077104568481,-0.8545413613319397,-0.029126249253749847,1.2361747026443481,-0.5705285668373108,0.053518280386924744,-0.909479022026062,-1.3846296072006226,1.3474173545837402,0.48987990617752075,0.8608326315879822"
2120,"-1.524978518486023,-0.822441041469574,1.2594891786575317,-0.0210314579308033,-0.09303654730319977,0.8110330700874329,0.5489634275436401,-1.4088138341903687,0.09460742771625519,-0.15622621774673462,1.1290634870529175,1.4572163820266724,-1.7295341491699219,1.677005648612976,0.7608411908149719,-0.3084207773208618,-0.730092465877533,-0.39962896704673767,0.42041563987731934,0.8141937255859375,-1.595306396484375,-1.3402506113052368,0.41233402490615845,0.5374897718429565,0.0639156699180603,-0.5891389846801758,-0.9431689977645874,-0.6815945506095886,2.1094887256622314,0.24760596454143524"
2121,"-1.2180954217910767,-0.05196641385555267,0.4290034770965576,-0.15763205289840698,0.05606997758150101,-0.6990376114845276,-0.17159879207611084,-0.41864755749702454,-0.012446152046322823,-0.9207744598388672,0.03525546193122864,2.3822009563446045,0.1196601465344429,1.4156450033187866,0.8579493165016174,0.24002870917320251,1.9897384643554688,-0.07093292474746704,0.8308337330818176,-0.027872130274772644,-2.338975667953491,-1.3782786130905151,-0.26236534118652344,-0.28393301367759705,0.2967148721218109,-0.4404102563858032,-1.7268049716949463,-0.5381152629852295,1.4860016107559204,0.5787844061851501"
2122,"-1.3688068389892578,-1.090277075767517,-0.4936354160308838,0.2838476300239563,0.12872689962387085,1.986890435218811,0.8661531209945679,0.3097202181816101,-0.6848270297050476,-1.6087071895599365,-1.349888563156128,-0.5100246071815491,-1.5616965293884277,0.9433028697967529,1.2510106563568115,0.7104080319404602,0.13863657414913177,0.5887675285339355,-0.8613247871398926,0.07041047513484955,-0.10948214679956436,-2.229477882385254,1.223383903503418,0.5646578073501587,-0.5106740593910217,0.5760009288787842,-0.04908599704504013,1.2183352708816528,0.9356876611709595,0.6319683194160461"
2123,"-0.7082042694091797,-0.2104789912700653,1.7398524284362793,-0.41548246145248413,1.1555874347686768,2.533404588699341,1.1989333629608154,-1.7221356630325317,-0.6181187629699707,0.8275268077850342,0.002335343509912491,1.130959391593933,-1.2881120443344116,0.6806378364562988,0.04117634519934654,0.16516700387001038,-0.29423215985298157,0.651017427444458,0.8302785158157349,-0.08481092751026154,-1.4491305351257324,-0.4730550944805145,-0.19515326619148254,-0.11450229585170746,-1.8001984357833862,-0.1742902547121048,-0.5462990999221802,-0.10869377851486206,0.6604353189468384,-1.4144139289855957"
2124,"-1.2734383344650269,0.40366607904434204,1.7678502798080444,1.1356124877929688,0.36945706605911255,0.0815751850605011,1.1106122732162476,-0.7379012107849121,-1.3488274812698364,-0.704330325126648,0.327944815158844,1.0673056840896606,-1.3679299354553223,1.0401169061660767,1.0003162622451782,-0.9012631773948669,1.2814362049102783,0.2140207439661026,-0.40615689754486084,0.9843170046806335,-1.7424854040145874,-1.6517136096954346,0.2779249846935272,0.16679705679416656,-0.8389682173728943,-0.8403876423835754,-1.4067156314849854,0.3965266942977905,0.9425332546234131,0.6521056890487671"
2125,"-0.9844396114349365,-0.15369993448257446,-1.358060359954834,0.10524916648864746,-0.060822419822216034,-0.7819764614105225,0.413967102766037,-1.3225562572479248,1.5819339752197266,-0.8280752897262573,-0.15810953080654144,0.6318369507789612,-2.083822727203369,1.1138553619384766,1.7202208042144775,1.0391325950622559,0.17339226603507996,-0.6076953411102295,1.0553070306777954,-0.17277999222278595,-0.4318160116672516,0.27899718284606934,1.2545981407165527,-0.8161030411720276,0.273400217294693,-0.2861303687095642,-1.9539810419082642,-0.19117335975170135,1.0830962657928467,1.4662543535232544"
2126,"-0.8939103484153748,-0.6874555349349976,1.169234037399292,1.3024553060531616,-0.21803991496562958,0.8218346834182739,1.7612719535827637,-0.8274028301239014,-0.22172541916370392,-1.8979477882385254,1.2524489164352417,0.4051310122013092,-0.821237325668335,1.4059878587722778,0.37322425842285156,-0.41169360280036926,-0.8907181620597839,-0.05417010560631752,0.30530601739883423,0.7504511475563049,-1.350434422492981,-1.445676326751709,0.18802383542060852,0.28175804018974304,0.07953096926212311,0.7300787568092346,-2.4186532497406006,0.32095852494239807,0.9116500020027161,0.07972048968076706"
2127,"-0.80500328540802,0.39654773473739624,0.8742147088050842,-0.4456653296947479,0.7064249515533447,0.8704764246940613,0.34831005334854126,-1.0591214895248413,-0.43813633918762207,-1.4841632843017578,-0.6985620260238647,1.625121831893921,-0.6462310552597046,2.0376241207122803,-0.04536211118102074,0.7779055237770081,-0.7636845707893372,-0.06858395040035248,0.8441762924194336,0.2382800281047821,-1.5974040031433105,-1.3352307081222534,-1.9402475357055664,-0.4748157560825348,0.274469256401062,0.07594230026006699,-0.7047898173332214,0.9314928650856018,1.8710098266601562,0.6350058913230896"
2128,"0.6873756647109985,-0.35443001985549927,-1.0644214153289795,1.2888777256011963,-0.10764212161302567,0.9062642455101013,0.3317268490791321,-1.5256450176239014,0.22086191177368164,-1.1606595516204834,-1.7019197940826416,0.5328280329704285,-0.6848889589309692,1.0942909717559814,0.35769256949424744,0.05594146251678467,1.1159381866455078,1.1416997909545898,0.27020540833473206,1.0354444980621338,-1.004105567932129,-0.9175562858581543,-1.4342970848083496,-0.24587269127368927,0.37974241375923157,-1.843034267425537,-0.34379473328590393,1.4366874694824219,1.8625564575195312,-0.32986563444137573"
2129,"0.08998620510101318,0.26455432176589966,-0.0648593008518219,0.8341808915138245,-0.1241244226694107,0.6487036943435669,1.9162606000900269,-2.506082057952881,0.389522910118103,-0.5999616980552673,0.2972966432571411,2.0170466899871826,-1.7761393785476685,0.1179148480296135,1.0004801750183105,-0.39103323221206665,0.04399734362959862,0.3159877359867096,-0.26511624455451965,0.7338651418685913,-1.9408106803894043,-0.7622656226158142,0.07626450061798096,-0.5663008093833923,0.8227459192276001,-0.6373255848884583,-1.1745742559432983,-0.5708014369010925,1.0263131856918335,0.7842734456062317"
2130,"-0.2644885778427124,-0.5820858478546143,0.5584859848022461,-0.3964124619960785,0.5835767388343811,0.04604100435972214,0.24098171293735504,-2.7963545322418213,0.29464974999427795,-2.638935089111328,0.534029483795166,0.7109131813049316,-1.3105002641677856,1.8951581716537476,1.0403798818588257,0.13122840225696564,0.052282094955444336,0.05074893683195114,0.3949417471885681,-0.08454293012619019,-0.5174648761749268,-0.694107711315155,0.2782896161079407,0.3776015341281891,1.266661286354065,-0.6633948683738708,-0.8076207637786865,0.9405859708786011,-0.03028731420636177,1.3896394968032837"
2131,"-1.1945021152496338,-0.07389853894710541,-0.7489607334136963,-0.029333457350730896,1.1283290386199951,0.5049055814743042,2.900465488433838,-1.1529988050460815,0.1370793730020523,-0.6696116924285889,0.10044960677623749,0.992596447467804,-1.6547812223434448,0.8068534135818481,0.15027108788490295,-0.6589347124099731,1.305160641670227,0.3981635272502899,0.5108418464660645,0.4953382611274719,-1.4784609079360962,-0.95069819688797,0.6122509241104126,0.3110274076461792,-0.8812534213066101,-1.169493317604065,-0.5046118497848511,-0.5525375604629517,1.6474230289459229,-0.28107911348342896"
2132,"-1.380362629890442,-0.3551861345767975,0.23491179943084717,0.8911154270172119,-0.031884245574474335,1.242370843887329,0.2685033082962036,-1.011320948600769,1.4307620525360107,-1.95805025100708,0.42690518498420715,1.8332926034927368,-2.504462480545044,0.4654392898082733,0.49463319778442383,0.18265601992607117,0.49821221828460693,0.9502353668212891,-0.31570422649383545,0.10270518809556961,-1.0888442993164062,-0.6997861266136169,-0.7928192019462585,0.8669212460517883,0.38140422105789185,0.2908657491207123,-0.9973447322845459,-0.7509673833847046,1.4703222513198853,-0.14452311396598816"
2133,"-1.519574522972107,-0.43469929695129395,0.9056411385536194,-0.475290447473526,0.38360172510147095,1.6299691200256348,0.6031982898712158,0.7291519045829773,0.19240359961986542,-0.5898115038871765,-0.2665403187274933,0.9602541327476501,-0.6552451252937317,0.0002740435302257538,-0.12899993360042572,0.5050076842308044,0.3798653781414032,0.8215280771255493,-0.7911848425865173,0.9449489712715149,-1.94880211353302,-1.6295206546783447,-0.9159361124038696,-0.4525774419307709,0.8490533232688904,-1.027614951133728,-1.3840539455413818,0.29984956979751587,2.6287548542022705,0.3863501250743866"
2134,"-1.5885449647903442,-0.11228504776954651,0.29606831073760986,1.4923815727233887,0.23063479363918304,0.9021981358528137,0.8176673054695129,-0.6320395469665527,-1.2935775518417358,-1.2913987636566162,-1.0282725095748901,2.1626431941986084,-0.5494125485420227,0.665799081325531,1.7981215715408325,0.14746525883674622,0.5760903358459473,0.5459835529327393,-0.5552816987037659,1.1499933004379272,-1.4719446897506714,0.7622370719909668,0.12370483577251434,-0.586862325668335,-1.6613484621047974,-0.856377124786377,-0.8724977374076843,0.17298276722431183,0.6954306364059448,-0.03955864533782005"
2135,"-1.1169204711914062,-1.9387480020523071,-0.29376575350761414,1.6172233819961548,-0.05968217924237251,-0.05817841365933418,1.588586449623108,-0.7895245552062988,-0.4037265181541443,0.4196588397026062,-0.7971510291099548,-0.48259633779525757,0.22167085111141205,-0.5199856758117676,0.31634312868118286,-0.02364608272910118,1.7217798233032227,1.1212215423583984,-0.42306894063949585,-0.2681189775466919,-1.9972047805786133,0.05476844310760498,2.109069347381592,0.3433992862701416,-0.27899879217147827,-0.7043042778968811,-0.7798717617988586,-0.35468655824661255,1.7809631824493408,-0.004504218697547913"
2136,"-0.45731601119041443,0.8163058161735535,1.5835806131362915,0.004769413731992245,0.18869708478450775,2.134549140930176,1.0498507022857666,-0.5263710021972656,-0.2807961702346802,-1.133743405342102,-0.8481271862983704,1.3415857553482056,-0.8152235150337219,0.7751723527908325,-0.6690171360969543,-0.15481752157211304,-0.8337578177452087,0.5104774832725525,0.14191651344299316,2.0529026985168457,-2.1291866302490234,-1.7091314792633057,-0.751922607421875,-0.444958359003067,0.561122477054596,-0.027230827137827873,-0.8437231779098511,-0.3423977196216583,0.6740378737449646,0.13275264203548431"
2137,"-1.255134105682373,0.3380822241306305,-0.13377031683921814,0.7677172422409058,0.07745435833930969,1.7838279008865356,0.21032044291496277,-1.9041941165924072,-1.3910552263259888,-2.3873465061187744,-0.3061800003051758,0.746963620185852,-0.5970907211303711,0.600178599357605,1.278006672859192,-0.20325618982315063,-0.21058282256126404,-0.2885182499885559,0.4248371422290802,1.0242589712142944,-1.3223820924758911,-0.37496158480644226,0.47666144371032715,1.557504653930664,0.700098991394043,-0.3098658621311188,0.1646934449672699,-0.12202729284763336,1.6363656520843506,-0.9806058406829834"
2138,"-1.0084550380706787,-0.48459362983703613,0.38463279604911804,0.8815358877182007,0.3439502418041229,0.8243545889854431,1.268216848373413,-0.5886745452880859,-0.7012354135513306,-0.8754605650901794,-0.46490129828453064,0.9016154408454895,-1.5576279163360596,2.0387628078460693,0.315510630607605,-0.05956600233912468,0.2513739764690399,-0.7979779839515686,-1.3745737075805664,1.32216477394104,-2.2108330726623535,-0.6956126689910889,1.2091197967529297,0.7183681130409241,0.67411869764328,-1.0461376905441284,-0.729902982711792,-0.39274707436561584,1.4038351774215698,0.4507402777671814"
2139,"-1.0944108963012695,-1.2015249729156494,1.2293992042541504,0.8167833685874939,-0.21769052743911743,0.8307945132255554,0.20480413734912872,0.2902601659297943,-0.9516705274581909,-1.6162110567092896,-0.4054130017757416,0.8056768774986267,-0.5164958238601685,0.8676978945732117,0.9073716998100281,-0.07854016125202179,1.118399739265442,-0.11117774993181229,1.095359206199646,0.8030000329017639,-1.414254903793335,-1.2656478881835938,0.4494754374027252,-0.29444506764411926,-1.1158190965652466,-1.4043828248977661,-0.33070501685142517,1.1010748147964478,2.4037537574768066,-0.9054608345031738"
2140,"-0.8910170793533325,-0.2243746817111969,-0.24976010620594025,0.2604365646839142,-0.6398560404777527,-0.12929897010326385,0.9726510643959045,-1.9058234691619873,-0.046394675970077515,0.0501941442489624,-1.9029823541641235,-1.4558837413787842,-1.469366192817688,0.5286142826080322,1.4808367490768433,0.18593047559261322,1.0673291683197021,0.1780346781015396,1.3242812156677246,-0.07752610743045807,-1.1769955158233643,-1.0590108633041382,0.9583708643913269,1.2618681192398071,0.6731616854667664,-0.022276271134614944,-0.6510883569717407,0.0167721975594759,0.9960997104644775,1.9470734596252441"
2141,"-1.628319501876831,0.1497015357017517,0.010475965216755867,0.8711109757423401,-0.6969011425971985,0.2348165065050125,2.0129740238189697,0.24496285617351532,-0.9393353462219238,-0.7847153544425964,-0.8590783476829529,0.062073659151792526,0.16002987325191498,1.7647372484207153,0.9378021359443665,-1.788802146911621,0.37568360567092896,-0.028452903032302856,-0.10092326998710632,0.3800293505191803,-1.9194296598434448,-1.2671253681182861,1.0892906188964844,1.273430347442627,0.21790345013141632,-0.5595340728759766,-1.1737407445907593,0.058093342930078506,1.4553954601287842,0.4478479027748108"
2142,"-0.1991916298866272,-0.8136144280433655,-0.1653459668159485,0.014644233509898186,-0.07762382924556732,-0.9678463339805603,1.9620338678359985,-0.9125090837478638,-1.1709377765655518,-0.817312479019165,-1.7156689167022705,-0.9574353694915771,-0.6393360495567322,2.372706413269043,0.8003491759300232,-0.5164975523948669,0.11345411837100983,-0.35995233058929443,0.9626368880271912,0.5349234342575073,-2.0253384113311768,-0.5868580341339111,0.5023890137672424,0.8819201588630676,0.6839535236358643,0.5922664999961853,-0.18539419770240784,0.4391089081764221,1.5670899152755737,0.6833865642547607"
2143,"-0.32874834537506104,-0.7725692391395569,0.32914549112319946,0.643834114074707,-0.07675745338201523,0.29294905066490173,1.5951203107833862,-2.0101544857025146,-1.4090675115585327,-0.8252364993095398,-0.655669629573822,-0.06300448626279831,-0.08965044468641281,1.551066279411316,1.1108992099761963,-1.613085389137268,-0.042643964290618896,-0.9662188291549683,0.36140868067741394,0.9331924319267273,-1.310133695602417,-1.5312929153442383,-0.5659170746803284,1.2805079221725464,0.2655792832374573,0.0502607524394989,0.4013722240924835,1.702684998512268,1.1316474676132202,0.6104824542999268"
