,words
52,"2273,1623,5725,10226,10483,2222,4976,11608,8357,6913,2777,0,12235,5754,31,2981,911,850,7547,651,7252,5645,2764,1895,7866,10369,3000,7547,1797,6760,7966,1916,7802,9308,5754,7324,2338,8441,6350,10454,2719,7098,3930,7962,1515,5754,7180,505,8964,4976,2494,7384,3000,7547,2671,6345,714,1916,604,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
53,"7962,3390,3416,7547,39,6872,6651,11608,6478,6521,1802,9339,5754,8155,10528,4823,1916,2996,3651,2582,104,257,5897,8080,1298,9287,864,4796,5897,1981,70,5077,7547,5941,7962,3311,9893,11023,4629,11701,7962,7603,9382,4629,9513,358,5754,2996,7725,7390,9648,7962,6256,11531,257,6651,8207,10454,5094,6551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
54,"9960,6405,5468,7823,4941,6598,1688,0,2719,6598,6405,6761,1916,7547,2222,505,12179,1981,9597,7547,10272,3388,0,3695,6598,4954,623,6040,0,10329,3000,7547,10064,640,11608,3734,3964,7198,0,10606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
55,"4278,6267,11848,8637,1981,3311,11608,3136,6846,5191,6625,8637,505,4648,11369,4489,994,7547,3185,2957,3157,566,12209,4627,10546,373,2591,2124,7980,5897,9091,4976,5893,6648,4469,5480,7962,9091,5897,305,7962,3074,9516,841,3416,3883,6042,11961,1048,5505,468,4976,5893,4488,10079,10623,6405,4674,7547,5218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
56,"5931,8337,10474,986,8963,3888,8774,2690,715,1688,0,1448,0,9915,1648,4547,6413,9877,5897,9088,7962,4627,12293,5897,4547,4067,0,10519,10008,9081,9597,566,12158,7547,11099,3000,7547,9241,5176,11857,3884,6405,8155,6262,4954,4976,8623,0,10485,6382,514,1394,7794,11608,4566,5897,9026,0,6544,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
57,"9309,3000,4921,7547,12205,5832,9124,505,10887,1916,4477,1916,8637,9091,3293,11697,566,5937,9416,0,12211,2344,4571,3764,6405,3293,6917,10425,6917,6551,4836,0,10485,9311,1916,5725,1916,566,3074,6975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
58,"7962,3108,6709,514,7962,5074,11494,6435,6040,0,5759,7725,1916,7962,4059,6651,7509,9164,0,2582,7962,4059,5897,510,7988,6651,11608,12281,0,2582,10498,11608,2828,5669,1916,8637,7450,472,4976,11608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
59,"6257,525,566,1916,7962,3311,11361,11608,8393,11571,8903,6256,2996,5204,7866,5893,10609,5469,640,11608,3380,10051,8974,7270,5064,1916,11257,10435,5469,8903,11531,7603,9382,2453,10310,4151,10435,6405,7547,5218,2719,4066,22,6405,8830,4461,10485,1298,11608,2088,10887,12330,6166,640,996,5469,9597,566,5480,6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
60,"3884,4566,8116,2484,2561,10485,1298,6382,514,7962,11031,2996,11249,6483,6551,7787,6544,3311,2088,6761,3884,6405,11608,1275,1688,6544,9091,4921,3000,7547,3483,10336,11608,9583,6465,11249,1155,11524,8637,9287,5187,7508,623,11361,6761,11637,1083,10568,6405,3293,6721,6067,5897,3175,2149,6544,3311,11608,7193,9117,7962,6435,7547,9023,11387,1230,1123,6405,11608,1298,1680,5118,914,1123,6405,10886,1154,566,11249,4627,5233,6628,6405,11608,7252,1688,6544,3311,11608,115,3000,154,10336,5897,5840,7390,1916,4179,7980,6405"
61,"5759,7725,7390,7528,10498,4976,5098,6651,4388,1916,7262,10390,5897,9989,3416,4681,8904,7509,2202,6551,5397,3083,9035,11579,183,10336,7270,7918,6405,305,1298,1002,0,3884,4566,6405,3321,1916,7962,6338,3884,6405,9269,8155,6262,10860,4976,4921,3000,9883,0,1426,2160,8637,6256,1549,8005,9091,11608,10132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
62,"3884,11249,4547,11608,2153,4906,4804,514,7547,10533,5486,2484,8502,10425,7962,6256,5897,2041,2593,4586,8903,257,5897,774,12066,2367,8743,8155,3159,1021,7962,5554,7547,9583,11503,5754,4921,7547,7721,3684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
63,"3694,346,6651,3915,8805,1841,346,6651,2764,5124,5486,841,2484,8786,6871,6184,11297,10533,12335,2863,7962,4059,5754,8155,9271,6651,7078,1916,4921,3000,472,6256,11608,6761,3159,11035,4327,4566,5665,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
64,"10375,566,12209,7705,7270,3912,8207,4524,10220,5754,6391,3269,10106,11696,11883,0,8908,10196,12012,0,7962,6256,257,5897,5893,11385,348,4629,10716,7683,1916,3078,6651,2996,11958,6551,305,10850,2593,8155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
65,"6476,7962,11193,3930,591,9287,10008,9382,6651,7547,486,514,7962,3311,5897,2840,3930,7547,12017,9401,3884,4954,6405,4271,8418,0,4595,641,6405,7547,5218,7866,5937,4319,4954,7387,4523,0,2719,6971,7962,9276,3390,4976,12077,4914,8338,6917,7962,5486,4976,7547,4633,6521,11608,154,9431,1432,7547,4394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
66,"2582,3311,257,3596,5897,492,7590,2577,10064,7262,8633,6178,1123,4219,5064,5897,5340,7547,1961,1916,230,7558,6546,2507,5468,1500,5897,7547,9961,784,3000,7547,7783,7866,7494,1916,8958,5897,8417,7547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
67,"9265,7971,0,514,3293,6118,6713,6734,3293,658,7270,5893,1688,1123,753,3930,8637,9287,11193,4469,3335,5897,4528,11065,1916,4528,8120,5469,7962,3311,5897,2840,3930,8155,3736,9382,6405,4914,12200,7547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
68,"5759,1800,1916,7962,11494,10008,358,5897,5893,4954,5505,8637,9612,0,7962,10021,183,10405,10482,3365,131,2547,4213,7187,4566,4976,5392,3000,7214,0,7493,6610,6405,4390,514,7547,1961,6405,336,7547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
69,"10930,7962,10854,257,5897,7327,4976,7547,7052,5348,11608,2088,4834,4566,6651,7078,8656,7547,8118,0,2563,6761,6598,7866,6035,2981,11271,0,10615,1394,11608,11376,3218,514,5348,11232,2868,566,5480,1202,7962,6435,6444,0,2083,9228,3855,0,1743,6551,2194,3930,7962,11736,5897,6165,7390,7547,8176,7962,3631,1126,4566,11940,3676,5891,3049,0,2719,10568,6405,10150,514,3293,6917,1667,6917,7547,9173,8622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
70,"9110,2996,11369,3000,4344,10498,719,6651,11608,2328,6651,2635,8649,785,7962,8793,5893,5486,7547,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
71,"7962,10886,5893,1688,6022,9460,5267,4819,7523,10787,308,6022,1584,8588,2719,3694,9492,9135,505,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
72,"11378,4517,5628,2930,6291,2484,7813,6715,1482,10738,6651,11653,9655,8637,7488,4517,587,8587,3293,9656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73,"7962,3311,220,9382,11608,6100,3000,11701,5754,8316,9459,3000,5557,6912,7547,9954,6229,8637,505,6035,2582,6286,4586,9319,9513,4976,10847,5893,440,12307,11354,3000,7547,6862,1275,3085,1916,4073,5146,3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74,"2239,2453,12124,9813,6651,5737,4921,3000,8155,2984,4510,5897,4547,8858,9270,7962,10171,6551,4921,2199,3380,7252,6042,1655,7609,2593,663,776,677,10444,9755,3000,5893,4566,6917,11608,1951,1299,5938,4631,3380,2635,2153,4906,5633,3930,3906,11608,10717,4906,6651,11608,7252,5988,2330,150,10286,2593,7365,9915,11299,6651,2995,3085,4976,1965,4802,566,9852,9382,6521,2593,11398,7547,12265,6405,1298,6492,6544,9269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
75,"3884,740,5734,6405,11608,7252,4566,5897,10008,5754,7725,10454,6521,11608,5230,3695,5291,3000,7547,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
76,"3884,6405,11608,4248,438,3000,10665,4037,6313,5754,12093,7136,11023,1916,4155,11803,6184,1916,6478,10568,3884,4624,10649,4954,6405,1390,5897,7547,39,9861,5665,6551,6405,10208,7547,2069,6945,5094,10283,4415,829,623,11608,7919,6354,1710,4684,5897,6755,7999,11524,9382,8637,4383,3317,1509,2797,2719,315,11340,8601,4411,10171,640,807,8190,6551,6256,5844,12235,10000,1538,5439,6846,6405,4574,1173,514,9650,305,3884,315,10298,4954,2243,10348,4038,1916,11608,5092,11720,1034,6651,11608,10144,7078,10454,8207,4976,11608"
77,"11257,5222,6405,10369,3000,8155,6262,5547,4976,10696,0,8903,257,841,9081,6651,10716,1916,7547,6184,7962,6435,5893,6354,7033,0,7962,5486,2538,5897,5340,639,10008,2868,7262,9726,5897,1241,2607,9135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
78,"2719,7473,10376,6405,9404,11608,11107,5881,5754,11550,11690,1639,1916,9157,5881,2764,0,4595,10568,623,2695,10254,2243,4009,10268,2117,5754,7547,5218,10533,7962,3311,10021,4976,11435,0,1083,12265,6405,6035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
79,"7962,9755,8637,1648,3311,4509,8155,6122,12138,7270,7547,12227,1728,2868,7547,911,4059,5439,1916,7547,8903,257,5897,3854,11608,7193,11701,1916,3311,5897,2840,3930,7547,10533,623,1298,3440,2577,10064,5469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80,"2582,2026,9382,6651,4009,11886,4356,6730,1916,10390,5897,1895,7866,7547,10860,6651,4009,2330,2868,7262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
81,"6807,1509,6291,1688,4278,2267,3000,3015,6547,3000,6761,2635,5492,11361,6917,9236,6917,3941,1916,606,12046,7056,3293,7547,7884,10053,3000,5118,4907,514,5893,4566,6256,2996,6745,11276,214,4921,4907,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
82,"10329,3000,8155,9285,3412,9269,5294,514,2202,5893,6405,10369,3000,8155,9954,1652,1790,7962,12078,6551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
83,"7962,5480,3293,10849,5893,7412,5088,0,2038,5486,4009,3246,6229,4976,9051,11405,1916,10252,10834,505,2719,3631,4592,4566,4976,4918,0,6539,6903,4976,7547,5392,3000,7547,3046,2951,6405,1033,0,6504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
84,"11402,6651,11789,9339,2484,10171,9081,2453,11789,5897,2772,11369,7547,2354,0,1083,10498,11608,8137,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
85,"12023,5893,5329,10485,10478,4469,566,11249,9969,3000,10127,5754,5468,10330,1613,9597,566,4798,1178,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
86,"2719,11440,785,7441,3710,1493,11381,505,10268,2581,10999,6405,7547,6598,6560,3157,8246,2390,2683,7962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
87,"7962,3311,5897,2840,7547,10713,5486,3321,1916,10150,4038,6651,4469,566,907,12292,12085,2026,5754,2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
88,"11402,9382,5754,11608,11785,3000,4211,1916,5486,6035,10662,8903,8881,257,5897,10369,428,4954,10065,7547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
89,"3884,6405,8155,2213,5777,4954,5897,9146,1916,7547,3159,10369,4976,7547,2168,2460,2719,4954,6405,11608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
90,"6912,3659,3159,7432,5514,6935,10643,6605,4118,2502,6917,7509,6884,4948,7262,7191,11369,5897,1861,7866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
91,"7962,5486,3305,2266,5897,4943,5094,7962,9942,7866,10969,6861,6400,5094,7547,10417,5486,6521,1744,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
92,"9663,5011,11023,8143,12140,5371,4976,10887,1240,4197,8788,4869,4566,2121,5812,11369,3000,7547,385,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
93,"7113,10369,3000,7547,5218,9671,8903,12209,11797,5914,6651,7547,12205,8089,2465,4647,6708,514,6551,5486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
94,"3719,1249,6183,0,6544,3311,11608,6035,2828,6053,5897,6027,3521,3000,11004,1916,6981,5754,6862,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
95,"328,5845,6405,12140,1916,7547,3175,6405,7547,5218,8903,6256,4976,640,4926,2460,4483,10171,10005,6807,3884,969,6405,11608,1271,6053,5754,2996,3000,7547,9954,9645,350,8903,12209,6525,1123,6405,10887,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
96,"5893,6405,8155,6262,2328,5897,11055,0,10485,1161,1175,6053,5754,6334,1830,1916,7252,3688,0,10485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
97,"10194,5895,6405,3659,1134,10947,1126,4566,4976,9822,214,5296,7962,10008,9081,4629,11701,11608,8118,2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
98,"12046,11608,11962,10528,5469,7962,10171,5897,10008,10670,5589,799,3311,5897,6975,566,5897,9146,7547,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
99,"7962,4059,5897,9900,6651,11993,6932,5823,5073,2341,5505,6551,5486,1362,5897,5064,7866,8155,7558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
100,"4872,4914,9940,108,3000,5893,3321,6598,7619,5077,6521,4040,4944,5893,4566,5074,623,7547,7877,5897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
101,"3952,9382,505,6331,281,10837,5754,7547,8468,11138,6335,0,12235,10268,5086,0,6496,2538,3930,7547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
102,"3157,10369,1648,3311,2607,7866,7547,7451,10196,11325,5897,993,4749,10105,8967,8705,11608,2088,6761,2607,7543,7362,6184,5754,3626,5204,1916,8160,8412,2719,8893,9127,2410,8155,10647,5486,11998,6745,1916,5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
103,"3719,3402,7252,486,7252,618,7252,2608,9296,4976,10479,8336,6405,2088,3926,3056,0,0,0,0,2511,640,11608,10051,11369,3000,7547,1500,7390,8155,10001,6390,3000,7547,9342,7536,5486,11608,1275,2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
104,"6309,1916,666,6309,1916,7386,4683,8649,11996,4683,3030,4683,11608,9827,338,8877,5320,2026,5897,8578,7962,6256,11608,7252,3736,841,4976,10181,1916,1879,6521,9021,7547,9537,9127,5052,5064,5486,1298,8376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
105,"4517,7547,6199,2627,3000,7771,384,8187,5754,1887,1916,4273,1885,3884,5967,5807,2817,7547,9619,8387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
106,"12023,7547,1297,4850,1370,1961,895,3807,0,251,8138,5897,30,661,1916,1169,0,3157,1536,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
107,"8036,1703,3930,2115,5897,4547,3238,5439,698,5469,5893,6405,3293,4009,11213,6598,9947,9619,0,9915,3157,1536,4976,5992,1916,566,5536,11608,6598,2360,1440,8141,6405,11608,7252,4566,5897,11112,5468,8258,8036,3000,3326,5218,7300,482,0,7402,700,5897,4860,11120,6656,10454,7547,5370,7390,6018,10454,4354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
108,"915,12213,2719,11676,7390,7998,7547,9901,8155,9972,1916,7962,5480,5340,5893,4566,6405,7956,4976,10886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
109,"6496,10053,3000,5893,2328,4976,8745,3914,11369,6651,11608,7078,2626,1916,5486,7183,7866,11653,6761,6551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
110,"7962,6256,4009,3321,2952,9382,6521,8548,8957,0,338,9404,3930,7962,6256,5897,6483,11369,3000,12003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
