,words
13,"1237,9452,4914,7547,9285,8113,8244,4595,5249,5894,505,9716,1916,7547,11222,11995,9421,6405,4107,5962,1694,7962,10854,4235,5321,3668,7962,3311,4796,6970,3293,5897,3311,8155,11948,9813,719,10886,11608,6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
14,"5531,10297,4954,1916,5140,1398,11335,11608,11391,7078,2354,7228,3452,10498,6511,2453,3694,6521,6177,1916,338,7962,10854,6256,7547,7333,5897,11103,3416,5893,4566,6651,11608,7193,10716,514,5893,10573,12151,7962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
15,"7962,11915,5897,5507,4914,4976,7547,19,6651,8155,3688,10485,11531,2201,10615,640,6742,6738,2961,5193,6456,3164,9382,505,1298,4157,7962,11022,10886,7547,6647,5469,5815,1916,6350,8399,11608,2585,3000,11668,1854,9852,9382,1147,6761,10454,1981,4834,7829,10485,8881,3237,2719,8324,10503,4954,5754,11608,10860,1916,10485,2484,2088,11078,6891,6917,9597,1536,3293,4976,11435,6807,6612,3742,9382,6651,6468,10369,10351,12339,2719,5218,4566,5897,1241,11608,1594,3000,11637,5545,6807,11258,6760,7581,6651,199,10895,11524,1394,8881"
16,"5628,1916,7699,3694,3562,5897,10008,5897,2684,2719,91,10860,4976,7547,9740,5469,5094,8637,7450,7547,5335,4041,431,3293,4347,658,5665,5897,9044,5754,5893,6437,1959,3365,3354,3930,8155,984,5486,1054,11744,10519,12304,7962,5480,11915,5897,5478,3659,3736,10377,2956,5893,11090,10171,10369,3000,7547,10150,3814,10684,2006,6521,5056,5469,9269,5345,4956,1916,4009,1981,12147,11380,6651,3930,2730,6405,7547,11956,8637,4812,7962,4916,2484,3859,1916,6651,6862,6351,5486,1341,10886,11608,6745,10051,7196,6651,7078,534,1229"
17,"2719,1134,6952,3000,12222,6405,2088,8418,0,2719,11824,5439,6405,4684,5897,7547,11455,9012,10790,11813,6912,1616,1916,11998,5725,12081,5322,10367,8321,3074,4547,9141,338,6862,8825,9282,1916,6651,7547,8701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
18,"3870,10914,10998,6184,4976,11608,10561,11322,2719,2381,5486,1298,6745,514,7547,6184,7592,5486,305,8609,4762,5893,4566,5486,8835,4059,9382,5754,11608,2638,3000,7725,5754,845,8903,257,3038,881,5547,4921,7962,624,5439,4976,9455,1916,6917,5345,6917,6362,10886,5897,10769,10886,8637,3311,7547,9730,1712,6521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
19,"3380,6761,4566,5897,4627,1961,12140,5561,9597,566,11193,4469,1536,719,12292,3157,566,9287,11193,4469,8036,3000,8155,6262,5547,7866,10571,10788,4326,10482,1175,1916,7300,3365,5348,9344,11033,9819,7065,3764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
20,"4278,514,3293,4448,6963,9382,11712,10369,9339,5754,11608,6761,4823,1916,8978,11608,4889,7262,2371,7609,7962,6256,4009,2661,3736,3493,416,7917,6651,8155,3159,9983,10427,11965,9281,5064,5439,5754,11608,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
21,"214,12200,6917,881,1840,10470,5893,4566,753,5897,4547,3585,5077,7547,12321,0,4595,10568,6405,2088,1776,0,2198,9081,6405,2484,5345,10424,3930,7962,3074,6491,5897,9370,5504,5893,4566,6405,10513,2484,4278,2328,5897,2817,5439,5505,11608,6277,8533,5464,7547,3177,5094,1536,6024,1916,8770,305,10886,7547,12046,841,5897,2218,7547,10184,9379,12250,5469,514,8155,3813,6405,11777,2868,7962,7794,5028,5897,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
22,"3380,6761,4566,6651,3,1127,0,7455,7547,6184,1916,7547,911,505,2088,4157,0,6544,9091,3311,12339,2417,7866,10168,8910,6405,1154,3930,511,4547,3702,0,6544,3311,11608,7252,10568,5754,11608,9885,2719,8382,6937,4585,4547,7547,5218,4976,7547,6605,11813,5754,11608,6035,7578,1916,11830,12265,4606,10164,3719,4566,5897,7770,11608,7193,7581,6651,5389,0,214,8637,1716,1154,154,2494,7945,8705,6551,5293,1875,1231,5754,7265,1916,4871,2165,6167,2719,8626,1916,5190,5805,5754,7547,6643,5486,6118,9731,1875"
23,"6639,4976,7547,1409,11813,6405,5552,2719,7966,821,11915,2996,8998,2719,5849,5469,2996,11980,2719,9812,6544,9276,1805,7547,4788,1319,1916,7962,10886,6551,5345,5549,6544,7794,3311,11608,7252,6538,9117,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
24,"10677,3311,5897,3496,5754,8440,6521,1200,11873,7270,2375,0,2719,10794,1916,10860,1710,505,11287,514,2719,5218,8649,3991,4976,7547,7075,12306,7162,4655,505,8733,7866,9739,4850,9741,0,3564,7547,3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
25,"7962,10021,5893,4566,5897,4547,2484,11580,983,1916,11608,9102,3874,0,3157,566,505,719,5897,9102,5261,3703,11895,0,11341,11687,0,3422,0,5476,0,5857,0,0,7962,1432,7547,7669,11786,3764,7962,6435,4007,6184,1916,7547,9671,7962,3311,6256,9382,505,797,6394,0,11748,505,11122,0,3157,4919,6405,7635,0,1840,6405,7635,0,6504,2088,5345,11608,10860,3930,12161,2996,2764,0,3765,3820,6710,5486,9276,8822,6259,0,1123,6405,2018,7300,1916,6913,5754,6603,1916,2947,1916,1951,3904,11687"
26,"11608,7193,10716,12065,5094,11163,11497,5897,5893,8117,6521,4009,7804,8524,9081,5486,5893,10369,1703,8637,5922,6405,11316,0,11163,305,10589,6551,5486,11608,8557,8494,0,7547,3893,505,6600,0,8637,5028,4976,8155,6527,1643,6651,3930,4213,10759,3000,7524,11163,8633,1982,6481,0,290,1787,11163,6673,0,11163,10221,3840,2494,10064,11163,8633,6381,0,5893,1655,623,6551,4921,6651,7547,1960,10528,9458,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
27,"7962,3311,6256,7078,9382,11608,7193,11701,6705,10863,9269,448,1916,7962,3311,3108,6551,8786,4796,2577,5759,3245,9596,7547,9930,4511,2267,3000,9446,3930,5342,7547,617,2460,0,11729,751,6435,7547,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
28,"7695,10243,4954,10482,4761,6651,2996,6761,8138,4976,7547,7882,2460,0,3719,10533,5754,1298,7578,2420,5794,826,0,0,1725,5897,11608,7118,3000,4069,1916,5041,0,0,7962,10886,7547,10048,1916,4012,11284,2227,5064,5893,7547,5218,8987,514,7962,4916,305,3293,9343,0,424,5348,8472,0,6912,10895,10519,6761,9597,566,505,4009,247,5603,2725,0,10444,10371,11770,10860,5754,4834,10771,0,0,10375,3719,9957,4069,1799,8978,12012,5897,10008,5897,1607,0,5313,7252,1068,11194,1916,2481,2155,8515,9380"
29,"3157,10533,6405,5937,1637,10965,12046,11531,841,8055,0,5423,10498,10478,5802,7866,11608,11747,4914,7547,11542,8044,10599,11993,2541,7390,5893,2051,6405,11608,2538,438,3000,4469,11608,11542,7783,8044,7901,0,6022,4566,5897,1241,8799,6184,4976,10666,0,10176,10372,1624,4642,1916,6390,5391,8649,785,8677,785,4101,6405,11753,9049,2202,640,5960,4976,7547,784,3000,7547,1134,4471,10707,12277,6872,11297,2077,1572,12023,6435,6435,6729,0,10485,11361,4009,8538,10051,5752,5754,11608,3592,404,11935,0,5313,3000,7547"
30,"3719,5701,10860,7609,7998,7547,10235,7390,3920,5185,7956,2453,1916,5505,7547,5280,6917,8786,6917,5937,4597,640,4555,8682,11944,11608,1009,2882,1916,1394,6118,11608,8557,3000,7234,4810,6521,8740,5094,1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
31,"7962,4850,441,10886,7547,9506,9287,10886,12012,5897,11915,11608,3179,7168,5754,3820,3985,8836,3179,3398,6633,365,1921,2071,0,7962,5486,9382,351,4356,8118,0,2719,1538,5371,505,3192,7585,7547,7749,8742,3190,0,3380,8137,3000,4295,4810,9382,3311,11608,8561,9959,10649,4954,3000,10268,188,623,6993,3215,4469,7262,9726,5897,6483,5893,1626,3293,9652,0,7962,9755,11458,10716,7683,7262,12078,3930,2531,7962,1298,3108,636,0,7962,1980,8192,7547,8701,6405,8721,514,640,4921,6745,1916,1134,1916,640"
32,"8254,11608,11661,3000,10064,1916,11210,2719,10533,5486,10275,514,3930,5486,7270,1364,6418,5371,3954,10886,2070,11608,7252,7033,2719,6184,6405,6410,1916,4976,7547,9473,8637,3311,7547,9374,1645,5121,1167,1916,7962,1298,10886,5893,4566,2868,578,5584,8809,9382,7390,10064,5897,9689,1916,11249,4214,148,5897,3921,7962,10145,5893,1688,2582,4059,2453,6641,1916,7262,6256,11608,2088,2828,1916,2715,11037,6544,5509,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
33,"2719,7552,505,1054,11238,1916,6118,9731,8036,6405,2828,4796,5897,3798,11416,5687,4606,6651,9545,3884,9463,3011,5893,4566,6405,9422,1916,3293,4976,11608,6761,9299,5355,2719,5227,505,11198,1916,7547,166,4278,5988,2330,2764,3389,5988,2330,6478,6937,2149,8036,5988,2330,11550,5477,5439,5754,5732,10444,7450,5014,11608,7252,4566,5897,4249,5829,1916,623,9553,11608,8557,12147,2202,7547,8765,2589,6184,6937,3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
34,"8035,623,257,11608,6469,4976,5893,8741,3000,12119,11802,6651,4062,1916,8903,10171,10836,514,6435,6651,11049,5345,5480,4547,11603,7270,4592,3493,135,3930,5274,6723,257,4430,5897,3013,2582,10145,7547,6184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
35,"12046,1665,5893,6917,11608,1544,1916,3293,1879,5897,9852,2593,6917,12257,10454,9228,4095,2719,12265,10498,8464,7962,9091,6435,4921,1544,9594,7493,9597,8637,3311,8881,11608,7193,3452,6651,7547,1385,5291,6930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
36,"2582,2026,9382,6651,7547,7078,1385,6521,11608,8554,0,2582,10498,3786,7270,7547,2267,6521,7547,10568,2582,2026,9382,2868,7262,4509,2996,6035,8875,8509,3000,5893,4566,1916,10498,6035,3786,5897,9146,11993,338,7262,6256,257,5897,7547,6184,10957,3659,11135,9163,3000,11701,1916,7262,3693,5897,2406,6551,5897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
37,"214,3000,11465,6862,11608,3740,623,2432,6521,7547,3603,3000,6403,515,10454,1881,785,8883,4976,5948,1840,7866,9292,7475,6405,4347,7547,11095,3000,4469,7962,12078,11249,4547,8733,5897,4951,0,1123,5486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
38,"9110,7962,9726,5897,2406,7547,2941,2494,7945,7962,6256,5897,10008,2956,6426,7967,7866,11279,1916,6436,11185,3912,9081,348,1916,12012,5897,6971,6651,11608,7169,1916,797,3275,11747,8903,305,2124,2406,5829,3157,1536,719,6651,2995,5893,6405,7547,4566,5897,10475,0,7493,11993,1679,7756,505,9388,5727,3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
39,"3884,4566,6405,6761,7362,514,3293,3056,0,7962,4059,6651,2322,1916,4510,347,514,3293,854,10620,523,623,6723,6562,7270,7547,7252,1524,3000,1749,9376,1916,8799,1084,10021,9382,1916,7547,6035,11830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
40,"827,5665,8044,7962,1654,6094,4976,7547,1159,3000,6605,7736,6900,6521,7648,11635,7609,3398,5897,7547,7962,3311,5897,3496,5754,5096,11487,6521,5893,10369,5469,9597,566,505,719,6651,6838,1961,7679,5754,214,11608,5736,5122,5893,4566,5486,8155,3111,9813,1038,1009,3000,5103,7113,7962,5486,9081,6891,2494,214,7537,4914,1959,8493,4009,7300,9212,5754,4009,1883,3726,5293,5897,5790,2354,4699,10737,613,11993,7962,4916,7183,4914,2996,3000,7547,8509,6966,850,3930,5893,6405,9650,7547,10369,10860,4976,6605,7962"
41,"214,12200,6917,3631,1397,1934,2625,7962,10886,5893,1435,0,8903,6256,2088,6761,12019,849,4976,1916,6496,10711,915,5897,9141,0,9915,9366,9961,5011,1190,4069,6184,2124,2816,0,4483,10171,8684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
42,"12046,6035,11698,7270,8155,1447,11628,4150,6912,11608,6184,3930,6405,2484,5520,5897,2507,3930,1981,11608,3157,1536,4009,10514,6417,9625,3763,427,5064,4976,2947,10090,10965,11230,3257,9650,8116,6651,205,7902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
43,"12046,11608,2318,5603,2484,7962,9852,9382,7176,6651,8042,1916,11678,2719,1655,6405,6035,8786,1927,1916,3884,6405,5665,7962,2406,8155,7259,6651,3866,12006,7477,10485,1298,11002,3764,6405,5504,7962,10886,6040,7962,10886,5893,10051,914,6544,3311,7252,10495,1916,5705,1916,7962,3311,11531,6256,4686,7390,9081,3930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
44,"2719,6184,6405,6035,6741,1916,640,4976,7551,11608,5204,10051,6924,388,10369,3930,10059,838,623,6723,9900,6405,10369,3000,7547,5186,3000,9883,2719,10533,6405,8838,5469,4850,2222,11126,5468,5133,5897,5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
45,"1840,6405,2088,6761,2581,1083,6405,11608,2828,8627,4921,1602,11369,2088,6741,10836,6405,10770,7638,7547,3884,623,478,8155,10008,5897,4566,4976,6605,6651,9530,10782,1916,5721,5868,7962,4916,5745,7270,8155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
46,"3157,566,10886,3521,3000,545,1916,241,8385,732,566,3311,2817,7547,8226,12132,0,1840,8754,6405,8271,6184,11078,4850,439,4469,7547,4494,5917,6405,373,514,5348,1089,2564,7866,5348,7395,0,11185,7962,3311,5554,11993,3175,4976,7547,2326,1916,5348,7252,4162,5967,514,6066,7362,255,5897,9146,11993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
47,"2781,2690,1089,10860,2764,0,7962,1432,11608,8289,1137,11297,6551,5486,11998,944,0,7962,9755,7547,2737,0,12023,7547,11,1137,9382,4921,2491,11297,3790,0,0,0,0,0,0,0,0,0,11454,8064,0,12044,3293,10647,4686,838,2581,0,9915,10164,2507,7725,61,9597,566,10647,1435,0,2411,6568,1916,6328,4765,3995,9952,0,6544,4383,3311,1677,1601,6846,596,3000,12267,0,0,0,3884,4566,6405,10268,1981,9597,566,505,3293,11608,118,0,7962,93,6651,7547,11194,6521,535,9740"
48,"3884,6405,6923,4976,7547,2479,7498,2484,9597,566,9366,5897,7412,6651,5701,723,5505,5468,6598,5893,2511,7547,208,6405,594,6923,11062,2863,7547,1681,2941,8117,1916,7547,208,5074,623,11608,1254,2318,2719,7997,11046,1916,5348,3623,7547,212,11046,505,4110,1397,5468,1912,3716,6521,1327,1916,5468,5336,5646,1916,3723,6405,11608,10887,514,5659,1407,1655,4976,7997,6090,0,5261,10206,3000,154,1113,11078,6912,11608,6572,5580,10008,5897,2277,6651,8207,1916,3940,6551,5754,4009,6853,2966,7866,7547,9528,3399"
49,"4517,4921,12215,7962,9287,5821,7547,4768,7270,5893,1688,6544,5074,9091,3311,4009,2661,9878,9673,514,3472,4547,4329,4914,7547,6100,3000,12093,7966,1916,11023,8687,5893,4566,6888,514,6521,6730,391,6551,1965,2362,6405,7794,11608,50,4566,5897,10008,1265,2719,11155,505,4107,5897,9030,2484,640,10478,4009,2719,6184,6405,6741,514,8637,11531,6491,5897,11697,566,5088,5759,2909,3311,1587,3930,7547,5218,150,3884,6405,7547,4213,4922,4566,6651,7547,4811,889,560,11108,10485,11608,2066,969,5754,2996,12127,2919"
50,"2719,6184,5486,10554,8411,1916,7547,5371,9938,9228,10425,10267,2719,10860,7056,3906,1298,3932,1916,10474,3884,4566,6405,11608,8137,10886,8161,11257,7609,5077,7547,11665,6166,1394,12147,1830,7866,3145,1840,6405,2719,6598,5486,31,6761,1916,8472,2719,10568,9766,11608,8137,3000,5268,6651,7535,9127,10886,12181,1916,3765,5395,6035,996,1641,9493,3322,7878,11608,6761,6937,3000,9921,2154,1916,10235,8205,2351,505,11227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
51,"2002,3000,11608,8346,286,10582,3157,566,9366,11608,11877,6159,3030,10860,3726,9127,9216,10008,5897,7547,2083,6551,5486,2868,7962,5486,8583,5094,7962,5486,7562,514,5893,4566,6405,305,9228,7192,4253,7962,3884,6405,7547,4954,10835,4914,10369,77,3000,7547,6131,9899,3757,4621,1916,10164,3311,566,9546,7547,6559,10369,7547,5218,260,3950,4976,10666,9296,3000,7547,10967,1916,6822,9852,11369,1916,6478,9143,8637,3157,566,9366,5897,10008,1916,5340,11608,7252,4352,5893,6405,5468,1688,6094,305,7525,3000,10051,5811"
