,words
50,"10203,6554,5504,12331,7962,10008,7141,7962,11031,7962,12078,3930,7547,591,6541,11510,1916,3758,1221,3074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
51,"7962,6435,4007,6184,1916,7547,9671,7962,3311,6256,9382,505,797,6394,0,11748,505,11122,0,3157,3380,6198,6760,4007,4954,6923,7609,4976,7930,6544,1716,7252,4038,2484,5807,10008,5754,11608,11037,7962,3719,11228,8095,4007,9914,0,11779,8126,3365,10324,6677,7806,0,4278,8693,0,62,5498,1916,6035,3157,566,3311,11608,6124,10008,2581,0,2719,8701,7549,10568,11699,10990,1086,2243,4009,8977,3775,3000,3884,315,10298,4954,2243,10348,4038,1916,11608,5092,11720,1034,6651,11608,10144,7078,10454,8207,4976,11608"
52,"2719,6184,6405,6035,6741,1916,640,4976,7551,11608,5204,10051,6924,388,10369,3930,10059,838,623,6723,2274,623,7547,5218,6389,11615,6543,1916,1453,2400,11335,7547,8305,3000,8155,2274,3736,2484,7962,10953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
53,"6633,365,1921,2071,0,7962,5486,9382,351,4356,8118,0,2719,1538,5371,505,3192,7585,7547,7749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
54,"1840,6405,2088,6761,2581,1083,6405,11608,2828,8627,4921,1602,11369,2088,6741,10836,6405,10770,7638,7547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
55,"3157,566,10886,3521,3000,545,1916,241,8385,732,566,3311,2817,7547,8226,12132,0,1840,8754,6405,9986,11824,5439,5897,8417,7547,9830,12038,3365,4796,8686,7962,11032,10886,7547,6184,9228,4707,514,6761,3380,2635,2153,4906,5633,3930,3906,11608,10717,4906,6651,11608,7252,5988,2330,150,10286,2593,7365,9915,524,11608,4834,5701,10860,4976,11435,0,8542,3000,4783,1916,5345,12147,6184,10965,7962,7112,0,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
56,"2781,2690,1089,10860,2764,0,7962,1432,11608,8289,1137,11297,6551,5486,11998,944,0,7962,9755,7547,3719,10371,5630,9737,0,0,3719,3546,0,0,7962,3311,7794,10021,5893,10860,5897,4547,564,0,3884,6405,10369,3000,8155,6262,3085,4976,11435,2719,6184,6405,7169,7866,1014,514,4469,11249,10369,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
57,"3884,6405,6923,4976,7547,2479,7498,2484,9597,566,9366,5897,7412,6651,5701,723,5505,5468,6598,5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
58,"1854,9852,9382,1147,6761,10454,1981,4834,7829,10485,8881,3237,2719,8324,10503,4954,5754,11608,10860,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
59,"2002,3000,11608,8346,286,10582,3157,566,9366,11608,11877,6159,3030,10860,3726,9127,9216,10008,5897,7547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
60,"7962,6256,1298,2947,1433,6651,5893,1688,0,1123,6405,7547,3483,8691,7390,7547,9337,4976,3948,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
61,"3157,7962,10498,11608,11206,3000,3593,10454,180,5897,4547,2609,7962,9755,10677,4547,7866,7547,6130,7184,4278,2328,5897,2817,5439,5505,11608,6277,8533,5464,7547,3177,5094,1536,6024,1916,8770,305,10886,7547,10485,7547,7050,3000,11608,10860,4976,10822,0,7032,6024,6184,1916,2749,1288,0,2589,4976,7547,1334,2719,2970,623,3321,12140,8674,9124,1916,2507,658,5897,1241,11608,3033,11170,3000,5937,1538,6478,6651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
62,"2273,1623,5725,10226,10483,2222,4976,11608,8357,6913,2777,0,12235,5754,31,2981,911,850,7547,651,6544,3311,2088,4543,3452,3930,8184,7252,1916,5480,4547,3873,4976,4009,12193,6041,0,6544,4383,3311,1856,11002,1916,6761,6651,9482,1835,1083,505,5816,3000,6267,9282,6651,7535,9127,505,6721,3293,7335,214,7537,4914,1959,8493,4009,7300,9212,5754,4009,1883,3726,5293,5897,5790,2354,4699,10737,613,11993,8132,7962,6435,5893,1688,0,2236,11608,11785,2449,8207,7562,6256,11608,3985,9339,11369,9081,1916,1981"
63,"2511,7547,208,6405,594,6923,11062,2863,7547,1681,2941,8117,1916,7547,208,5074,623,11608,1254,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
64,"7962,3390,3416,7547,39,6872,6651,11608,6478,6521,1802,9339,5754,8155,10528,4823,1916,2996,3651,2582,3884,4624,10649,4954,6405,1390,5897,7547,39,9861,5665,6551,6405,10208,7547,2069,6945,5094,10283,4415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
65,"9960,6405,5468,7823,4941,6598,1688,0,2719,6598,6405,6761,1916,7547,2222,505,12179,1981,9597,7547,3157,1536,4976,5992,1916,566,5536,11608,6598,2360,1440,8141,6405,11608,7252,4566,5897,11112,5468,8258,2563,6761,6598,7866,6035,2981,11271,0,10615,1394,11608,11376,3218,514,5348,11232,2868,566,5480,1202,11185,3912,9081,348,1916,12012,5897,6971,6651,11608,7169,1916,797,3275,11747,8903,305,2124,2406,5829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
66,"5794,826,0,0,1725,5897,11608,7118,3000,4069,1916,5041,0,0,7962,10886,7547,10048,1916,4012,6453,6184,6405,2088,4542,514,7547,4653,3000,8748,1916,7547,2828,6100,3000,9645,1780,6521,7547,10568,2719,7098,3930,7962,1515,5754,7180,505,8964,4976,2494,7384,3000,7547,2671,6345,714,1916,604,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
67,"4278,6267,11848,8637,1981,3311,11608,3136,6846,5191,6625,8637,505,4648,11369,4489,994,7547,3185,2957,3884,4566,6405,11608,8137,10886,8161,11257,7609,5077,7547,11665,6166,1394,12147,1830,7866,3145,1840,6405,2411,6568,1916,6328,4765,3995,9952,0,6544,4383,3311,1677,1601,6846,596,3000,12267,0,0,0,8601,4411,10171,640,807,8190,6551,6256,5844,12235,10000,1538,5439,6846,6405,4574,1173,514,9650,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
68,"2719,5218,4566,5897,1241,11608,1594,3000,11637,5545,6807,11258,6760,7581,6651,199,10895,11524,1394,8881,11284,2227,5064,5893,7547,5218,8987,514,7962,4916,305,3293,9343,0,424,5348,8472,0,6912,10895,328,5845,6405,12140,1916,7547,3175,6405,7547,5218,8903,6256,4976,640,4926,2460,4483,10171,10005,6807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
69,"3090,996,4976,7547,9153,5094,7547,4993,6080,11369,7288,7547,6860,1916,7547,1084,11177,6521,11608,1363,5931,8337,10474,986,8963,3888,8774,2690,715,1688,0,1448,0,9915,1648,4547,6413,9877,5897,9088,7962,1298,10886,5893,4566,2868,578,5584,8809,9382,7390,10064,5897,9689,1916,11249,4214,148,5897,3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
70,"2719,6184,6405,12147,3365,7547,10860,959,0,3380,9885,3000,472,4059,11369,1916,4921,10850,4976,6435,4919,6405,7635,0,1840,6405,7635,0,6504,2088,5345,11608,10860,3930,12161,2996,2764,0,3765,3820,9309,3000,4921,7547,12205,5832,9124,505,10887,1916,4477,1916,8637,9091,3293,11697,566,5937,9416,0,5997,8705,5064,8583,5897,8155,614,0,11106,0,9094,0,10485,11608,8063,9102,9730,6736,7412,5754,3884,6405,11608,6035,50,10860,3930,2961,623,11608,3218,7525,5897,1241,4976,6521,3563,480,8743,7851"
71,"2547,7252,4223,4633,9737,0,10485,10482,1874,3365,5736,1514,0,6544,3311,93,1084,6521,7547,10555,8271,6184,11078,4850,439,4469,7547,4494,5917,6405,373,514,5348,1089,2564,7866,5348,7395,0,11185,7962,3311,5897,789,7962,5652,1298,11193,5504,7962,10886,7547,6930,9052,2484,7281,0,640,10836,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
72,"7962,3108,6709,514,7962,5074,11494,6435,6040,0,5759,7725,1916,7962,4059,6651,7509,9164,0,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73,"6257,525,566,1916,7962,3311,11361,11608,8393,11571,8903,6256,2996,5204,7866,5893,10609,5469,640,11608,3884,4566,8116,2484,2561,10485,1298,6382,514,7962,11031,2996,11249,6483,6551,7787,6544,3311,2088,6761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74,"1421,3694,7036,0,10101,4599,7106,11608,7619,9597,566,4863,4796,3000,5468,10330,5754,8720,0,6473,5371,505,7252,514,5807,4555,5469,11025,3000,4303,514,3293,11608,4566,5897,10008,11369,5897,9228,633,7962,7603,9382,4629,9513,358,5754,2996,7725,7390,9648,7962,6256,11531,257,6651,8207,10454,5094,6551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
75,"5759,7725,7390,7528,10498,4976,5098,6651,4388,1916,7262,10390,5897,9989,3416,4681,8904,7509,2202,6551,3884,11249,4547,11608,2153,4906,4804,514,7547,10533,5486,2484,8502,10425,7962,6256,5897,2041,2593,4586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
76,"4480,11608,7713,12265,3930,6543,5754,1981,7547,11822,6149,1916,10093,5893,10051,7607,7412,6521,7547,3594,2719,8382,6937,4585,4547,7547,5218,4976,7547,6605,11813,5754,11608,6035,7578,1916,11830,12265,4606,10164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77,"5630,1089,5343,3614,5701,8668,3031,3293,9228,10425,10267,0,5348,7794,257,6271,3932,2516,11862,1916,6710,5486,9276,8822,6259,0,1123,6405,2018,7300,1916,6913,5754,6603,1916,2947,1916,1951,3904,11687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
78,"3694,346,6651,3915,8805,1841,346,6651,2764,5124,5486,841,2484,8786,6871,6184,11297,10533,12335,2863,4101,6405,11753,9049,2202,640,5960,4976,7547,784,3000,7547,1134,4471,10707,12277,6872,11297,2077,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
79,"7226,2243,3164,7608,4914,9959,2523,7888,0,2719,911,505,6120,514,566,505,841,6651,7547,11291,2719,1982,6405,3877,4976,3930,6551,6820,566,11608,8184,3000,7547,7779,3000,1404,5592,4976,11435,0,7962,4916,7183,4914,2996,3000,7547,8509,6966,850,3930,5893,6405,9650,7547,10369,10860,4976,6605,7962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80,"6257,7897,11193,4469,1298,5797,5064,2593,7270,5893,5752,7340,7390,7980,3930,5486,6723,1027,0,9309,7962,3311,5897,3496,5754,5096,11487,6521,5893,10369,5469,9597,566,505,719,6651,6838,1961,7679,5754,3765,5395,6035,996,1641,9493,3322,7878,11608,6761,6937,3000,9921,2154,1916,10235,8205,2351,505,11227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
81,"10375,566,12209,7705,7270,3912,8207,4524,10220,5754,6391,3269,10106,11696,11883,0,8908,10196,12012,0,5397,3083,9035,11579,183,10336,7270,7918,6405,305,1298,1002,0,3884,4566,6405,3321,1916,7962,6338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
82,"7252,5645,2764,1895,7866,10369,3000,7547,1797,6760,7966,1916,7802,9308,5754,7324,2338,8441,6350,10454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
83,"4278,5988,2330,2764,3389,5988,2330,6478,6937,2149,8036,5988,2330,11550,5477,5439,5754,5732,10444,7450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
84,"2737,0,12023,7547,11,1137,9382,4921,2491,11297,3790,0,0,0,0,0,0,0,0,0,6309,1916,666,6309,1916,7386,4683,8649,11996,4683,3030,4683,11608,9827,338,8877,5320,2026,5897,8578,3815,7474,1799,4976,11608,4850,9785,9892,0,2995,1916,4157,0,6544,3311,11608,11376,10568,1916,4383,12023,11993,11,5868,2719,8631,3965,2484,10425,10267,4236,11996,505,11608,8557,9228,7017,6651,10349,8649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
85,"2083,6551,5486,2868,7962,5486,8583,5094,7962,5486,7562,514,5893,4566,6405,305,9228,7192,4253,7962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
86,"11454,8064,0,12044,3293,10647,4686,838,2581,0,9915,10164,2507,7725,61,9597,566,10647,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
87,"6476,7962,11193,3930,591,9287,10008,9382,6651,7547,486,514,7962,3311,5897,2840,3930,7547,12017,9401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
88,"2582,3311,257,3596,5897,492,7590,2577,10064,7262,8633,6178,1123,4219,5064,5897,5340,7547,1961,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
89,"5922,6405,11316,0,11163,305,10589,6551,5486,11608,8557,8494,0,7547,3893,505,6600,0,8637,5028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
90,"214,11608,5736,5122,5893,4566,5486,8155,3111,9813,1038,1009,3000,5103,7113,7962,5486,9081,6891,2494,10519,6761,9597,566,505,4009,247,5603,2725,0,10444,10371,11770,10860,5754,4834,10771,0,0,10375,6504,11608,1667,11959,3770,4249,11369,2202,5348,41,7390,7547,8365,6516,5897,4547,3654,3932,6521,11514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
91,"2719,6598,5486,31,6761,1916,8472,2719,10568,9766,11608,8137,3000,5268,6651,7535,9127,10886,12181,1916,12023,7547,1297,4850,1370,1961,895,3807,0,251,8138,5897,30,661,1916,1169,0,3157,1536,268,8036,1703,3930,2115,5897,4547,3238,5439,698,5469,5893,6405,3293,4009,11213,6598,9947,9619,0,9915,12211,2344,4571,3764,6405,3293,6917,10425,6917,6551,4836,0,10485,9311,1916,5725,1916,566,3074,6975,5665,838,5480,566,1241,2022,2919,3000,6598,6651,12336,0,6823,3030,6405,3056,0,11628,6405,3812"
92,"6912,8207,7866,11608,5689,10064,9641,2453,5952,11257,10435,6405,6594,3293,7547,11073,3719,4007,6184,6405,6255,6554,2224,0,7962,1298,3074,7139,11653,6862,11701,8903,10487,6908,1618,2868,640,7794,6521,7547,3380,10051,8974,7270,5064,1916,11257,10435,5469,8903,11531,7603,9382,2453,10310,4151,10435,6405,7547,5218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
93,"9265,7971,0,514,3293,6118,6713,6734,3293,658,7270,5893,1688,1123,753,3930,8637,9287,11193,4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
94,"5759,1800,1916,7962,11494,10008,358,5897,5893,4954,5505,8637,9612,0,7962,10021,183,10405,10482,3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
95,"10930,7962,10854,257,5897,7327,4976,7547,7052,5348,11608,2088,4834,4566,6651,7078,8656,7547,8118,0,11299,6651,2995,3085,4976,1965,4802,566,9852,9382,6521,2593,11398,7547,12265,6405,1298,6492,6544,9269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
96,"9110,2996,11369,3000,4344,10498,719,6651,11608,2328,6651,2635,8649,785,7962,8793,5893,5486,7547,1688,6022,4566,5897,1241,8799,6184,4976,10666,0,10176,10372,1624,4642,1916,6390,5391,8649,785,8677,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
97,"7962,10886,5893,1688,6022,9460,5267,4819,7523,10787,308,6022,1584,8588,2719,3694,9492,9135,505,281,12023,5893,5329,10485,10478,4469,566,11249,9969,3000,10127,5754,5468,10330,1613,9597,566,4798,1178,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
98,"11378,4517,5628,2930,6291,2484,7813,6715,1482,10738,6651,11653,9655,8637,7488,4517,587,8587,3293,9656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
99,"7962,3311,220,9382,11608,6100,3000,11701,5754,8316,9459,3000,5557,6912,7547,9954,6229,8637,505,6035,2719,7473,10376,6405,9404,11608,11107,5881,5754,11550,11690,1639,1916,9157,5881,2764,0,4595,10568,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
100,"4976,8155,6527,1643,6651,3930,4213,10759,3000,7524,11163,8633,1982,6481,0,290,1787,11163,6673,0,11257,5222,6405,10369,3000,8155,6262,5547,4976,10696,0,8903,257,841,9081,6651,10716,1916,7547,6184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
101,"5891,5077,7547,5218,3394,7962,7792,6256,5486,7866,3226,10615,7962,10008,9081,305,6651,7547,3160,2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
102,"7962,9755,8637,1648,3311,4509,8155,6122,12138,7270,7547,12227,1728,2868,7547,911,4059,5439,1916,7547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
103,"3719,9957,4069,1799,8978,12012,5897,10008,5897,1607,0,5313,7252,1068,11194,1916,2481,2155,8515,9380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
104,"2582,2026,9382,6651,4009,11886,4356,6730,1916,10390,5897,1895,7866,7547,10860,6651,4009,2330,2868,7262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
105,"6496,10711,915,5897,9141,0,9915,9366,9961,5011,1190,4069,6184,2124,2816,0,4483,10171,8684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
106,"7962,6435,5893,6354,7033,0,7962,5486,2538,5897,5340,639,10008,2868,7262,9726,5897,1241,2607,9135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
107,"6807,1509,6291,1688,4278,2267,3000,3015,6547,3000,6761,2635,5492,11361,6917,9236,6917,3941,1916,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
