,words
104,"18857,13906,13946,15836,18857,4084,17322,15453,17894,0,3414,3485,7719,18857,19472,15813,17816,18970,0,4937,18857,19472,12826,11902,4256,15813,14627,18820,0,4937,3536,14627,18670,7857,7719,5437,13287,17073,6414,14627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
105,"18857,3974,10852,7199,12814,926,6811,8302,14627,7332,12546,19574,1325,1019,18857,9263,0,18857,19142,7199,18857,15453,6824,14532,0,10882,5529,4157,14627,8862,18443,14716,1705,14522,5605,13282,14627,17508,8888,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
106,"3414,11033,7719,5503,1665,17973,7352,11696,15836,2959,6507,6046,15363,17282,6859,0,9757,10265,15657,17468,18857,3974,15188,1921,7719,4994,5685,12826,11742,2223,12485,9757,821,6698,15874,10933,8163,11128,10326,7719,16689,10622,9469,2329,0,17741,18857,8302,7248,14627,15228,6736,15150,7719,14753,4739,14627,12851,0,8100,18857,2339,14627,11735,13005,7580,19064,3528,13589,6414,11122,8870,18626,8176,18850,3772,12826,9896,15896,11952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
107,"18857,8929,8163,4112,15228,10287,11275,5605,15421,505,7719,4112,15228,12590,6070,0,18857,15917,13005,18482,18857,3974,14221,6824,4095,5605,18650,0,18857,13341,14116,6507,17894,0,19858,8407,14627,10287,4095,12826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
108,"18655,12827,3678,6736,4669,14627,11862,17622,8771,15777,0,15813,7855,16598,15043,0,0,0,0,0,9757,11119,15657,12056,1497,11122,1811,19977,10328,11122,5178,6414,13112,10399,16449,11122,7822,12827,14627,11161,18857,6507,11122,2208,5605,10576,4463,7719,16722,10622,11701,12826,19623,10602,11122,17614,4910,4727,18857,10195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
109,"18857,2103,14627,18670,6719,11557,7719,10588,17894,9757,11557,10622,14450,7719,6745,14213,9039,17894,9757,11557,8618,1649,11122,2929,8018,13283,16958,18161,12827,6414,11122,13805,8642,4491,12827,14778,15836,5437,6698,3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
110,"18857,8929,12826,14978,4739,3471,579,2317,6824,9191,19287,16958,18161,12827,11184,15813,17891,1904,9252,4739,3171,14627,13282,5959,6824,4095,10622,19550,2615,10018,7307,11153,1649,747,1423,18857,10622,15919,7722,6046,19005,1019,18575,18857,6690,868,6414,11122,13709,1649,13805,18550,11390,2317,14800,12434,18226,13737,12826,11122,3171,19360,2806,15363,18241,15896,15315,3840,4739,15896,2865,8167,954,12826,13879,4335,14840,15417,12536,5124,18857,16116,9595,2806,4112,1649,11122,1043,9641,9129,13005,6824,15657,2047,11122,9191,10915,6414,13805,18857"
111,"3219,18189,10602,12826,8018,7199,16958,11122,18651,5605,6158,10622,10515,11679,2183,6745,14966,18857,16116,15874,5061,18161,19270,11122,13305,5685,7199,15657,1751,4937,3536,254,10297,12613,2318,14798,9757,15803,17760,10622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
112,"15197,15891,8667,14627,1161,1649,11122,14500,126,7580,11742,11122,5354,5038,6414,11122,14094,1534,7121,15874,7040,1877,15657,14627,14123,12568,16449,3974,18617,11122,16641,5531,1649,7412,5139,9933,7040,15777,14833,14627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
113,"3171,12162,4727,6745,7477,11122,1787,12826,11122,18067,6745,3536,10297,4739,15896,16133,9698,13005,1651,10602,18894,9764,10622,19550,18820,0,15653,16108,12826,19375,0,18335,4067,2629,7352,14716,11742,7582,16958,14627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
114,"9132,19219,4233,8667,3121,8710,12049,4739,14082,9951,15228,15874,1321,11122,13539,14129,15657,1670,17048,16449,10054,2073,9469,14892,14758,6697,15836,10054,10544,19171,9191,183,10441,19948,5116,10054,16746,12826,8929,14627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
115,"9717,5116,18857,6897,19472,12826,12731,18857,2629,7352,10622,15033,18073,0,18857,8540,5124,3067,7719,14617,8667,11699,6824,4095,15657,6414,19550,18342,0,19858,18226,13739,19550,11576,2183,16958,18857,1705,12826,9702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
116,"870,10622,11122,6897,4095,18857,4879,8163,16972,6414,9156,7719,6811,19944,7511,2598,10602,4890,7753,13005,11864,13160,10287,13660,14758,6824,4095,1325,7873,15836,9832,16221,7199,14627,19713,561,3832,14627,19713,14779,18857,13906,9887,18857,18575,15228,6122,8895,18857,8476,2183,18671,15023,6927,18857,3259,18617,14758,15596,15836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
117,"7040,14716,11742,14627,2176,14264,14293,15836,11122,10265,10622,2183,11572,18645,18857,8163,12826,15303,8085,5496,18857,8163,10259,9191,5605,3429,11122,15363,6213,18857,8302,5710,3498,8163,14627,18960,4739,13670,9249,15813,12863,9354,9862,6454,19858,11122,10688,15836,18857,251,7352,4739,11122,7615,4195,4446,1649,18370,7719,3676,11864,1549,12826,7059,9913,17629,1016,19550,6897,12022,18857,11046,11122,7334,15150,4739,8710,11122,4370,11844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
118,"3414,3485,1325,11790,3536,6414,124,15813,10713,7719,6745,2634,12826,12019,12091,16092,4159,17816,11893,7352,19535,11888,16135,14124,15576,13660,14758,11816,15657,8302,15228,19539,0,7040,4095,15657,150,7719,18857,17475,7040,15657,1931,19550,15347,10915,6414,8710,1649,851,0,18894,16877,5437,8163,5996,5295,6698,14627,4759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
119,"15734,14222,15813,15225,12632,5509,14222,15813,18563,298,10622,3319,2183,18558,3097,5685,6626,10265,8654,13739,18857,19472,4739,19550,3776,15813,7855,7719,8710,1649,17073,8163,14627,6736,6897,17903,18749,4095,1019,18161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
120,"8667,9469,15577,14758,19550,17150,7790,6983,7645,14627,5685,13005,15657,2183,5303,12826,6236,13005,13341,14627,12335,15220,15896,17269,18411,16500,6807,8797,10602,6414,15104,8322,10459,14976,14100,2047,16583,15813,14434,12910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
121,"10090,0,0,1097,0,0,0,16356,14170,12993,12972,10622,11964,11816,5685,19287,9277,11122,310,8635,857,15657,14627,5835,810,19649,7719,7352,10622,14522,4675,11501,18452,5562,17665,1150,18636,12091,4866,13005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
122,"18857,6250,12091,11122,17065,14253,15813,14627,18976,2317,11396,3005,4739,19550,18443,4067,7719,4112,4694,4937,7516,6975,12827,1826,14627,17064,6414,11122,13805,8642,19440,19301,15657,11144,11122,18005,12826,18668,17182,6736,18857,17469,7199,6001,14031,18240,4739,4112,3485,1325,1784,18857,8163,1694,1549,15813,4482,6074,5116,7352,15794,1549,12826,17708,15228,3974,5126,6510,12826,13341,19574,8181,11122,11599,18857,8929,10826,18634,6001,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
123,"2268,12332,14627,4759,2806,15136,6105,5301,12041,18857,10622,8506,2806,5835,16280,10523,15919,13005,11122,2084,18994,4912,10622,14627,6647,6602,8618,13548,15276,7412,19670,8963,8712,15874,10642,9540,18258,15657,7352,15228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
124,"3171,1649,3350,5835,14627,8299,5529,12027,2317,11122,12181,1649,12388,19724,6074,2297,11139,11228,6414,13047,18857,3824,251,13764,16070,15813,14910,5605,4645,19914,15936,1649,11122,2865,10453,12482,15836,11696,11122,5685,5567,2317,7612,12826,11486,14627,12388,15538,18100,1877,4727,18558,4727,11122,1868,9672,1649,15136,13589,4739,16602,5605,7448,18853,15657,4910,11122,14295,1649,7313,18857,2629,14716,11742,18212,12826,4882,0,10882,10622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
125,"7040,15657,11122,19909,3108,12826,6736,9046,6414,11122,13805,8642,0,3132,18857,251,14627,11964,15813,4210,11838,13550,13304,19472,15919,10441,3005,7719,15580,8407,6122,8895,0,9757,6237,5149,2183,13343,7719,6481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
126,"2960,17359,19623,7352,15734,9206,17651,18658,7719,9469,18073,18857,8163,11122,18929,5348,7719,4201,15813,4721,8667,14627,18512,18443,19287,18857,2103,12826,6122,8463,19988,10730,8929,12826,14756,18161,12826,19227,11122,18145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
127,"4937,8929,1549,16221,12826,6229,783,5905,3539,6745,7451,5755,10882,7917,10602,12826,11141,11122,1904,7719,4290,4248,16085,6236,7412,3484,12826,11122,6433,19868,1649,11122,2935,5605,19685,7719,17586,12826,15018,11122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
128,"18857,18617,11122,17905,10447,15657,19386,3132,18161,4759,11501,14627,18914,15363,16910,11122,2935,7135,6507,13311,18857,14221,11122,230,8462,6433,7752,13005,6236,19550,14424,30,15836,7352,2959,18501,2594,1549,2317,11378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
129,"3956,12827,14627,10621,7199,15813,4882,2,14617,7719,13468,2317,11122,6431,8163,14627,15126,9161,15813,11905,11571,2103,5240,8181,12826,14627,16825,9757,6768,7768,12134,5240,15657,19251,8181,11122,17056,3414,19785,7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
130,"18857,15228,4348,12826,6507,9747,9757,1304,15657,10287,7719,10459,15855,16337,15228,6860,16449,11122,5685,10622,2355,18857,16116,2079,14627,4095,12826,10852,5605,11122,18556,7224,5685,14914,18857,6698,19193,19550,893,5149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
131,"12335,6824,16583,7412,6897,3539,5605,11122,16452,18100,7104,7719,16958,18161,2073,15220,3484,5323,14627,19197,12335,6824,16583,7412,6897,3539,5605,11122,16452,18100,7104,7719,16958,18161,2073,15220,3484,5323,14627,19197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
132,"18857,18617,4581,15657,2003,0,10882,15657,15228,18142,7719,18161,5454,5173,14627,12047,1649,13090,1029,18161,7040,4095,15657,12801,64,0,19858,15896,2865,12250,4609,0,18857,15917,7352,15657,14627,11949,15836,6824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
133,"18857,8163,12826,15395,8993,14627,17238,6414,11122,7106,7454,10039,12826,12930,19517,19550,18363,3509,0,0,16705,6122,16539,3772,11449,5605,224,11882,18857,8929,1549,7199,14627,19713,561,1029,7719,8929,1694,1549,12782,2929,5429,16207,15290,15813,3021,7719,7412,10045,1029,18161,5454,15543,11122,5500,17045,15896,2442,18923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
134,"13831,5867,19813,7719,6824,2407,7200,17743,7654,14627,4153,12419,18748,19287,14627,16438,13101,14264,19287,2317,18857,16116,827,18578,9257,15836,1629,6626,19787,15657,14627,5335,4937,19472,11501,14627,12693,1649,7259,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
135,"19126,18857,3196,3722,15950,11995,14756,10602,18303,15919,15657,17468,14627,4387,18651,12223,11122,1787,15813,6652,4919,15896,97,12995,18626,2280,15410,13148,17246,8407,11133,7313,18221,15657,6616,5116,7352,13257,12826,11122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
136,"11359,1649,11122,5685,10622,10287,19287,9469,13343,11336,7719,13620,10991,9181,6300,11013,12049,10622,14627,14892,8618,1649,11122,13291,3067,11124,13283,11864,1549,12826,4632,4937,19472,6414,14627,5498,19326,1649,16549,7719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
137,"16742,2317,6824,15089,12632,7416,8993,19550,1362,12826,11285,15242,5605,11122,5426,2799,1467,7352,4771,7352,7645,2318,6897,1405,11709,77,18786,13805,4578,16870,4727,17816,2301,14282,6745,3968,12223,12826,16568,5605,18857,18617,11864,3922,19550,10800,15347,4095,12826,10852,6414,10202,19469,0,19910,18857,17322,8929,15896,6433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
138,"18857,7653,5885,15734,14222,13140,9832,15734,2167,1649,9848,7719,6192,19029,18857,16116,1931,2317,11122,16852,18857,16116,17315,9595,5605,11122,16043,1043,1649,825,13149,8795,7719,7617,0,17743,2431,15453,6824,4609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
139,"3171,18671,4727,6887,14319,4569,4818,18857,6507,6824,4267,0,11864,8163,13764,6736,1130,8967,6414,7719,14715,14222,15813,5303,5685,16871,7793,0,13354,11122,14508,4195,18370,6414,7706,13189,4739,16267,18704,0,9072,11127,12938,12826,751,0,12782,1705,6433,7780,6396,7516,5685,16871,4518,0,12792,2103,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
140,"19321,15657,14627,11865,4095,6414,9411,10054,8929,12826,6832,13005,11122,7856,972,12826,10602,15657,15874,9469,6824,15657,14627,15228,6647,10915,7352,5529,14627,2254,14808,7719,14627,15228,6647,2247,12082,11122,18951,12827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
141,"14087,18857,16107,1549,12826,12542,6414,11122,3103,15136,14627,13764,3297,4095,15813,7855,10946,11122,16193,0,18857,15453,15651,0,7998,10515,1600,0,8366,7352,16539,13005,18857,5864,12826,17897,1325,11122,1788,18857,18438,6736,16972,5605,9469,10582,12798,0,15996,19714,14627,4387,18651,15836,15136,18817,15936,18161,5454,11507,6887,16134,4095,1996,3796,15748,9611,0,9757,15855,15657,14450,15836,15874,4727,5498,4727,11122,15418,7121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
142,"9757,4095,10622,7479,15836,7352,1931,17053,15257,8181,11122,13045,12826,251,18976,12264,6414,9832,10164,15813,1741,15813,19327,3005,2183,2103,15919,1029,19327,12826,11555,12223,11122,4335,0,10283,3536,14627,6891,1649,1836,11864,1549,3319,12826,3347,15813,19652,0,15385,15855,15657,14677,14671,7719,19633,12347,0,3439,19225,18857,8163,14627,7334,12805,11557,7719,19891,2900,15813,6218,0,9757,15803,17760,3536,2755,7719,18857,17322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
143,"3200,18161,4879,4118,14758,6921,4482,14522,13602,4739,19285,13424,2588,13956,18539,0,7409,14828,3772,0,18857,8163,1549,12826,6824,518,18257,6001,2167,18418,7719,17775,15813,4112,12441,7352,8302,14917,8085,19550,11960,14627,13638,12022,18857,8929,12826,6893,19550,7305,10619,0,18857,8163,11122,5354,9020,18363,7199,19971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
144,"3132,18857,12463,12826,6051,11122,9256,6046,5434,18857,8163,12826,6122,11501,10356,7378,5605,7218,7719,16729,11960,6921,15919,18257,7719,3772,12826,15803,15813,14627,16043,7719,4987,17957,13007,11864,8302,16871,6051,14667,18857,1495,12826,6122,7199,2501,1464,4282,11864,13160,19171,15836,6736,9552,0,14093,7352,15657,17468,2183,12335,15220,11184,15813,3606,6824,15657,11122,4095,12826,1431,0,15831,5124,17318,12113,12827,5209,19357,16910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
145,"7040,4095,15657,6736,11703,15836,15874,12695,0,18857,19472,15813,18000,7719,3372,5716,15836,15874,15390,5461,11732,5529,17136,387,14758,11122,10287,17636,1649,9434,647,7719,17729,1433,3922,7199,7719,11122,9469,18610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
146,"857,11122,16351,17307,15361,7719,2454,14276,1434,15059,5454,251,14627,14892,11042,5613,15580,10093,12826,5605,15982,6580,8710,11122,3484,12826,12041,5116,18161,5454,251,8064,7661,6414,851,7040,4095,15657,14627,11627,18857,18617,18857,8929,14627,10800,4095,12826,235,4601,18857,18281,15997,9757,9339,7654,9744,15549,4739,14627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
147,"17610,15657,15896,15315,11735,18850,11122,5155,11889,1304,15657,6115,7719,8056,18850,3512,9162,18857,5454,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
148,"18857,15453,6824,2492,17759,0,18857,10622,16960,12826,11141,8880,6122,15936,6745,12463,12826,251,11449,12584,9248,19742,15657,9191,1649,19550,15347,6975,6414,13410,0,11864,1549,3319,15919,15813,2167,7719,11122,5685,18857,8552,14627,19326,1649,19320,14719,2806,1241,12197,15813,2896,15661,2317,2099,0,18857,8929,8163,2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
149,"8213,13502,7719,1904,1649,12345,2268,3626,11122,230,14815,241,13864,6250,2806,15813,4482,4739,14627,4067,10756,11122,12930,7781,18626,18363,11864,4879,3441,8886,9469,16789,12967,14716,8929,16665,6824,14627,1105,11740,3200,1549,16221,7199,15813,2167,7719,15453,11122,12345,10882,10249,251,2449,2501,12293,16910,6824,9046,18563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150,"4030,1456,15657,2318,10800,16097,16134,4095,6414,5325,3171,897,18857,6122,15919,6001,561,14627,16193,9757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
151,"9757,9606,15657,12619,18857,16573,18976,18100,15836,16958,8667,11964,15896,6017,10989,18857,15580,8407,17647,3429,8667,5686,12826,6824,17759,857,19550,4644,7534,1599,2566,4739,10084,6935,7719,19359,0,12335,18161,12049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
152,"8213,18619,7938,0,12300,8929,14627,9469,18670,14815,12826,19064,18404,1649,8148,7719,11355,4739,5835,14779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
153,"6824,15657,19550,15347,15777,12826,8475,0,19858,419,8404,14815,4739,3272,19977,7719,10287,17391,0,19858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
154,"9757,12930,7978,1649,19550,19711,12335,5437,8929,15596,8407,251,11122,5589,15722,7840,10882,10622,11122,12930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
155,"10768,6824,4771,8621,5149,6507,1363,18138,11920,1213,3621,8007,965,9844,4064,5205,3621,5509,9844,1649,18857,1631,18121,2628,1649,10927,5920,10927,10599,12084,14495,1363,9503,4727,8019,19623,18006,1631,14627,10762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
156,"18857,14989,6824,4095,13101,5498,5560,2317,11122,18240,15936,1580,561,11864,17469,7199,18857,8929,12298,6414,19858,14627,108,1776,10915,861,14758,19549,11402,11981,17840,17023,15813,10026,11924,0,18857,19623,12244,7332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
157,"18857,15580,1694,11742,10785,1649,3512,11122,19447,538,2317,11122,730,7030,15836,9832,18504,5509,10590,1325,4937,11655,5496,9206,14031,6414,1033,6824,13285,13529,10389,1649,11122,5835,6480,17288,7719,6172,3376,16910,18857,8929,2887,7199,14627,5651,1649,561,4739,19544,12822,1649,6902,7645,11122,5354,11289,5437,12827,9469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
158,"12335,9191,2929,8929,11449,5605,11122,3158,14828,1997,12826,232,6221,10921,369,4771,14627,13764,6736,11449,7237,11703,5685,4739,13255,7582,7719,19834,10100,9757,7220,16280,17053,19550,1631,10622,6456,11865,7719,5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
159,"857,6824,11096,19858,4514,7313,18161,14716,3957,1649,6616,4739,7412,216,13721,16958,18161,16454,4124,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
