,words
50,"11864,11905,1549,12826,16553,1003,7719,18857,9090,6507,18857,8302,16665,11122,16539,9594,2317,19550,15749,15836,19278,1156,18857,3974,2073,1019,12826,14535,4739,6824,3566,18857,6897,8212,12826,18167,11122,2402,18670,12805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
51,"18857,19472,12826,10081,4677,15813,14627,9348,14134,445,0,18857,8163,1694,1549,12826,10081,7719,11031,12128,18857,15453,11122,7588,11696,15836,18857,251,14627,11862,5851,2806,13101,9552,0,5640,6811,15874,18631,5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
52,"8667,15173,6824,4727,14627,13330,7719,15874,6958,12826,8018,8085,4727,5252,6074,10515,16095,9757,17760,3536,19261,18857,6698,15453,8710,13330,5693,15831,16958,5437,8929,11905,14627,19713,7208,15813,11122,745,6796,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
53,"4763,2183,11122,465,9194,12827,13764,568,0,16449,19714,11128,3882,18976,7822,12827,10753,7719,16958,18857,18335,7198,1593,1649,3665,4739,19773,11736,3986,13005,12025,15322,1325,4533,6562,13285,11654,12826,328,10418,813,6647,6414,11122,4149,5116,11122,17491,3795,12223,14408,11122,13375,7719,11122,1433,17822,2317,14627,8184,11840,13412,0,16727,18677,7719,4378,10328,6169,15657,14627,13709,1649,16700,8457,4739,10321,12826,8710,10113,17117,14627,9945,17760,13005,9038,4739,13341,11122,9973,5294,7719,13808,6824,14892,8851,1877,2317,11122,16775"
54,"8771,4095,15813,4070,14527,6414,11122,3005,14302,2855,1039,6074,16958,18161,1705,12826,10365,12223,3621,14627,7117,9706,9680,10915,18563,0,18857,7151,14627,1452,2120,6626,7352,10622,6456,5817,0,18857,18617,11122,9757,5685,15657,9122,11696,19171,2509,0,3414,3485,2103,17953,7199,14758,14627,11153,18173,0,9757,10915,18857,10515,8929,1549,16375,2806,11122,14942,13647,7199,14758,19550,15799,6626,18857,16116,18558,19971,12692,0,12467,5970,0,2002,15874,1631,14089,10246,3509,0,12782,15580,6236,3485,8856,16958,18161,1631,4267,0"
55,"4937,19142,7199,9832,14627,3005,12223,6414,11122,11410,13722,8642,0,7040,10622,11122,4095,12826,6122,11893,4937,3536,8867,10171,5488,8254,1649,9627,2318,2749,2317,11122,4224,15813,8890,2608,0,9757,13045,10622,7040,7580,15703,10029,12930,15821,20000,0,3132,18161,19574,6414,11122,10915,12826,11122,3372,15657,9469,1517,18857,15453,6824,4609,9757,2896,2691,7719,11122,1517,3186,18137,11122,8381,13048,0,9757,18951,12827,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
56,"11106,5529,1549,14627,6320,6414,6824,17422,1649,6635,11320,15813,9286,7719,11864,2103,19171,15836,15453,15813,3171,18857,3060,6414,11122,18748,15813,11122,2439,1302,16517,18857,19270,6652,13101,13283,3216,9191,13638,3406,4937,17322,2073,1649,6824,17395,9778,12419,4472,6470,5116,6745,2114,19142,12826,19227,7352,14667,3512,18408,15250,14495,5454,11742,15926,14758,2034,13501,8806,13005,15240,17136,1549,4567,12826,15599,4937,8540,11122,5685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
57,"11960,15896,14144,16108,4482,15813,2250,5758,5605,15896,16133,16972,11735,6745,3922,3887,18625,15487,5323,5332,18514,12091,10367,548,7352,15657,11127,12826,19220,6824,17197,18257,10622,10780,9757,10915,5529,14627,18100,1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
58,"8667,14627,10317,13056,2183,18857,8018,7199,12901,15813,14775,7719,19963,9757,18960,15657,9469,18558,4837,7719,18857,6507,6824,14892,12554,12300,8929,10287,6560,7719,14206,7719,18857,8929,1694,8163,14089,1325,15919,13005,7040,15657,1019,18857,6051,19550,7306,15813,5503,1734,2518,19858,15228,10771,5613,15657,18303,18857,6507,17894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
59,"1225,7313,6698,18857,3087,18857,19472,15919,15813,18557,9757,5685,5149,13764,18073,7719,5437,19623,9469,2477,7040,15657,14627,230,8862,15180,15836,11122,2501,18857,6236,12022,11122,2501,18857,14616,11122,4609,3171,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
60,"13907,8811,11735,7719,5530,15873,19831,14627,6657,7855,4335,9756,7208,3536,12562,1029,15734,2317,3734,7719,7566,18857,16107,8163,11122,12422,12826,1301,12091,6824,4095,15813,14627,19713,2167,15836,6824,6223,3580,18857,18857,19519,12613,6824,4095,15936,18857,8163,14627,5434,8085,7719,2634,12826,11753,19971,12826,11122,16972,4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
61,"17563,20022,7999,5881,6824,10622,14627,12590,4543,13070,2317,11122,1595,16556,1649,15363,13283,4026,12826,19574,857,17894,17743,6276,4758,12826,7778,7778,7719,7187,4511,14758,19549,0,2167,18418,18850,15909,7313,12021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
62,"12335,18161,6507,18404,1649,18319,7719,18929,11693,1272,18161,8929,19270,11122,7520,3307,0,16602,7041,15657,12135,5685,11696,11128,162,7313,11122,7844,10439,15657,17464,15836,15136,9680,673,5605,15136,15675,0,11960,18857,8929,11046,5124,11557,6414,11122,9919,7719,15136,10287,19879,14577,15836,10259,11703,6386,12826,19227,5124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
63,"3524,12049,8993,12826,15018,11122,12999,15922,16910,6510,3016,18857,17613,6507,11122,5685,10515,19661,15836,6736,15250,14627,5498,6760,12300,1694,1132,12826,8929,11122,18842,9331,5437,10216,784,9757,230,15556,1437,10811,9757,5685,15657,15170,16910,11122,10915,4587,0,18335,6387,1649,17073,19472,12223,7719,8710,14917,6414,15453,15748,8181,11122,12930,11687,18857,7154,8163,10622,5605,6529,15996,18857,6122,15919,8302,15813,11122,14632,9757,894,14627,5498,7833,2673,10365,12223,11893,15136,8656,1325,11122,5972,2859,12826,11742,19971,2855,2317,12527"
64,"18384,1649,14627,18014,14865,14831,12335,18161,1705,14627,11446,6412,6401,10915,8167,16280,429,6122,12826,11122,7998,7352,10622,15936,18857,10622,6847,5116,18857,10622,19029,15836,6824,4095,15657,8302,10515,788,18477,18857,7040,15657,11122,11735,14274,2806,9191,10927,1649,11122,12927,13128,4722,19915,7719,15580,8929,18161,15004,11122,17398,9191,11122,12930,13193,14882,6414,15997,7952,1649,11122,7347,7719,9603,8018,12223,7719,18976,9881,5437,15831,11122,3701,13297,7352,14627,10693,11557,1766,9832,16627,10195,16958,3498,7580,251,16787,11557,16665,4739"
65,"2135,12393,2806,11122,13638,15637,12480,15385,18717,1522,12827,3168,7719,11122,18070,1199,4305,15657,8429,1015,5193,18857,16107,7639,4444,9668,18857,8929,6510,9242,15874,12826,8929,19550,10783,10018,11184,6507,14627,12531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
66,"10283,15657,15228,16717,6414,4052,16449,15919,15657,13936,11580,2452,1892,2317,11122,18842,4335,5505,16309,1649,1107,18558,12570,13167,8213,19800,18969,5038,7956,640,9469,6647,19868,13005,2959,12826,17468,8929,4112,12323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
67,"3974,251,11122,2427,0,15874,9469,10978,14391,7208,18258,12827,5437,9469,13095,6122,19227,15487,4112,5434,8213,14892,2199,0,7040,1509,6414,11122,426,12315,4771,10602,1705,12826,9043,11818,0,11889,12930,15777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
68,"18857,6250,2806,2042,3815,12826,13023,13765,14627,18457,18121,1070,9757,15061,13589,3536,11957,7719,14758,4727,3132,4112,6822,17204,18189,10602,6745,3536,3958,5605,11122,3146,15813,2318,14892,778,18857,8407,14824,7137,9757,3224,18748,15657,15777,2317,15813,6824,4609,1305,15777,12826,6594,14627,3711,8430,11122,4411,1649,5685,5718,7780,18634,1032,14910,18951,6414,230,3368,769,18019,2131,4095,7997,4408,12223,1649,11122,3830,7719,1741,7199,4739,14627,19713,13589,8378,2317,14627,17842,7352,10622,13764,7479,15836,7352,10622,10287,15936,6745"
69,"7040,5529,1549,19550,15347,5002,12668,16626,15813,19652,7040,11153,18857,16116,1555,7352,8181,14627,6713,1997,18857,15453,6824,4609,298,5437,6236,15657,1751,857,11122,1079,665,18175,1402,16,0,0,0,0,7040,4095,15657,15228,6736,5605,7313,5437,6698,7793,9757,2500,19816,13005,5437,12109,4727,15896,10725,12827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
70,"9757,5685,15657,9469,17978,7719,6811,6414,7163,14627,7582,14892,17081,19180,9191,13005,2241,10246,5529,17136,4140,15657,9191,1649,11122,19463,1649,851,9757,10265,15657,9410,19287,11128,6155,16319,7412,7268,12826,3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
71,"7024,15657,2801,17638,8720,3234,7719,13647,6414,10278,3752,15874,14627,8056,8331,11903,9757,7981,15395,6507,4581,15657,14627,17609,15813,14627,3848,6507,4882,19858,14627,4195,12789,8167,17799,14756,10477,18857,19342,11128,11838,6752,18161,7719,18857,8929,1115,14627,966,13948,11864,8163,4112,7582,5605,6824,2254,19287,6811,14627,13611,10601,15657,15874,19550,3570,1649,4609,9757,1433,15657,19521,13896,17719,18619,7719,18901,7719,11122,8381,18335,14892,13924,14758,10602,7719,9248,1529,19287,11864,1694,17469,7199,1029,19137,2955,1529,15657,11122,12930"
72,"18857,11128,19066,6507,11122,10272,3974,6507,3772,12826,12596,14627,19311,8176,4739,2837,6469,10140,19311,13737,16166,10034,6131,7865,0,18857,10622,7199,15487,10441,16193,0,9757,16246,18951,12827,18408,1539,11122,16075,18708,18908,0,18335,6891,1649,7510,5323,7199,8929,14627,14239,8909,13620,11735,1649,14915,9719,5529,4020,15966,7313,6745,12463,12826,15976,6824,10220,15874,19964,0,18857,18617,13898,2167,18418,6745,2629,13005,8386,18857,15228,13906,18043,0,18857,18730,5275,11122,6554,15657,10753,15836,6811,8710,11865,7719,10800,7719,6811"
73,"7748,12826,8710,11122,3807,15183,5605,11122,1787,16925,10602,14627,11127,3539,12826,251,12091,11122,16626,13005,8667,15874,3319,12826,5467,18857,12963,6824,14489,0,13241,7352,15657,18226,4761,6414,11122,18402,1649,9749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74,"8667,11082,13005,6824,4095,5529,16881,16657,8366,7352,15936,1649,11122,11449,17209,18857,7151,7855,7719,7352,18857,18617,6824,4095,15657,10287,15936,5437,8929,10992,5835,17326,17550,14200,6414,11122,15698,5835,1996,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
75,"18857,15188,11122,6433,10750,18694,6414,5509,2167,18415,5116,19550,12865,7719,18857,14716,3782,5323,11122,7479,7040,15657,9191,1649,19550,15347,17288,6414,11707,9757,5685,15657,16043,5605,10688,15836,7313,14716,9191,16611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
76,"11864,1549,11964,4112,17675,10065,2183,9832,4482,5605,5638,6745,16665,2318,3484,19971,12826,15900,18857,7151,18719,18161,15213,18857,16107,7639,6824,4095,14000,17356,2317,19375,13086,18857,17136,2629,18857,10231,9832,11122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
77,"12300,12827,7412,11725,1649,11122,4420,4226,16972,12270,18857,6507,7352,14627,5053,7645,7313,6811,2934,18857,7732,11284,18743,15813,13917,1649,13564,7719,2806,3772,11865,1274,10307,6745,10377,12826,9528,14408,6824,4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
78,"6736,15777,12826,3893,8993,4739,13589,7719,8929,14627,19713,18951,19788,19721,0,19171,3950,15836,11865,4095,5685,15657,15170,16910,3224,4739,4112,7208,3512,13255,15072,7719,12404,15355,11921,0,17315,0,6736,9348,3974,251,18303,2241,13284,6824,4095,15657,2183,3067,19287,12191,447,7719,5437,3974,12109,11127,9891,11122,17506,9680,19340,88,1776,10189,9951,15874,10515,18645,16872,0,15136,17468,1549,10720,2855,8039,10750,7719,18951,12827,10287,15836,8407,15106,19287,12323,1649,14236,15836,15874,14627,4095,12826,6122,12223,12826,10515,15932"
79,"9604,5437,3029,0,8213,19115,3009,4411,9860,5685,18850,17532,12091,11122,19355,0,0,13731,15813,10548,7040,15580,15874,11742,11122,12930,16972,18161,4879,6839,15836,6811,5602,7719,11122,7822,12827,12801,12427,0,12225,7161,8610,11696,10287,15777,15813,15896,12293,13971,1675,857,11122,13971,18370,10991,0,7409,3676,9184,3226,18857,15453,10602,4112,18346,0,8876,12390,8134,3974,4879,10845,0,8618,1649,11122,19713,8789,8909,7040,15657,14627,15368,11441,15777,4739,11865,18951,7719,6736,18563,0,1016,476,7352,5454,251,19774,2855"
80,"9757,10800,4808,1649,11113,15657,13764,5027,0,9757,12049,8993,15657,2400,12826,11122,16908,8511,1437,19688,7645,17641,7719,6456,14417,16698,602,14568,1758,10550,11742,751,7566,5835,12502,1824,7719,15813,11122,6554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
81,"15385,8236,13685,2261,3345,5352,7719,10622,13764,12757,18857,10195,16958,5437,7580,19623,10602,4112,18929,7603,1423,9191,1649,11122,12930,14554,11864,4879,7406,9568,15813,11122,16549,10149,15013,4063,9659,15836,7352,10622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
82,"7694,2183,2498,0,8667,15874,14627,13957,8000,6811,11122,3570,18857,8929,6074,15136,15896,8085,5434,15836,18335,15104,9566,14807,3957,6882,0,90,17675,10065,3067,18672,3272,3790,7719,13454,0,868,6414,11122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
83,"4919,14627,7582,17759,0,18857,8929,5835,11495,14810,1649,7684,14614,5605,11122,11371,0,9757,8476,19953,11838,1624,2073,7313,15228,14035,10602,8085,14758,6824,17135,5946,1325,4157,13005,10622,17136,833,0,13391,6261,4030,6667,6745,8163,15896,9798,4711,15813,7722,2176,8502,1019,18857,8163,18161,13101,12826,2176,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
84,"14663,5437,3536,10038,8181,2806,11122,2762,1649,15626,14627,19713,2167,18418,15813,3772,7624,8526,6414,5124,8213,10180,4937,8163,5783,7199,19205,4739,7873,7719,15228,6353,17894,4937,4021,5605,12946,15813,2318,12687,7040,4095,15657,7313,12473,10265,18575,11742,13070,16371,3414,1665,3458,16787,6923,7719,18586,11696,7719,5437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
85,"16602,9907,19714,19171,13255,18755,14758,18337,15017,0,9757,7848,12827,6736,7719,13062,0,9757,11557,15657,18857,8018,7199,15813,7855,5116,8667,15228,18607,6507,14627,19149,13621,11344,14627,3994,16134,7719,4112,15161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
86,"8667,15874,11122,12240,11556,2183,18857,4084,3974,6507,1432,14627,12047,1649,18186,2317,11455,9710,0,3855,10427,17761,15657,14627,18181,10800,10427,11735,6414,15023,9156,18226,13737,1787,12826,14748,4803,0,12300,7477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
87,"18857,19472,12826,678,7719,11655,5835,11727,8494,2953,824,6585,3431,7199,4739,4694,7952,1649,11122,5685,18857,8929,1549,12826,1599,4931,14627,19713,19100,7719,18857,8929,17468,8163,6736,9879,0,6319,6223,3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
88,"18857,10622,3570,1649,6747,15936,13344,8163,14627,8816,16060,0,10882,9765,17932,4973,7719,11122,11865,18443,8667,9595,1580,1649,11122,15363,1043,2317,825,13149,19371,11905,7653,7352,5496,16657,0,18857,15453,6824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
89,"13241,6811,16948,13005,10224,8643,12864,14627,15855,6414,5613,11128,14239,15555,16330,570,7260,11122,14698,10249,8667,15683,6488,13005,11122,5685,5605,680,13875,7580,2114,1975,18119,12826,11122,2022,15252,18857,3812,8163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
90,"9757,5685,10622,14980,15026,7719,11122,18951,11463,10515,18645,16872,9757,10915,19530,16185,15228,2855,7719,19521,9757,16972,10622,1615,6736,7719,19608,9757,15855,5221,14627,6891,1649,10791,15813,1228,16280,6507,1807,7719,7040,4095,15657,14627,6891,6507,11879,9248,18226,8181,11122,5975,16449,19714,15170,19977,5605,19216,16602,15657,15862,13096,9469,6647,13579,19196,16526,11465,14627,6736,7340,1649,17888,16892,7719,2263,5575,620,12827,6272,12300,15976,7352,14627,4272,15836,15136,13850,16910,10722,7719,14627,14892,2501,18142,16910,12276,16918,18857,8163"
91,"16602,15657,13764,6736,3509,10283,15657,14627,18670,14131,8710,13257,12223,13764,17978,19171,15657,19395,15187,11122,7040,5529,12975,19550,6122,12826,4095,6414,13805,15813,12307,14247,7719,12805,1109,18857,16116,2982,14758,19550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
92,"18857,19142,6414,15813,14627,7855,3958,4739,14627,19970,7719,10622,9595,13005,18857,17364,1549,12826,19278,13384,18857,3974,5126,86,10300,19476,14124,7352,7878,18857,3974,5126,86,3599,19476,13284,7352,7878,18857,3974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
93,"15177,18963,12316,7822,15836,18776,10265,7719,10241,10283,15657,15170,6414,4220,454,12742,3822,2317,11122,454,17993,7199,14627,19713,561,15813,11242,19444,10882,15657,14627,12968,14815,4739,8710,11122,17329,14162,18161,3715,15267,9390,56,7040,15657,11122,12930,4095,18857,2073,1649,6414,4220,19469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
94,"13391,1649,8710,11122,16549,1147,13221,12827,230,7719,2201,7719,5437,6698,15874,19623,18161,2449,10536,0,15924,4201,9615,5613,15657,15874,4727,18645,4727,7352,1372,0,19858,11663,7719,14417,7719,18161,10550,14756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
95,"15996,7352,2407,10515,14495,6507,7790,15813,10602,12826,9932,15996,18161,10550,1131,4282,15919,15657,14627,16268,18857,8073,19550,9412,16108,7199,6824,13760,3498,4348,19884,7719,3498,4348,7352,1325,9069,2960,1694,1549,11838,1765,11889,17197,1649,11122,6897,15369,18857,8073,19287,7719,13589,17359,13067,18857,10622,2183,11341,13005,3132,6745,7346,11122,1787,10269,7719,1798,12091,11122,14892,18295,11122,18541,994,11122,1787,7719,16665,11122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
96,"10287,3070,18563,1131,5605,9191,1649,11122,19553,4411,9194,7719,10103,10900,4739,15457,8779,1723,2648,6074,12225,15133,14417,19638,17029,6155,6414,14627,2118,5811,11260,0,11767,4739,1615,10582,7822,9129,11122,3548,9757,10247,13005,18857,16557,4739,4180,12827,13249,6414,6046,5556,1649,11122,1269,12431,11781,7719,8570,4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
97,"6603,6811,14340,12826,19550,12896,18857,10622,15228,9319,3090,3997,14716,11742,14627,10287,15494,9860,18470,12074,11864,1549,3319,12826,7773,12814,13764,14495,11893,10835,2708,7719,2960,8929,12826,6832,6811,9191,1649,19550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
98,"5752,15657,7412,13844,8131,16972,4609,0,9757,16972,15657,6736,7719,11122,6155,12827,15357,13341,16958,11122,17117,5055,19304,19714,6927,8302,9191,2376,3297,16972,4095,6414,18167,16291,15919,12827,2501,14627,17064,15066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
99,"7998,7352,10622,14627,3911,13422,8167,11192,7719,4322,15813,8438,19550,5685,18212,7719,10622,1931,6344,15813,10882,10622,5858,251,7313,5437,12827,14758,7719,6958,12826,11351,18857,15917,7352,8302,5529,12826,6521,7313,11838,19308,15917,18857,8929,12826,19623,7332,14222,19287,15936,19550,2673,6927,2073,18857,16116,7868,5227,16502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
100,"12300,12827,6507,4294,0,117,0,813,9346,7199,4739,19550,5471,6414,9754,1370,16280,11133,10602,11133,857,6824,4095,15836,18857,18617,18857,17136,7639,10259,16811,1532,8018,15919,12827,19495,0,15607,4943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
101,"14802,15657,6507,13005,14198,6414,14240,13463,0,1371,2103,14627,6891,1649,14511,14921,2103,11122,18226,15781,18857,8929,12826,2807,15896,2714,4826,11868,12826,14119,19550,6103,16113,13051,7719,8724,12826,11122,15461,3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
102,"8771,13248,8362,5437,13341,8929,14627,3959,6661,14673,12074,5437,12827,4647,12223,10804,17057,11122,14471,11848,7040,10622,252,11122,14441,6975,18857,6897,13315,19858,3364,7719,8163,14627,6736,15999,1325,7313,18857,5128,12335,18161,4879,10422,3021,17464,13097,16871,4157,12826,6698,6414,6824,7824,7313,5454,18857,6698,12826,8302,18857,10550,11454,3319,12091,18526,6684,16206,2096,9832,17536,6414,6824,14532,15832,13595,15657,252,11122,12930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
103,"8667,16925,15734,14222,4446,1649,5496,15936,2318,3701,10622,16873,19694,8163,16549,9194,2806,10116,7719,2241,5913,15453,145,15836,15874,14073,11122,10162,15750,5437,1201,3076,13346,7352,15657,2317,12831,15230,4739,3940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
