,user_embed
10,"0.33027783133342103,0.3659358576548657,0.17077889752055558,0.3097887422926178,0.3845666444261888,0.17951178633181658,0.30721628919257127,0.31208483941614495,0.29737793763000314,0.4030959467586545,0.37771465515881464,0.321434750822731,0.2606379623309267,0.2355428471617152,0.2840296407168166,0.40108459135377234,0.39900384271242906,0.4188434975934284,0.46615405182301406,0.2096351732301353,0.17838417506911058,0.19277670489160223,0.162202688418475,0.17401111877549932,0.3473397629303858,0.138742386939004,0.22201684131281238,0.17884808856567333,0.32952802875521003,0.24149719474284026,0.32291557464018816,0.2537724866395759,0.31859639749083296,0.25782607101416655,0.25132418010773655,0.2630752190050095,0.25745761381450455,0.28600070574468933,0.2813406683714086,0.18314753995102206,0.2311224735978743,0.19154123220814306,0.27096675142878446,0.36096414778559677,0.3254846797211385,0.12892117312043688,0.3306779622266134,0.34053940210849304,0.2867656350462317,0.3335455641930839"
11,"0.11253520862689893,0.3434759674702689,0.2027759274716702,0.37741379964640265,0.41390934752215064,0.2668390421873962,0.2701832490828171,0.23199337686986243,0.1296831387278082,0.1031737370382655,0.1752139706270136,0.2449827516575447,0.3954006273187541,0.33561232004993874,0.1832035644194998,0.19994046151872932,0.06599158664920944,0.37700234521006337,0.22544199121324593,0.15845848111997773,0.2416762339671622,0.24757676975365375,0.2959266263544694,0.18709058692938024,0.17249331478283225,0.31628556184088724,0.302806371077458,0.32034400008974445,0.25197582562120213,0.2963114191020441,0.4207172268998614,0.419217002497905,0.3976279360033858,0.22212965463974432,0.2608364275998383,0.34700302673748173,0.17863572785180054,0.2747374811044922,0.3413790934273559,0.2821852532577647,0.16019545670284524,0.22625465646508863,0.3313322788453131,0.31143820434485303,0.27959868409003663,0.4140551664806656,0.3681415645094593,0.07368850092205488,0.24606177615507951,0.25847307426905697"
12,"0.26292253390486986,0.11143046965743049,0.28429015722510403,0.28298767253055745,0.2553011765568974,0.11075665147491111,0.11603645069045478,0.24465427460511568,0.22623158267422847,0.22748162431887625,0.32286651558592455,0.08468665325180487,0.3008053482466187,0.3218749520590055,0.2450120229746515,0.13657109888530755,0.30286168344607295,0.1446142146608263,0.06673747878167266,0.04804503033821369,0.19393971808170876,0.3629607298750611,0.26731929599568743,0.3287189974100606,0.4864264240871802,0.29647772937627015,0.28440730161529565,0.21310034761904698,0.3562449436677857,0.35978239368028814,0.2307093453687056,0.35471363513820364,0.3080135253794477,0.22662143526720632,0.26890046408703877,0.5060319941593281,0.05619038949388308,0.2494806158310293,0.24198402067082825,0.2515282175245471,0.3045968855338051,0.2562321446496191,0.3574983370518267,0.3524226705652101,0.2948904701309577,0.3516187568775091,0.4119304746457192,0.09328885092842049,0.38023593896177965,0.20967571556132475"
13,"0.36121783238091376,0.35031325354564763,0.3114717918508774,0.276713223991684,0.08686011054238012,0.34185747064052374,0.10716270096242089,0.20697845600686426,0.09374308969657703,0.19415978161636818,0.39769148092985657,0.21061999420545496,0.37042547575819096,0.2745517463652598,0.2863104510209334,0.33854418596929203,0.18928984116815778,0.37647230092768547,0.2601653799430825,0.19396087326541572,0.2894536049522987,0.39926135797801227,0.1276916496312771,0.2870570522385391,0.26148242769639873,0.3189019215172976,0.13877584517617061,0.24719838568911492,0.0713995553424625,0.2724747350848617,0.3885522823055464,0.1428200174110194,0.1664269245634323,0.18038123875845574,0.28208980516048515,0.356645032271022,0.2919349020267049,0.2696811065263088,0.41659454738144047,0.2427826354649738,0.3666925760889483,0.4583900515677343,0.17939131694962435,0.17939592453642542,0.3459926376777241,0.23717195045995457,0.16488573375683852,0.2935930735865064,0.3994033611146256,0.21868020286896447"
14,"0.4466396309713635,0.1927402006727601,0.34553844727372557,0.24386146882269058,0.3406271822059259,0.15437273857482328,0.1621070229891395,0.18271524037014766,0.3080933672227766,0.42301478566187967,0.39117308593603206,0.21663973098421738,0.3390682144523617,0.3827477378215015,0.3290823687901432,0.23598944483391532,0.184334360772754,0.36431544645051034,0.12559916534139562,0.20013446743568772,0.3066877429495126,0.3444969918080726,0.35070668381865033,0.11936315129036938,0.14667403852168467,0.27875268923099433,0.12567032620465302,0.23491369435444637,0.11439569864138187,0.31989047821252875,0.23304652204205303,0.23474961766011157,0.2590106177476597,0.2286126250275415,0.3089199656071162,0.36869597460276177,0.1865743072700593,0.24322257459812843,0.21047733041647818,0.2609096939126086,0.3909006449431284,0.33742358188346694,0.057605818599723295,0.17743680177901183,0.40393333774362367,0.25085487868044193,0.3521032442399361,0.4321658442666152,0.22349041294901031,0.43323723798246366"
15,"0.31782839812722374,0.31488904009002405,0.3168237648019347,0.3135613845598851,0.39287291259238366,0.3844586772713543,0.3574191662173576,0.4541674055856088,0.2392939437925597,0.2931344276916429,0.3933961317751778,0.2891630871089449,0.3491835821677918,0.2604329941611494,0.3537322664264074,0.2305666729553644,0.3456986041801731,0.22507084760296842,0.3572255097567297,0.24185565309373486,0.3970704569868275,0.3997360259748013,0.41173778989971666,0.24401866715943346,0.3878508309481742,0.410862043661491,0.35672838452957195,0.4457770890454326,0.16795442467637398,0.45850167165874445,0.24976478945736358,0.4295634319153561,0.3085595337194801,0.22523040585407397,0.356499668733966,0.27309743028206607,0.28957154302510274,0.35335468313162927,0.35345667440544715,0.23017073208895275,0.12783826791170205,0.4916263508134575,0.3878181118856035,0.14656253081708331,0.40358832335247546,0.2356416524988034,0.22363784003191117,0.2728423230638132,0.2793840425879727,0.3156740584927649"
16,"0.22033093382443986,0.15486428114290546,0.38948721470102493,0.35310404815003077,0.3678894408466773,0.1775860379955601,0.37418827255552867,0.3176541574217011,0.26750802528277373,0.4112997392377874,0.4150458261691955,0.316233802830843,0.2491915090810804,0.12974371208511482,0.2726706446298973,0.263221493792434,0.18187634441169845,0.16285292049403385,0.46347080513075345,0.20446212194288294,0.3855176701705518,0.21119204775674147,0.4416191495847193,0.25439129676587285,0.3017631404817724,0.24703847955435768,0.310671216292757,0.1698541774000497,0.28005036409949613,0.2824354478782125,0.46645904172065145,0.3484345024844129,0.32429496084202686,0.2135156089894866,0.2944445755718432,0.17455343219421346,0.32102009999642545,0.12402461220833201,0.3237558846532843,0.4434916350961901,-0.034321897373780094,0.3008855631028868,0.21408950885357167,0.3196844017948508,0.28647717983107085,0.36464143403864896,0.3435671845156069,0.36874739584276955,0.3560760788907347,0.3485397623148837"
17,"0.28597032513422616,0.1827642247986921,0.3065181987185165,0.4223478825150922,0.29077435095916987,0.24820631169267832,0.42948284779492946,0.34990223237596574,0.2840630577610774,0.2581974209363487,0.4092904583193732,0.29844303245612563,0.23254336519720734,0.3001170015416166,0.3314057717436724,0.27465123169598826,0.19311392448689513,0.28971433700764626,0.30970090500278263,0.1657110146909262,0.3946753132037162,0.24224365333152637,0.41475885030425647,0.20810407908184642,0.2342361056530196,0.39112879952107155,0.2454846260098616,0.15730455398163903,0.3879269581133891,0.3000657443665413,0.3237162853853772,0.392649878036752,0.37717823069300116,0.16598722808604965,0.31968157112976264,0.2380920856149701,0.33828071444617874,0.15269872567604398,0.28254088036779856,0.39567895598989616,0.2060528397396024,0.29334765186557765,0.23442438528486428,0.31583116188523547,0.36317866842195273,0.3608924698290377,0.33071795897278256,0.39609670181775225,0.35755846799713564,0.34796067667362945"
18,"0.3298273533414605,0.3051779140180061,0.424873856436284,0.2368730227050884,0.2893716305703946,0.3285444424427131,0.4193938096510961,0.14525948355373297,0.2517603523828043,0.30971673499468017,0.41987619007236204,0.3202725859381882,0.38208403008355807,0.2845144111436712,0.27061249001278176,0.38664088258352797,0.48124228110842815,0.20625983527067068,0.3399249771851626,0.2931808284860353,0.020450464757082253,0.2731617490866932,0.21291426516674555,0.3755955646494302,0.3232146857877858,0.46820896763067144,0.25754610030655556,0.18818651199422126,0.16659464347544833,0.21264428558111712,0.22470845418627333,0.45400482071516396,0.2016910611009718,0.32120000960021755,0.4299688838676285,0.259523157056152,0.45837707113720383,0.2855265122100858,0.302593439490544,0.2317646289824337,0.27545944759040913,0.28815935821482713,0.3459721629375506,0.23947452805241728,0.24726749503236042,0.34127211516376854,0.22564588971413968,0.42239310352196713,0.2214893250494806,0.33375248581834005"
19,"0.262687282730307,0.4338251387730174,0.14311671086877703,0.3536356500657518,0.1540389706885504,0.3257987748359878,0.3382021157753374,0.15296595503121674,0.25569052277925214,0.0262974250877961,0.06073883281643338,0.26613756051494236,0.24590156348877146,0.4072295960798521,0.2632125179182433,0.3058839627877585,0.3431838238897015,0.2522644149898668,0.282514249360905,0.4087727242782482,0.24972360531063847,0.38357127510525374,0.26425918189292946,0.32464109222488197,0.4962046702450595,0.3194989248631447,0.2557844746891784,0.34118134259126315,0.4930034680293406,0.4351224975198377,0.12975664198674064,0.07762076098137323,0.3237299665428786,0.2813247557850455,0.07821755252648491,0.32696005406533263,0.362103518236944,0.39293375811197795,0.3694400806901569,0.12257065211827589,0.3836064141237973,0.1593315495792492,0.4440002022639848,0.21023630424861572,0.4080911733690516,0.043562831368012866,0.2645847766505212,0.17740965118575677,0.2691103889924071,0.3181924734440498"
20,"0.3540738730061283,0.08210309513101136,0.2545320082180233,0.3808401156090708,0.3347416330048149,0.3831260758459105,0.1455350587126525,0.4630655568240378,0.21647147442428002,0.2201786804138471,0.2513398992996587,0.2661518885504682,0.20137821675299525,0.2910731590583169,0.42456991879389155,0.07383894286741423,0.29383049679894024,0.15901175813692617,0.2825413364720655,0.23448838538735164,0.30991090777986735,0.2929163657174085,0.333914275559336,0.12269284744692788,0.35784792554503686,0.15510960243858438,0.2798654709330188,0.19694727645011664,0.2798462249113394,0.4427852542590701,0.4674149310492447,0.3962088044607405,0.4615850495662379,0.14990067541723245,0.20740821863824566,0.3452659474104336,0.28732897305469396,0.2695649118048147,0.38682259521690066,0.3154444516541116,0.4490423728735776,0.3296614990959709,0.21385546481515488,0.40569034658860864,0.27960172308773,0.30108997406568827,0.31336381290103055,0.3461818051484771,0.3638568432686361,0.35147559344582996"
21,"0.3409810925255424,0.25997458831286735,0.4500478750898189,0.24827840798671702,0.25142237114572685,0.29023812846121494,0.2220883061433509,0.12817387496639032,0.268136625255659,0.29904612875381537,0.23578542981959852,0.21457330853909076,0.17177688779491307,0.29194024607138525,0.2831106611434724,0.35415562311957416,0.3472736228301047,0.24985709376839518,0.3066719407447219,0.3091348135354161,0.29692574131487925,0.22314338137597442,0.41210388688210103,0.19745206347739122,0.1305699741001936,0.07754338186223599,0.27522110070309114,0.2686833504247278,0.18430667221839503,0.31824438078036466,0.29697337586909106,0.44097427561664587,0.2742866073040438,0.1592890694928297,0.3522705530933959,0.4321227204137614,0.199694857360942,0.42624667003540195,0.31737503634084613,0.10412985234824236,0.131430124322022,0.26909813304917385,0.24986917087246097,0.24253802512069214,0.27984269654580335,0.3273920771852402,0.4213671939169728,0.19155834114591905,0.41388515889318683,0.19035728104940644"
22,"-0.05711499121204762,0.2612900448482452,0.054782282256897366,0.21975619877717878,0.32149606700610733,0.013478528737735406,0.3221178213214172,0.18262819634404728,-0.0547804321517624,0.14855701366113824,0.1552308302443553,0.08451466728926298,0.2148077895246829,0.2675881945110081,0.31950516498775144,0.42239116643198293,-0.01217943276945082,0.22428729408413042,0.39172100113714475,0.27115420390990075,0.26260860352769827,0.1640523631358235,0.41150244120510543,0.26990024876396224,0.3459094030416173,0.3761216105988755,0.27359150643461927,0.2142190499426667,0.39770553066915704,0.3128411507091367,0.39360665158659636,0.19142091949751427,0.2014548684323318,0.0820914277155315,0.21108765672534754,0.01885607546702156,0.16098659382989172,0.031102879469986508,0.02039716504135261,0.26964126196089216,0.17050196895999647,0.15146093288836246,0.39352834065045217,0.21898042981022064,0.0466535608035454,0.14383243753908617,0.2011234659166451,0.22150071128423376,0.16503313846813478,0.2060027834615684"
23,"0.41909372379916077,0.2563866568092659,0.10037129132010514,0.28707989755163593,0.1971705814168861,0.37514921342733387,0.306379684161289,0.4975070217620948,0.11513992658707745,0.38774814219652665,0.35016383629245235,0.37016590361954205,0.29643351949944,0.14573391513325334,0.20799569961539818,0.31184078734574755,0.3311435111931787,0.26116331017090455,0.5601291656172211,0.3702066093352562,0.5475831858232496,0.28039119483069896,0.41333526244706237,0.24607949798313028,0.3558652783308059,0.5216579053594397,0.1783999941262023,0.32177695521033317,0.3386596139277517,0.29744330650536194,0.21882416392792023,0.3788964174763621,0.5823078673202735,0.42887543719350035,0.27339887885730196,0.32358737277965327,0.2827231469752765,0.2784648971800732,0.3531017472481002,0.23780407926520758,0.34804380286790104,0.22655724738923072,0.2687983504901228,0.3973464402921423,0.41452554095835764,0.23785425425632808,0.34003473983317795,0.3747650601138622,0.3250853469275914,0.32264920879480774"
24,"0.25924438229060603,0.37826919516934976,0.13991713255376623,0.43938361667067793,0.2788226590591467,0.14239943699905466,0.2276071571103662,0.2516666620738804,0.3137165630123884,0.28768987679831115,0.24156337994406624,0.22626205337396146,0.22528493827159196,0.22246724068575316,0.23985468720088082,0.3059525598646158,0.36195446133777615,0.3249857437236474,0.3735356972681659,0.1743143121373331,0.30627867566746875,0.15969992168041622,0.12020015263522424,0.11955993637434434,0.2845463184022221,0.24954595756984074,0.20601034429452175,0.14826896775390236,0.31576522276620606,0.3308180117744766,0.4095561446686277,0.24279212829707894,0.4003726267167601,0.26886887677253973,0.2813153620546461,0.41104186565991313,0.45265529434322344,0.3829835095886507,0.16728983404310308,0.14158827689459996,0.145037289335035,0.15348715789400383,0.22241172286643227,0.29923748290730906,0.2609523931347495,0.2025809944940237,0.35096871614732394,0.30459187012381445,0.2549659275639536,0.4912125448079298"
25,"0.3425189867696555,0.12707976961281425,0.2831876208378628,0.4177946472121074,0.1246730815315426,0.27269888737614556,0.1098719631924298,0.4224567490876706,0.20090677896151404,0.2535033057357121,0.43359026501083237,0.13074517924307122,0.3761472133712983,0.20520431356261812,0.200970840839181,0.36805097519718943,0.156390050112806,0.257751841861806,0.2071652692141534,0.28999698425782067,0.32555460436420297,0.41009798324373087,0.15121312478963106,0.2951962766303387,0.2545370646892841,0.2793284605060435,0.3048032814327843,0.37864841445802605,0.31631252849825486,0.3671843944878662,0.2282991877561627,0.38261593495365104,0.2304759491449688,0.3677969843812896,0.16333405017834868,0.37557730136539386,0.366014792455989,0.2062935895914864,0.11505634870975931,0.16091567485964517,0.3291461769781841,0.3638891454677554,0.254706373123022,0.3674349204976084,0.18957139089992095,0.17485849103351783,0.20486704342657036,0.3293146229714216,0.14050826964952973,0.324507034202494"
26,"0.3283995706136083,0.05126242188903162,0.4029899221337861,0.09577902243147055,0.4316774521264548,0.44586273064447074,0.11078919244231711,0.07827897558241144,0.40006293723202013,0.10141487487280379,0.10569080360708927,0.3310014551797832,0.24965693925263463,0.3514766806297743,0.2964825563698648,0.39641150781736095,0.2173118337984556,0.4235034061123336,0.3300635930803709,0.1404099109737061,0.17861333092332152,0.3338935505457288,0.1629459317639102,0.21686786836314692,0.19809028363935835,0.3267160555732875,0.3617819608088864,0.3710013154934268,0.17145492483230648,0.2989686260166062,0.25988229182792855,0.10941747503298989,0.35821107453094747,0.2809147098984764,0.18711282641313007,0.30984631884396413,0.4117019474000951,0.1036249739587359,0.3055852912289922,0.19805756246273387,0.32777415928019127,0.19523498147615362,0.37441246689338736,0.1892499416842594,0.22603790043828728,0.2654467045107013,0.1279566335275649,0.27501825875409014,0.35752157450144106,0.19417396626105737"
27,"0.28587465266007406,0.4706107275600871,0.2255093541813358,0.09590264805498874,0.39958348583753167,0.02981434544596348,0.40415442360421117,0.3938503792505932,0.2967754789502495,0.2509664960241775,0.14792776556336737,0.2952250798021027,0.022953730578287115,0.06848877688301815,0.3040453216390687,0.29099907037455736,0.25200655101409125,0.3311654744916657,0.13766029648679934,0.33050211118937134,0.19759416486124895,-0.03899674274472748,0.2935366896938297,0.08402244314576959,0.048599404971159894,0.05078544760298286,0.4735460044806838,0.08097634511573959,0.011184147045814209,0.05620873531201767,0.1799052714946336,0.03582013834498768,0.30739821341550216,0.33202516524176484,0.29006570106766105,0.38360383427216566,0.24150845832349835,0.4622447763525416,-0.24525120190260855,0.3445508394429374,-0.1732815984003081,-0.0011897195671665309,0.2479767370654311,-0.09490150849645976,0.39236373734247354,0.20507024691570497,0.008484092126459652,0.19867283064988736,0.12439052059170981,0.46516069482705685"
28,"0.47280327054173504,0.19298221732294302,0.3378737640552021,0.3947173342672765,0.3157514556695788,0.33506458061907995,0.29739792758099093,0.2792592731077083,0.13141663725278557,0.1632221454270189,0.307175764110687,0.16828375634454787,0.21687040302619148,0.4003972574869424,0.46754511760460316,0.2323403962736304,0.5088022619635776,0.10777875973094976,0.2018437935684049,0.14807456371640515,0.2807384398537618,0.44372588161253806,0.3607350659507081,0.33440066946797825,0.39028708975331977,0.26276648163639643,0.18449519545686036,0.25232838707767885,0.3782701486428103,0.36690228627992094,0.3724753568808039,0.3741258306319318,0.251465141072699,0.38486726292795453,0.3130322367281538,0.30542159135536834,0.22613474263164884,0.45252497742614617,0.4734700184099817,0.2383451498136011,0.1491043501502047,0.24506623407937944,0.3071898053723609,0.3697418562293239,0.3005983862110722,0.3243840493574554,0.4207043858502811,0.3679511252643229,0.458019019850708,0.2427500076224625"
29,"0.35244090075915746,0.276208334459077,0.24368305822606584,0.27031727712495807,0.16539616170807744,0.22067630991261217,0.46683689140253976,0.4361745848768417,0.38409626632471916,0.2891988876528743,0.24395065424678103,0.45914829931982537,0.2633147697494027,0.42212623833209145,0.20483314477177128,0.385430407732582,0.24289074739673483,0.1755662099880196,0.16831305984308287,0.3417595418711653,0.11256270118901998,0.13553159226147055,0.4079240940136794,0.25184163901613393,0.19046677126176959,0.3021902580563278,0.32441284056217246,0.16050883778858066,0.2277181149175832,0.4810507379594124,0.1805670533366812,0.3281112614429225,0.4440602704906724,0.394382873816875,0.2326939028638632,0.23361253525516779,0.27272558078372966,0.42921020155275863,0.25492390341972226,0.3027839666268226,0.4115944051547651,0.16760388520348452,0.41474955456262086,0.13709013680772195,0.3565311683977893,0.2876152493570698,0.25835919927937073,0.30527347869461335,0.21252494279897133,0.24785401648812397"
