,user_embed
30,"0.26322357367300525,0.15627821254305202,0.20963580371091572,0.3895931468235363,0.3441850660539365,0.27507904444028014,0.3334761551734262,0.31755711824249183,0.2309707485172311,0.44528019479343417,0.27062031722460456,0.12900605273896043,0.39008589220728057,0.13314425784996944,0.2876426917103825,0.15671934347958807,0.380057146737743,0.3631043667155108,0.2175342628289553,0.5159657033606083,0.40020863753598246,0.0570223904500805,0.1676413120347411,0.21214716829236324,0.28402077989247154,0.18518706917223035,0.24569519288835662,0.3532225216606023,0.5232764893300565,0.36679176088824234,0.22690500207722913,0.27201048004974954,0.5444903164248507,0.47962339941231874,0.4235633442561636,0.36178884601227934,0.2081797433926155,0.1425541770479948,0.21263227103687643,0.21459384746081403,0.34173450200257255,0.28744676999241986,0.23966875717823055,0.3698369102076976,0.17414131351425124,0.19513716493193795,0.44565424072720644,0.20649411744466245,0.4724760981658693,0.2300926818755678"
31,"0.16832340958970715,0.09776494511459698,0.27204681199969544,0.322009268206624,0.3872772332480736,0.1748845587236151,0.3225115538479044,0.338468429746136,0.1731203408155722,0.39886848798344066,0.32204591741492394,0.24936715395256984,0.23570942533537487,0.11094113509327105,0.391921327730738,0.25183565748298437,0.20603930554374825,0.1449751142714448,0.2251871088481475,0.2167661586054123,0.2969852255248268,0.2950463695914516,0.3933635884416128,0.2727783859078177,0.5102248173619401,0.46044089269250416,0.4326660417661568,0.31672052164995473,0.15529978541689474,0.4684715172721036,0.4995316173600137,0.33281556851770544,0.3916133465021325,0.321424771483462,0.2859350798002697,0.2736654656557124,0.3216203297608205,0.29143491154412815,0.32044732894076317,0.3924635609310937,0.1074084233698847,0.2878240738907447,0.4510486905951239,0.09130471461030426,0.30883314965452247,0.25321726947345724,0.4675637078433364,0.27760678043792475,0.19142132185386007,0.3547826364242393"
32,"0.3113362871251913,0.4059210232641856,0.1559123783650402,0.22713235253311542,0.26480868544572794,0.2517170542062662,0.2508827223030096,0.2814316505311549,0.32973769355165744,0.09287297836571948,0.24651492332737482,0.37465545488925867,0.1220090244190265,0.35705718190757196,0.29895189443296655,0.3145410343417371,0.44353360656454893,0.5037213223253977,0.1397118053119238,0.43514049603316757,0.18437429080478326,0.2997142478008595,0.3488861829387079,0.30089806306889105,0.3618623403168801,0.1352989110815883,0.40619311034770567,0.37562499337296096,0.3307519563869481,0.28251232354047584,0.23417580282822892,0.23392193284471238,0.43498150253060336,0.12559649926562463,0.3068570816821672,0.42808614694570774,0.2951480596776331,0.4114308713739912,0.41234449475514173,0.14221573023932416,0.5820125287686697,0.4154457726607435,0.28662462754083295,0.3758011954630734,0.3655992078211108,0.2939411010470347,0.20936421237455669,0.15862989656405413,0.17388391123154362,0.3494956676920406"
33,"0.19392730951802864,0.41469841584847006,0.2467399280410099,0.22683081773832905,0.40377389151193926,0.1845367387233879,0.3751594116767382,0.22878676837735132,0.32705877623654944,0.3125227084783764,0.2348896931304617,0.27919084017576784,0.256826949155352,0.21499338311139643,0.2942932431935222,0.19440474668733101,0.4532919049143555,0.32996065497837873,0.167094093889672,0.24753026439716494,0.35381873764990357,0.2263586362562634,0.41518732625301713,0.1254565060831495,0.24277008157474936,0.191409250065551,0.5413194628589042,0.5257670635225625,0.11915438975998635,0.3256408544484579,0.4497692522008903,0.24774152330160645,0.27136645038045754,0.26414732899727433,0.23239611199957896,0.29114517877521795,0.3510516485547709,0.1299035734966169,0.3191320339620221,0.11424392641733817,0.2755746886713435,0.3658743127927949,0.23021082536016843,0.2550448585722461,0.4065537844688557,0.34902324998090434,0.14001621496589245,0.1942518435966269,0.23019450387062068,0.4991781573390812"
34,"0.2629096716695283,0.3941194030317599,0.40826958609771813,0.19806001869394382,0.14434358011642515,0.2639563862047275,0.2788128299489182,0.25824645583695316,0.28264064087387203,0.12302058531559061,0.340832681575428,0.29652681244462914,0.205402826620477,0.15768608378056412,0.13546364458639787,0.24298029239297092,0.4824117292554155,0.3117751146177197,0.34653594369762575,0.17087486925886905,0.3301809000354961,0.28329573461757795,0.22542071210715636,0.26233493762839966,0.3093110148330607,0.19358355314584097,0.10491913801865783,0.27453678195121023,0.19225762878798378,0.31964735940979244,0.39635110632472453,0.19608777606661318,0.32928286627174735,0.451568975607413,0.38451797707029733,0.4424669554751226,0.4003089344040011,0.45918804258446705,0.1953638170449157,0.37835024489949776,0.3304166143047497,0.2279913313632793,0.2853185377083885,0.41832602406764663,0.2871765962628892,0.2494874626682596,0.15695285673597872,0.2732667400598927,0.3209255545234482,0.261934145432649"
35,"0.26982609469984864,0.1034067064537032,0.26683424296325337,0.22119707360455232,0.2939574640665299,0.35334869852837014,0.1503053401115744,0.42641951667063466,0.2555982731331981,0.35648353087597173,0.32937092328074913,0.43499888602758513,0.20913378852645792,0.2171366969386154,0.3126638220281799,0.2604071628294279,0.13945662841489126,0.307075883285016,0.33695049992777826,0.22753974650368594,0.25580638004496187,0.37488636915794354,0.16721531893989006,0.05460466968384863,0.09475722294797453,0.3533357212769685,0.4030409274857494,0.2402118513511079,0.20284945965855117,0.3142220451590145,0.3119749052067066,0.19878942467317193,0.3018356767628387,0.3214873825856541,0.26520498799479836,0.29549200988197494,0.153068447096862,0.3397412432849664,0.36394521330008295,0.17715330340831192,0.3805459728277412,0.2965092076342337,0.4723304166223562,0.24877468715022114,0.3373478876027024,0.34721575330132215,0.25588871854461986,0.2609034789972779,0.07981972419715223,0.2912157727975426"
36,"0.4261360752597734,0.24515209269417262,0.30323956612958247,0.3313846327883968,0.06983983832862492,0.22729594855480684,0.293216762158757,0.4661427631596469,0.3530023318013348,0.18517919123964952,0.23188365493553323,0.314333119708113,0.3475347588273888,0.3537379276795203,0.37769537457546853,0.3096793205319102,0.3175393078531862,0.15669100330818228,0.23065922498605088,0.18803163532751255,0.3268960891408865,0.18846762144251172,0.285139719585691,0.16750139766904124,0.14851103951654626,0.29179994926213154,0.2570759296181388,0.4349636806079145,0.29960971895066196,0.25961107217255724,0.21943990103704436,0.23658930708063586,0.2184296582072036,0.24535971437823784,0.09586400273979627,0.28366904471649124,0.23867818613547706,0.34041462263682465,0.33143342296769646,0.1670248705420669,0.044639360198914506,0.204470804041478,0.2870629000187137,0.23840443799566463,0.2915397191188818,0.3213427253238329,0.4325679496554703,0.22932330361344888,0.27693689326233695,0.29305555728227484"
37,"0.157715968570526,0.3540404205585952,0.29618381105772446,0.17074967447719536,0.24523224541051108,0.12780436473820495,0.13157121747081657,0.057380688716753135,0.2947975249447586,0.10699041412905531,0.4307533930642407,0.12226149356535299,0.2571552967836369,0.30938710387439683,0.11331335381732388,0.3128584215585788,0.11705207394121594,0.11318833126612628,0.21239204538061213,0.2814990854204256,0.30162823820783585,0.16990094453906335,0.31363663078897724,0.28084980103321017,0.3328821493782899,0.43168220096432725,0.2556909825639098,0.1809902070795643,0.09324618982537212,0.4822781053136853,0.2608391817813739,0.3326339851685222,0.06763648139490659,0.04915044265375586,0.05781841414739937,0.4910367127491485,0.14227215639016472,0.42114130544535816,0.18073128100187522,0.3835230840209322,0.2935961639700925,0.4056458700559976,0.3257703565690593,0.23585338012159948,0.10019939648875902,0.41614245320932314,0.37615570513589985,0.25389846891920403,0.34662346075043404,0.44013135054538405"
38,"0.3613529340246661,0.4358731174216737,0.15005739220657904,0.2293559541111027,0.29656297758290584,0.28401802411366683,0.34394017734271765,0.14382398511569314,0.07199740551731909,0.23094747476811617,0.26731248818746045,0.28771802441503574,0.21586683182016508,0.2340219457058697,0.18478495594642416,0.4954455434510606,0.19807048341788488,0.3627335028895593,0.09598827519297275,0.19864777665221564,0.19400334823375864,0.15737421172790228,0.23707198106758165,0.23128862334388064,0.27958400325889216,0.2393821917012372,0.30164213266171347,0.3155559021965509,0.25515140465724745,0.30856511858079294,0.2905335726797533,0.11009016017408467,0.45713593823137677,0.32968469903617975,0.20185813956336304,0.25624684751565174,0.20941884686188436,0.3255093143203207,0.22059985536108714,0.3393826895771486,0.4198483282869796,0.1355975287660295,0.41845000846243735,0.12134854003622042,0.4058136391360889,0.3116821886814758,0.3542089095820207,0.16834646232764436,0.3659378082550554,0.1689531925389131"
39,"0.32136644820945626,0.3317700362502811,0.3888474287397411,0.2438688412245519,0.20465878343602964,0.26313137261382796,0.4096959843291875,0.27460609608684367,0.18490408523460306,0.27589873224588884,0.3598902198418872,0.22345310703675048,0.15923538663060963,0.31304202464392805,0.44563238788771264,0.17243194247628948,0.3725517902323274,0.38178296013010066,0.2936571003583872,0.15396394308925018,0.2367115353208676,0.22396528485928924,0.3266496307563676,0.42107880292128463,0.30702795451027054,0.23880161278065076,0.2523160477822803,0.14484670814877557,0.2508547938255753,0.26966164592194386,0.14263108267399968,0.1780751321706174,0.1531761540625759,0.35150083938336996,0.2232690067697445,0.3517427750983003,0.4991729548023781,0.38306134294379796,0.1273297039206934,0.18365225872114566,0.22441080013217676,0.24529237930683515,0.3626457739739768,0.06883979382573656,0.35579840467115004,0.31329973722013094,0.1457525789378359,0.30476037091320013,0.23592824485101876,0.2717966751119543"
40,"0.21499496109000124,0.26008628546743634,0.189571073036032,0.26886126541135086,0.43582698507141476,0.3888737179053444,0.2779284980238769,0.21359570037783707,0.27073485992050705,0.20313517860385608,0.2246168581604973,0.3102614819594248,0.4060261050494453,0.3091496811384787,0.12100082321056388,0.3984153668192022,0.22972510585456768,0.1567881583444748,0.3533841948462461,0.33841710656147533,0.21999227501423413,0.35193389747245485,0.0911407327793995,0.4160816624993901,0.32248190957304584,0.4165508874499558,0.15538060561420844,0.28452143925462925,0.2789545186269887,0.15562980205213334,0.4466901771685835,0.017885641215190866,0.3717256122778301,0.17209483968703385,0.07172061111747222,0.37871014902852723,0.2594252037061899,0.2726129826709429,0.11811325495339953,0.3145370216915734,0.2658157119634485,0.2999523921039776,0.40037073940177814,0.22385891751935183,0.09070149182448767,0.35584592922642083,0.07579205114624127,0.2549309050864621,0.029842918822252335,0.21343826543262995"
41,"0.1848684502553753,0.3823473602299803,0.41060856823080844,0.3343780301319473,0.2896740236697993,0.37276329245207035,0.41466329536701857,0.4307172865945081,0.3377851563799933,0.22743749697738944,0.29726734887557615,0.38400816506863744,0.27582007178369056,0.32111849865393255,0.40379613213742255,0.39678507691977033,0.40966717984288586,0.5369859111089531,0.32679545235064983,0.20951600098466286,0.25630200190317726,0.550748084053309,0.3422731330907737,0.31771555357908954,0.26575963932014673,0.3356206034112406,0.1928939260816173,0.3116969130263986,0.2816283785603449,0.21919867096097875,0.18914518376103043,0.4341052368559415,0.32296534399616555,0.48886873575524087,0.42121140820218467,0.2538518556446678,0.3241585391442211,0.49244451250699667,0.32598219788290944,0.37887952707120465,0.20833133693444578,0.2533109975329361,0.32774614354491355,0.41928831754963286,0.27417079034571057,0.40657833711400154,0.21483671876985988,0.11336847050717563,0.3278868722800296,0.18122453116573753"
42,"0.281500057037948,0.1866944133719281,0.28265341623811974,0.18592130727025077,0.25287804325372787,0.2967899944564673,0.2675534021865772,0.20687906166053827,0.3907000582373566,0.24990800772820695,0.39963203126630104,0.22733447793472328,0.4319878548324221,0.34181325335585533,0.271860214819663,0.3493857191995666,0.40582806074724226,0.1895468160079451,0.15307922967517898,0.27403447549224674,0.15715067381928413,0.20606077320417898,0.2502245036749332,0.3132121063423336,0.21327475121801198,0.3117408473026862,0.1288343356809259,0.27530741939712694,0.20020651894598368,0.2634986776633793,0.30604621587665365,0.18896592585742047,0.26759799799112516,0.2620563629483037,0.24592794535937187,0.17841156904393538,0.26005253784814497,0.4460271832811936,0.3540673976294411,0.29856251224807595,0.32251014986444515,0.2726982361841129,0.31191619981638297,0.21524626750931278,0.2540044673157055,0.4029152191390374,0.2520587721823378,0.4385718734586066,0.1904565406993432,0.17476642240273596"
43,"0.3977473061758461,0.3890272012949728,0.2044094702774557,0.11307720781272251,0.13369396505383127,0.3050113654555163,0.4139925788529217,0.34600508750438247,0.23026121816488232,0.3702706417453456,0.31444710960169386,0.2282881689489161,0.2904740222919753,0.3112224433342969,0.08978097573797267,0.19520361499478942,0.36830037740210303,0.25518218082660177,0.20726142129955563,0.31378979740980034,0.22984970471298016,0.21375551672752516,0.09618388693810799,0.46499294356686577,0.22964671755264665,0.2536587826514451,0.11233748489908943,0.07975970719824547,0.28450161591280826,0.4029444454207027,0.28708681198301195,0.42832210304924073,0.23196947197006465,0.11737718454875144,0.24825155068535462,0.17325970457333922,0.21036614358898698,0.3448518018592446,0.3684337809823207,0.34500896136189824,0.28458330024285144,0.22168914353771532,0.07050237798790518,0.3879748652451327,0.4295946989029019,0.112984151939294,0.3614615235631513,0.052093674959359945,0.3295749605651483,0.150790867045523"
44,"0.3168920077863483,0.3727436073585494,0.0885635578875353,0.24962924819429946,0.3022489593249937,0.12899297349500996,0.311868467411151,0.2569882839172548,0.1795768556585565,0.34218892900750325,0.24315021668836573,0.3233986988728616,0.09929621879005035,0.2751416339183182,0.30946318173297893,0.186707389715637,0.3478037389903792,0.38734286057801054,0.14992087769260004,0.12718831607471165,0.12619988771252505,0.3360815197586305,0.3097189895235284,0.3596308110614759,0.2232235465681679,0.31457037494430923,0.2965436678398865,0.25927547591511174,0.27351212527595736,0.1375773471144538,0.23177628083267207,0.3008646199322004,0.14594292482699153,0.07673009871662761,0.1654545273027932,0.2712210616641406,0.10324557582046448,0.25582036702283484,0.276253666991406,0.1983108478806373,0.18685349747824437,0.3118901898609506,0.16906900945047487,0.37709055679583486,0.1380745371250815,0.33543980740519436,0.3410909099531069,0.1397968967614296,0.37542364433838743,0.1525915412222166"
45,"0.31249026786418516,0.3718524254084216,0.07510723576017488,0.3454083163539876,0.3925557989802675,0.10146364695324021,0.25673103882088844,0.24039238371658878,0.11001815443005356,0.3338927681591717,0.16354240543391038,0.2451592296487074,0.1099830514253055,0.31669841321942516,0.35499026108471443,0.15183644494688264,0.33615081775305694,0.34216911423310487,0.10996108122571929,0.13174628021962972,0.18478616181951735,0.3627812661145241,0.3715715297225624,0.3093546881771876,0.30840982421303964,0.3049441031919988,0.27692272978898896,0.2736868151039006,0.2481958183777618,0.19440850408140187,0.2245340314211976,0.35360564785596144,0.18600539122845536,0.12425868973702378,0.15976268395588372,0.2884368513161347,0.1799502585483051,0.2205664324704639,0.28674714971194576,0.16271765688019593,0.2107078995637971,0.25280254783039335,0.13619711591412828,0.3356201022735581,0.1576514495417484,0.25959664283224065,0.33918726527064774,0.148673106800463,0.38142459314358834,0.12007147101835805"
46,"0.2584425041644412,0.29813222306840415,0.4145093025770236,0.14596822286414313,0.15353039231089793,0.18169239478263827,0.3710085903009447,0.452842946738109,0.504267807324948,0.4138568939287281,0.3866445473928389,0.5906915929982159,0.13879759238432263,0.36589650620464825,0.37910157717511794,0.20892992719979667,0.5181343905996333,0.3313982435665506,0.3870766969502979,0.3926389859282795,0.36770374408165035,0.3227251466544193,0.23657893345466524,0.26716140285857576,0.19687929271026827,0.4577622554398027,0.3025763171791401,0.3753101628254134,0.35663201230673913,0.3787821429460268,0.1943361576397978,0.2990320213406128,0.20760904713128026,0.4427846330527751,0.315211566625755,0.3516957859192769,0.39100627113960207,0.1700895401731716,0.5631550348277372,0.24731431050651453,0.24475553749036316,0.6013797701647937,0.2786472787325488,0.340194749038826,0.17649363955716882,0.3085751574949492,0.30971473309249675,0.29664566178200685,0.40240425725325135,0.24688466851342084"
47,"0.35138613111282696,0.23555541314366782,0.20203267021788893,0.25181868049587564,0.30978857187118597,0.21516262590465993,0.24706517548051446,0.3351429382017663,0.37135748866897816,0.3298305920890591,0.17759125450457874,0.27990443629595946,0.1953043632379879,0.2882483580840187,0.4162616981920499,0.15225518033115942,0.09994345279650525,0.08994022717238997,0.25699107098998136,0.28509857835863556,0.18653570076431686,0.2111924798784162,0.1230013366711021,0.3094396768295001,0.23713238143432402,0.28152289902396493,0.37901266614757717,0.24281818927891174,0.3248605432070007,0.2844742925720458,0.22057639408748317,0.23394981342261767,0.09335719815246787,0.3303941330882581,0.3482463010731729,0.2684105210951724,0.2784280224024775,0.32502564095532677,0.28405767958126954,0.2765613877673496,0.24289823771033328,0.2680074290968928,0.4267004993420819,0.01705818085187636,0.3701142549800386,0.2751280798082422,0.3141360717018701,0.2365858099368162,0.0928581587589085,0.4096462633778033"
48,"0.2573685820874021,0.18249836337093692,0.18041471146583832,0.19767821772010208,0.26894162142204525,0.40794499906652143,0.16599861970663995,0.434049934413303,0.19238183650408028,0.26553358614607625,0.08508977305972716,0.18661436622211686,0.28812155563362185,0.3771371758554206,0.22752804020060008,0.32173421310088623,0.4123082736685333,0.25150246374818225,0.31346351976341646,0.20512335952794172,0.40774420199911265,0.05900977109681733,0.19459664404146976,0.2180802722680075,0.2601676705638184,0.1666669265019714,0.2451425324504915,0.2532768459418068,0.23676107901103868,0.23801422783337897,0.1607531952612053,0.2532714684995914,0.3835062771887021,0.23058675736431541,0.19977816331929196,0.23023149671731558,0.14852849861222706,0.2640760440075224,0.37397340770459414,0.3660792822727306,0.4041659040909372,0.27327094421113407,0.4182047531519203,0.2683343486200016,0.39422738242687494,0.3833218614651632,0.35694550651220197,0.12065437925783429,0.1737796338696354,0.37533724323852463"
49,"0.09123067256480855,0.2706581910598203,0.21558112041177582,0.45715704290578624,0.2805631947448885,0.20498673912345514,0.3530784275896788,0.4226572902220296,0.12626845602974035,0.2992277580266151,0.4419075253214846,0.2907773953203269,0.1693559913911103,0.37784148018799624,0.08247312877664004,0.5320017912747825,0.19912958645948867,0.12428995019327617,0.541426121288814,0.31317834839043796,0.2556609244498274,0.27218926659893933,0.3680518527758406,0.17530462986969636,0.3257706905142786,0.08791859657118493,0.0756341026025065,0.0691498558297501,0.3431226791550135,0.33276957846403316,0.2450971746953945,0.5076882483476587,0.26336902132571244,0.22884772858031857,0.37053053733286573,0.5350574302716564,0.11312510763436676,0.22042269498478087,0.23256954993249207,0.33081141429860417,0.2633064478517214,0.2665920457064746,0.38640085321730344,0.47006976062849126,0.1589476044926857,0.49140125732538464,0.31958404137136864,0.3108389587695485,0.33198842097072134,0.1543055429898115"
