,user_embed
40,"0.9231416860517947,1.0542896325374116,0.9684222516225279,1.0451964568621246,0.8813999882426445"
41,"0.8275129457878685,0.7021168327943879,1.251452957643227,0.9531617831661033,1.0182716159374503"
42,"0.8261500274609306,0.7008885634211891,1.2529879197246763,0.9556529129623994,1.0207031744933388"
43,"0.8173758829213674,0.6927241926095179,1.254551079889069,0.9625797748409943,1.028486769558498"
44,"0.8434529561929011,0.8483729171525103,1.1406062291925751,1.0630648944957626,0.9694466114830859"
45,"0.851108581368971,0.8501878288488652,1.1319103065673872,1.0627739217771883,0.9714407143205838"
46,"0.8512108245460829,0.8503002981385528,1.1320817621706907,1.0629205798207115,0.9715691181749413"
47,"0.8513137206471333,0.850411166150281,1.1322515423393857,1.063064986679152,0.971696509407499"
48,"0.8808283633398519,0.8587368825592984,1.0918023152172203,1.0571958277465103,0.9769598911027193"
49,"0.8735785596700542,1.0522620683914523,0.9848288898679438,0.9792142448931602,0.9047245858369857"
50,"0.8815585895566488,0.996618769880681,0.9869026317018624,0.9702360949307376,0.9422442442023945"
51,"0.8053631314699681,0.6815552642846664,1.2566640196830672,0.9720271458205657,1.0390623372197079"
52,"1.0006460361876075,1.0307766166540173,0.9581427991029564,0.9943048229785751,0.9108183532768998"
53,"1.0363204323268442,1.0022487902873352,0.936288104062592,0.9840750323717502,0.9453753088973279"
54,"1.0364395862420626,1.0023493401225791,0.9363694356833949,0.9841670414843801,0.9454840183233236"
55,"1.0365573636739684,1.0024501490295519,0.9364508644837062,0.9842569836229114,0.945591097538118"
56,"1.0000707457718376,0.9592486292517767,0.968538582878409,1.007990066701875,0.9590109233749312"
57,"1.0359214337519007,1.0017792475138996,0.9360329147657088,0.9838002360154627,0.9451604564654825"
58,"1.0360439803126222,1.001883296011144,0.9361170983178551,0.9838953908624514,0.9452714899333029"
59,"1.0361650378280218,1.0019868159746754,0.9361997590790211,0.9839894805460743,0.9453822846503054"
60,"1.0362852452083016,1.0020889714595314,0.9362824423231337,0.9840818545737628,0.9454922120262002"
61,"1.0727963657599962,1.027132152270698,0.9236274679584522,0.9693038399932702,0.9145209092098736"
62,"0.8639521699285885,1.4576835492938427,1.057684440643623,0.46990820257611776,0.7995218717212262"
63,"1.1108693144728938,1.0679222771214871,0.9597397484085706,0.9334333797285945,0.8295048414116827"
64,"1.1063934644090216,1.0568317679436297,0.9368326670841787,0.9443280335902623,0.859063434584036"
65,"1.1106838060287494,1.0677283608006145,0.9595200853161391,0.9333020625449471,0.8294392418338513"
66,"1.110688862211542,1.0671821171968507,0.973381559309621,0.9335661960597506,0.8164534346006199"
67,"1.1108313812316508,1.0678754955109413,0.95969523738661,0.9334195328653259,0.8295005440977371"
68,"1.110849909831502,1.0678959826601437,0.959715886507527,0.9334291990156465,0.8295060655414878"
69,"1.076091251666042,0.8321123882759395,0.9916921400534341,0.9520778238872903,1.0011174140509749"
70,"1.0722832529999553,0.8355814906418441,0.994734303186157,0.9495734266336886,1.0015531371219109"
71,"0.9061377042742352,1.0974271352386191,1.0317948440905726,1.0003732752748762,0.5789450831229626"
72,"0.7984410741243214,0.5453886078683742,1.1793281243899696,1.067549816529902,1.1638581020936745"
73,"0.798439926011909,0.5453895424523817,1.1793283413091369,1.067549716120015,1.1638583240805875"
74,"0.798441232565194,0.5453893553063853,1.179327427304179,1.0675491909678076,1.1638589232941523"
75,"0.798440257717298,0.5453889115094318,1.17932787273112,1.067549879431572,1.1638587171922057"
76,"1.0542731976444726,0.9773745934460549,0.8542742243616068,1.0427399423767951,0.9646538135592502"
77,"0.8246826374864112,0.8402008863707595,1.0145168881558837,1.127525721348474,0.9867600562780394"
78,"0.8314423230959364,0.8412978728657101,1.0117034042451147,1.1266767767212453,0.981714908050301"
79,"0.9106689185250099,0.8669483748923663,1.0195730170942559,1.0648815750654028,0.9851540745314034"
80,"0.8175879861693928,0.8409471203260211,1.018610221122582,1.1253381638574058,0.9913945894804543"
81,"0.816849081753075,0.8433437366589863,1.0205046146468089,1.122334291694705,0.9919487389292225"
82,"0.7894553690943353,0.8300658131505408,1.0393546139883882,1.1226231712684733,1.007688464474615"
83,"0.9024428200572787,0.8658805894281386,1.0212585813241777,1.0670238267692242,0.9873624402488475"
84,"0.8219013652798529,0.8565366255455129,1.0145723957099666,1.114121319429546,0.9857440720956234"
85,"0.8844961499543137,0.7673794729880338,1.098959813021108,0.9115790375212168,1.1705153962530874"
86,"1.0021892108128412,0.8998080824204735,1.1166166606037724,0.7483083584704954,1.088482645549781"
87,"1.0022656717313518,0.8998512517553396,1.1166936369024865,0.7483528609670101,1.0885542516754363"
88,"1.002341868107285,0.8998937153302994,1.1167699588258677,0.7483986551761872,1.0886237141949546"
89,"1.0024175623137186,0.8999363777193844,1.1168455473623609,0.748442781373955,1.0886926449604386"
90,"0.9423627741222047,0.9432613840225305,1.1333436847903982,0.7218056669283142,1.1114902999922631"
91,"1.0261535014396428,0.8935420849981339,1.0925788254896136,0.7785041183376855,1.0682217214656697"
92,"1.2235395783238667,0.5333984435054624,1.069588173718858,0.9224746380082292,0.9563718826066845"
93,"1.2278636916920775,0.5356675175400175,1.0697889443614645,0.9155403482368576,0.9599032083661205"
94,"0.8239068960255249,0.8754048783253153,1.0054815614434296,1.10358835282285,0.9804204269831281"
95,"0.7465313514077794,0.8088910245578121,1.0663568496737805,1.1228549647520574,1.031147241332511"
96,"1.1103920718403821,1.0669402618000534,0.9897455383499137,0.9326044421595076,0.7999073373419243"
97,"0.9057065817669305,0.9149885374750307,0.8635617088101781,1.0446395757129603,1.1331419530773044"
98,"0.8930287855565564,0.4401302597895473,1.3987451351304312,0.984559002996336,0.8705729507495117"
99,"0.8760457913670429,1.1143370122242056,0.9914223664477891,0.9980231215206443,0.8400389608437577"
100,"0.9332555747755428,1.0901454887633215,0.9903033960803033,1.0112444261992874,0.8471091481743624"
101,"0.9338965090326714,1.091479873005507,0.9908376355023455,1.010306957972254,0.8456047507413705"
102,"0.9339190886938132,1.0915219411187194,0.9908681580512634,1.010337630529328,0.8456213411744586"
103,"0.9339426994071149,1.0915644032148013,0.9908990742908675,1.010366002331191,0.8456369346951522"
104,"0.9339632215274992,1.091606757256685,0.9909300863960648,1.0103952549021271,0.8456532920226594"
105,"0.9392256914188395,1.0837902342269443,0.9900346589141742,1.0091689819545129,0.8511956374725524"
106,"0.9385085864244616,1.0857636468413485,0.9904861724083631,1.0092990092600054,0.8496164923008489"
107,"0.9333393622041765,1.0902569567911198,0.9903954060333561,1.0113273198255928,0.8471684458119753"
108,"0.9393842986355819,1.0838654311201983,0.990149650055352,1.009276077565452,0.8513341022620847"
109,"0.9394439971784824,1.0838940101999854,0.9901929734248015,1.0093163658305904,0.8513863923422962"
110,"0.9333887479787498,1.0903085876716019,0.9904448343426583,1.011377470982844,0.847213307988434"
111,"0.934031738448589,1.0916505723708645,0.9909830967718398,1.0104397912418042,0.84570324285469"
112,"0.9296806259522972,1.081426220365986,0.9867683110777543,1.015354873174894,0.8551584274437236"
113,"0.9392971583598713,1.0836958680244522,0.9900309527320048,1.009170682815687,0.8512833304720189"
114,"0.939339498278778,1.0837399954262181,0.9900728685940485,1.009211813829562,0.8513198910923977"
115,"0.9393798935373574,1.0837849169478937,0.9901141768770287,1.009252519028301,0.8513546882930179"
116,"0.9377846268448967,1.0843330642379658,0.9898362154145032,1.0100584056429696,0.8512086009045474"
117,"0.9523526360977108,1.0481227455062767,0.9990317167547029,0.9994771558321411,0.8577465761572193"
118,"0.8064657541584294,0.750493569808211,1.0788865957587739,0.9254413834435026,1.2997841800727805"
119,"1.0009009050045803,0.8592039377099348,1.012693107502984,0.9970104935545452,0.9959981843918393"
120,"1.0679993593534005,0.840306283176227,0.9989797463787348,0.9469837352886755,1.00257576684428"
121,"1.0680645108341391,0.8403294423192227,0.9990122381397062,0.9470333107846406,1.0026187400289273"
122,"1.0779923670143439,0.8737221836317132,1.0327776358559229,0.8608303765102109,1.0162470445796454"
123,"1.0593253991985474,0.8336088277734693,1.0200965445803403,0.9888160881821728,0.9599117161734995"
124,"1.059430961311351,0.8336330023235038,1.0201876651672714,0.9888641201376452,0.9599401144216307"
125,"1.0678704363897336,0.8269732551781555,1.025946571714175,0.985281270113794,0.9537613536692141"
126,"1.0679592419385258,0.8270230884766573,1.0260288989243442,0.9853470095113146,0.9538317197270445"
127,"1.0596585588850498,0.8336706458116455,1.0203815896074233,0.9889550463756247,0.9599896113736219"
128,"1.0597371169605778,0.8337193866793824,1.0204548994928841,0.989017044681241,0.960050357825392"
129,"1.05981424369793,0.8337683991954686,1.0205270811164988,0.9890789020397188,0.9601115427960198"
130,"1.068238314270126,0.8272686746817688,1.0263016414416963,0.9856287280372008,0.9541472965308422"
131,"1.0989329127862173,0.895403212195083,1.032308095195163,0.8283372155906894,0.996469475736918"
132,"1.0988587740663593,0.895351634329014,1.0322296464742602,0.8282485356843793,0.9963763935923121"
133,"0.9899447149655867,0.9573558562390898,1.0395599869043137,0.9801926236190436,0.8745069620850495"
134,"0.982514445567701,0.9708266012935484,1.03169593644783,0.981765192207858,0.8699177803595654"
135,"1.082894255319717,1.0483122204283457,0.5781721255029612,1.1323970152735763,0.9390290269140164"
136,"1.0828942382185804,1.0483120282744134,0.5781717838293247,1.1323972095308104,0.9390292372651284"
137,"1.082894415513725,1.0483122800048583,0.578171860147329,1.132397000987644,0.9390289562778237"
138,"1.0465231066094673,0.9609840624230663,0.8637910860113938,1.064037915239474,0.9622936774487563"
139,"1.0466419644392693,0.9611069189440681,0.8638471226498877,1.0638436674153602,0.9623633155166508"
140,"1.0498653358437466,0.9561469711372955,0.8896654856208088,1.0339308096917532,0.9627668153227694"
141,"0.34050225643928,1.2852322667573166,0.5120006692538779,1.3229297340821318,1.0246699308588807"
142,"0.6937822878233187,0.6436741820573227,0.9444063661481154,1.6301898259905159,0.6818558727960473"
143,"1.0036361167940147,0.9720469465497054,0.8719951534064363,1.083783012486736,0.9575421254234325"
144,"0.9573359760653444,0.9837065016184368,0.931806045618141,1.0892129555036083,0.9260915702554015"
145,"0.7857029955779338,0.9216644003353986,0.967536449070184,0.7139872575988726,1.4061653357986978"
146,"0.7857034690548207,0.9216642117545601,0.9675360184672878,0.7139877551563636,1.4061652384914463"
147,"0.7857030184388848,0.9216636218019355,0.9675372093481323,0.7139873356271724,1.4061652705691448"
148,"0.7857035698462727,0.9216646388628785,0.9675363282592956,0.7139878301401075,1.4061646509962562"
149,"0.7857030685973143,0.9216641943502171,0.9675365209581533,0.7139879408393872,1.406165033627909"
150,"0.7857031526624674,0.9216644698066364,0.9675367177373275,0.7139881111957764,1.4061645842126596"
151,"0.7857040033713782,0.9216635038855966,0.9675367839711173,0.7139877597524533,1.406164874856058"
152,"0.8118153794843761,1.1789704416277278,0.7227968461863987,0.9201927863659108,1.1647387443384862"
153,"0.811117125951009,1.1780504212692,0.7223858264246754,0.9192514172071967,1.164484476906225"
154,"0.6686410210825476,1.3255394932494977,1.0071093971449918,1.2303106191489475,0.3713901982400336"
155,"1.0670655884368005,0.8777775080109992,1.0560739953945897,0.8202678475209741,1.0362412858481327"
156,"0.6635749121803343,0.7041774113944528,0.9301374694776718,1.4362270438023477,0.8319294946374408"
157,"1.2380900999903919,0.6146448917979564,0.7224402044857879,1.080488183924949,1.0440162817858933"
158,"1.2380895880563632,0.6146452165961066,0.722440506099136,1.080487444375448,1.0440172543385815"
159,"0.8697294344124794,1.143602626983467,0.9998856881882976,1.0010769905235886,0.8155187087851573"
160,"1.0813562006063862,0.515912911111784,1.0373520979518165,1.3684336097559433,0.6291205894928988"
161,"1.0813558866629867,0.5159132878852064,1.0373524388054138,1.3684338882476828,0.6291196523419789"
162,"0.883508656111316,0.9802850522672518,1.1472474865097142,0.6932338463849215,1.130707863246641"
163,"0.883527027106152,0.9803415338441308,1.147301940467433,0.6932542107444523,1.1307638705609306"
164,"0.8835467514857716,0.980396807320876,1.147355618982165,0.693274214332451,1.130819046654324"
165,"0.8835636846280641,0.9804522565637218,1.1474099275152723,0.693294505670433,1.1308736570487248"
166,"0.8738674334885663,0.9856681839258711,1.1480444318999796,0.6894964930956884,1.1332182174634553"
167,"1.0075002561524036,0.7912561381458008,0.8755635131925829,0.24314449987066147,1.566245907973553"
168,"0.9742003978887064,0.9519234426700238,0.9762935262982386,0.5885888610782437,1.249063335943777"
169,"0.9742006228579184,0.9519236624802345,0.976293752787693,0.5885889976512014,1.2490636258166723"
170,"0.9742007871296187,0.9519238229768364,0.9762939181526126,0.5885890973781911,1.2490638374690866"
171,"0.9742009070750326,0.951923940170663,0.9762940388800277,0.5885891702036388,1.2490639920074846"
172,"0.9742009946615071,0.9519240257359372,0.976294127019004,0.5885892233804031,1.2490641048409445"
173,"0.9742351014428468,0.9519574081253228,0.976310277772488,0.5885991555747033,1.2490838165718543"
174,"0.9741723588347001,0.951896021075025,0.9762835744744373,0.5885825607663204,1.2490514409497981"
175,"1.033186355514147,0.9445828806841613,0.8666672722958811,1.0978444608120426,0.9563630876556432"
176,"1.1167916554855455,0.8580425900057874,0.957896278794794,0.9534138186857375,0.9939253505327854"
177,"1.1168294977919908,0.8580216147801889,0.957922769488316,0.9534022232873024,0.9939478197310369"
178,"1.0817105239522145,0.9038595225200301,0.9403096225856249,0.9859007586731393,0.9776291658223881"
179,"1.1040484574325327,1.0456116219872091,0.9065878536301967,0.9553473845931062,0.8921567901750129"
180,"1.1040936502602121,1.0456451947907515,0.9065897285717308,0.9553719926327424,0.8921838643188046"
181,"1.1041390774317092,1.0456782992694527,0.9065914184530625,0.9553967715108889,0.8922097285667686"
182,"0.8853371719953396,1.2621734380048213,1.0779990085914477,0.8671870028355543,0.734166972740152"
183,"0.9321468074308391,0.8719112092567168,1.0211053333715177,1.0479213083124383,0.9872639666988422"
184,"0.9322620249565092,0.8720131788174813,1.0212325784578618,1.0480579770491456,0.9873929423854574"
185,"0.6650592121163249,0.7017401418658608,0.9345519267982497,1.4395789676268091,0.8323872781503908"
186,"0.7909903677221981,0.9637108401869302,0.9319655070744728,0.9310263911157727,1.2124996710139175"
187,"1.4357467767468077,0.17543880045052923,0.9745304346460426,1.3093441989067232,0.1837406353859486"
188,"1.1169326191002689,1.0401926737360965,1.1090255521239794,0.6138500199361894,0.981687935981223"
189,"0.8060938882706331,0.7505357612474384,1.0788588803161774,0.9252897610627809,1.2998634360953092"
190,"1.0926465550522866,0.8759582278834058,1.0286275166296188,0.8464123952267726,1.0157894408777914"
191,"0.9100109913091114,1.0820090685242403,0.9829236213426659,1.0248336770524273,0.8603682099907933"
192,"0.8771331112944658,1.1330770542289312,0.9966100943768242,1.0045797393933085,0.8253056453098809"
193,"0.8770935349630185,1.1330702682229181,0.9965873416609096,1.0045470992434355,0.8252623393831597"
194,"0.877054130434285,1.1330641428532284,0.9965640389749418,1.004514701804556,0.8252199387461352"
195,"0.8770140205100492,1.133058260937642,0.9965422937088917,1.0044819827353082,0.8251780837601016"
196,"0.9993612144761082,0.990534383469312,0.9465176553318729,1.02507207380596,0.9284963189298044"
197,"0.9281956657908241,1.0509530116784205,0.9732887442988637,1.0385849407315682,0.8802240398852471"
198,"0.9281898772685582,1.0509612579627845,0.9732905113522573,1.0385961991914237,0.8802228353218114"
199,"0.3258866019652697,0.392756628826452,1.7357551929291037,0.5750982149199785,1.160153484063213"
200,"1.3396634555029403,1.145081292340514,0.5084950567830684,0.5485025914147024,1.0318276718301354"
201,"1.05062850684879,0.9402217327381057,0.9216240831431697,1.0125318794918614,0.9632860944482818"
202,"1.050629340503745,0.9401964662973237,0.9216044718083198,1.0125211131918934,0.9632868958839946"
203,"1.0506298283139213,0.9401706076675526,0.9215846690416518,1.0125103849166417,0.9632893297524197"
204,"1.072843147800167,0.9033794959096071,1.4423091931806835,0.7901489936493655,0.37191642298310096"
205,"0.9039660825263965,0.910090142729476,0.8438251258351971,1.0546782294379522,1.1450479773713904"
206,"0.6635639502094348,0.9218972057691243,0.9581149008172134,1.2320195344597005,0.7771307029835166"
207,"0.6635643443244411,0.9218964951504244,0.9581158168218584,1.2320192391181872,0.7771305483440105"
208,"1.0218262143058046,0.9299040880599647,0.8716757840871886,1.1222746638246863,0.9509204572926107"
209,"1.1478788915880633,1.096804178028881,1.1144394857379138,0.879202878908816,0.5695801749111887"
210,"1.1478785426196758,1.0968044446504954,1.1144401498842473,0.8792023165482843,0.5695799333637034"
211,"1.0248497205544458,0.9678916131079861,0.8431141954714729,1.0787460916247926,0.9729558740102467"
212,"0.6895691882071675,1.0912837286760482,0.9372003917623893,1.3127358747675928,0.788653350326698"
213,"0.6895690934280057,1.0912831791290885,0.9371994515880365,1.3127363034010608,0.7886545974097393"
214,"0.4944670718067908,1.0344811211775922,1.1185631141481527,1.0241312711522588,1.1337207874669213"
215,"0.93032819286354,0.9896788699056618,0.9659836936599722,1.0925483813363233,0.9074268453395024"
216,"0.9304120763501328,0.9897641526076786,0.9660832404727274,1.0926648442639977,0.9075040336089308"
217,"0.9304953794653491,0.9898484700190923,0.9661817308823522,1.0927797097557792,0.9075811740477703"
218,"0.9304641485332055,1.0928745417116283,0.9902944277487962,1.0120681681798698,0.8451687089885431"
