,user_embed
150,"0.9632447136120534,0.6918155451078336,0.5764937658909134,0.5544550361261147,0.8017782583001757,0.6010752290494688,0.5608271890360264,0.7002875672141324,0.5303169224328801,0.7861327054993581"
151,"0.6417260106255992,0.5762103341661438,0.7767839971289247,0.6837908264564077,0.6902692480823164,0.8604735173372865,0.6745581044249042,0.7008653237806451,0.6425928612760617,0.6527389672010683"
152,"0.642311558576705,0.5754805725734442,0.7768778371289737,0.6839761006691375,0.6898245966233725,0.860851262648152,0.6745956869850612,0.7006705706176162,0.6425104324631494,0.6528290929898897"
153,"0.6596706035321054,0.6020795807141736,0.7675226674231808,0.6611463019853009,0.681648320677357,0.8615808207898715,0.6508789634111987,0.7084243431064685,0.6560433094583031,0.6563415476564762"
154,"0.5331666434130592,0.5910540202026298,0.5306322845294289,0.8827839160547559,0.6150287954846811,0.6199412103783114,0.6508758446683484,0.933265460351393,0.5997550558951248,0.8563649657795446"
155,"0.5331346324584361,0.591539968558648,0.5304576944328306,0.8829140053230041,0.6144603156497116,0.6196662233598834,0.6511005805344986,0.9334622963957063,0.599602189936612,0.8565083179933284"
156,"0.5332868044522582,0.591316613543196,0.5310680385761858,0.8824736705849225,0.6145174018472054,0.6195439363115955,0.6514398182055511,0.9330610261763511,0.6000311678090703,0.8567013393651876"
157,"0.4011185830055368,0.23198335286124913,0.4989395069537794,1.0440989436829482,0.5741935653633872,0.7686302608653094,0.5488768591133519,0.819932969799983,0.6711798650715828,0.9857357890955507"
158,"0.6330643055929225,0.6495197612288203,0.6432658552903898,0.777347342963767,0.652220260177473,0.6595836643772773,0.6686389046958154,0.739115136123157,0.7559997027815781,0.7337132274439064"
159,"0.6329164190691776,0.6504335111739266,0.6433010529177822,0.7768795391077697,0.6527858570547702,0.6597842475022181,0.668555190243605,0.7385239463336375,0.7562119345625313,0.7335447502014383"
160,"0.6974628893726572,0.5929071811387462,0.44798000486765305,0.7596760696343803,0.7798903502904254,0.7686129028566353,0.4829473065938825,0.5742604572815098,0.16445614118447482,1.160168273599361"
161,"0.4900596374637851,0.5699876692463827,0.7724336500369592,0.9204454570562115,0.4021612134449401,0.7838048690072302,0.6816604321308257,1.0191031296302127,0.5378730682796066,0.5024520182689237"
162,"0.19151509808040063,0.7804440360555303,0.947564647522181,0.7578131053634014,0.434903377540963,1.0300660183640045,0.027154467850025423,0.8516153845025937,0.6917224981664754,0.606156925652333"
163,"0.4556699507832533,1.0510487976461516,0.3908917743203962,0.76944120123723,0.5258841139823222,0.5040926421434364,0.5819972438844991,0.9342352243451798,0.9385704473294355,0.5193561471062422"
164,"0.735162795756576,0.6458648512315526,0.8164999235089277,0.7619707468640902,0.7283766909708352,0.6700366146937288,0.6664967324775084,0.6957322913565666,0.5799779851891621,0.6058134420681086"
165,"0.6145501673197243,0.6783717973299545,0.675472539918598,0.6086369660661466,0.7071852119961285,0.8428167497013109,0.6152174672316771,0.7218747920364601,0.6989978371440986,0.7423721570575968"
166,"0.5569875014614216,0.6717460806666379,0.6625995299992868,0.5816346444801882,0.7061733109552883,0.8831025894319025,0.6358108446159244,0.7531808153824715,0.6731857574758997,0.7513134174446127"
167,"0.5566167246118023,0.6709714410055846,0.662804127464333,0.5817708096787808,0.7064124131167538,0.8831041159278603,0.6353124273659927,0.7529112510867297,0.6735914847822145,0.7519383637605358"
168,"0.55648540542965,0.6716812625017264,0.6626813504053154,0.5814883272247412,0.7064606469216078,0.8828453757637875,0.6359147119263134,0.7529182664584703,0.6730468517501812,0.7518098785951531"
169,"0.6623588605500557,0.653226309079129,0.72277468763106,0.6324151499419862,0.6894305036176399,0.8429512731919558,0.6167359975368719,0.7099806636596651,0.6895871974502003,0.696712289163836"
170,"0.6517246050449668,0.6826837686433608,0.6827762872585231,0.6209958647585171,0.702493880124272,0.8206903553308713,0.5997814521279761,0.6994288521046772,0.7139561764214657,0.7380030135384954"
171,"0.6513403796416373,0.6825431063678412,0.6830249888973866,0.62083366839083,0.7018520025436172,0.8211260446107587,0.6001890191389218,0.6994405070759809,0.7137672948842105,0.7383353346683753"
172,"0.6876059182799021,0.6570608389354727,0.7202551881498924,0.46149496552924013,0.722620696396546,0.9466559986677608,0.45709552503807194,0.9677429533874129,0.6523774074204104,0.6035953471722489"
173,"1.059585154232848,0.4916186368856158,0.7602775868217496,0.21070800795162756,0.9250007043554994,0.3516218282654621,0.39492274822607726,0.7176022316103118,0.5954165507534053,0.8823079079698258"
174,"0.6783334277322162,0.6257437252408591,0.7609926266950602,0.6380533776894523,0.6712064720841019,0.8638778026565627,0.6271898538140651,0.7163533460552995,0.6666960456606983,0.6553088687574843"
175,"0.6785286123598898,0.6256256756576182,0.7607758369728007,0.6378994268726358,0.6706894963552681,0.8638461392902846,0.6272334995160092,0.7166431568154723,0.667258573600576,0.655279166250182"
176,"0.6782719542574228,0.6255007733347362,0.7611552521213725,0.6380546008541463,0.6707651191657295,0.8635599404971624,0.6275592624981665,0.7166201132681241,0.6669495923978597,0.655410879746987"
